"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","FileName","Glosser"
"10690",16,"googleuninum-ctg-fifteen-1","googleuninum-ctg","Ritchie2019","fifteen",15,"ফনর","phnr",NA,NA,"5+10′","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10691",17,"googleuninum-ctg-sixteen-1","googleuninum-ctg","Ritchie2019","sixteen",16,"ষোলো","ssolo",NA,NA,"6′+10′","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10692",18,"googleuninum-ctg-seventeen-1","googleuninum-ctg","Ritchie2019","seventeen",17,"সাতারো","saataaro",NA,NA,"7+10′","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10693",19,"googleuninum-ctg-eighteen-1","googleuninum-ctg","Ritchie2019","eighteen",18,"আডারো","aaddaaro",NA,NA,"8+10′","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10694",20,"googleuninum-ctg-nineteen-1","googleuninum-ctg","Ritchie2019","nineteen",19,"উন্নিশ","unnish",NA,NA,"[1]−{−}([2′]⋅10′′)","","[1]−{−}20","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10695",21,"googleuninum-ctg-twenty-1","googleuninum-ctg","Ritchie2019","twenty",20,"কুড়ি","kurri",NA,NA,"20","probably ultimately borrowed from Munda (Austroasiatic)","20′","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10696",22,"googleuninum-ctg-twentyone-1","googleuninum-ctg","Ritchie2019","twentyone",21,"একুইশ","ekuish",NA,NA,"1+([2′]⋅10′′)","","1+20","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10697",23,"googleuninum-ctg-twentytwo-1","googleuninum-ctg","Ritchie2019","twentytwo",22,"বাইশ","baaish",NA,NA,"2′+([2′]⋅10′′)","","2′+20","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10698",24,"googleuninum-ctg-twentythree-1","googleuninum-ctg","Ritchie2019","twentythree",23,"তেইশ","teish",NA,NA,"3+([2′]⋅10′′)","","3+20","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10699",25,"googleuninum-ctg-twentyfour-1","googleuninum-ctg","Ritchie2019","twentyfour",24,"চব্বিশ","cbbish",NA,NA,"4+(2′⋅10′′)","","4+20","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10700",26,"googleuninum-ctg-twentyfive-1","googleuninum-ctg","Ritchie2019","twentyfive",25,"ফচিশ","phcish",NA,NA,"5+([2′]⋅10′′)","","5+20","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10701",27,"googleuninum-ctg-twentysix-1","googleuninum-ctg","Ritchie2019","twentysix",26,"ছাব্বিশ","chaabbish",NA,NA,"6+(2′⋅10′′)","","6+20","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10702",28,"googleuninum-ctg-twentyseven-1","googleuninum-ctg","Ritchie2019","twentyseven",27,"সাতাইশ","saataaish",NA,NA,"7+([2′]⋅10′′)","","7+20","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10703",29,"googleuninum-ctg-twentyeight-1","googleuninum-ctg","Ritchie2019","twentyeight",28,"আটাইশ","aattaaish",NA,NA,"8+([2′]⋅10′′)","","8+20","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10704",30,"googleuninum-ctg-twentynine-1","googleuninum-ctg","Ritchie2019","twentynine",29,"উন্তিরিশ","untirish",NA,NA,"[1]−{−}(3⋅10″)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10705",31,"googleuninum-ctg-thirty-1","googleuninum-ctg","Ritchie2019","thirty",30,"তিরিশ","tirish",NA,NA,"3⋅10′′","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10706",32,"googleuninum-ctg-thirtyone-1","googleuninum-ctg","Ritchie2019","thirtyone",31,"একোত্রিশ","ekotrish",NA,NA,"1+(3⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10707",33,"googleuninum-ctg-thirtytwo-1","googleuninum-ctg","Ritchie2019","thirtytwo",32,"বত্রিশ","btrish",NA,NA,"2′+(3⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10708",34,"googleuninum-ctg-thirtythree-1","googleuninum-ctg","Ritchie2019","thirtythree",33,"তেত্রিশ","tetrish",NA,NA,"3+(3⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10709",35,"googleuninum-ctg-thirtyfour-1","googleuninum-ctg","Ritchie2019","thirtyfour",34,"চৌত্রিশ","cautrish",NA,NA,"4+(3⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10710",36,"googleuninum-ctg-thirtyfive-1","googleuninum-ctg","Ritchie2019","thirtyfive",35,"ফাঁত্রিশ","phaantrish",NA,NA,"5+(3⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10711",37,"googleuninum-ctg-thirtysix-1","googleuninum-ctg","Ritchie2019","thirtysix",36,"ছত্রিশ","chtrish",NA,NA,"6+(3⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10712",38,"googleuninum-ctg-thirtyseven-1","googleuninum-ctg","Ritchie2019","thirtyseven",37,"সাত্রিশ","saatrish",NA,NA,"7+(3⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10713",39,"googleuninum-ctg-thirtyeight-1","googleuninum-ctg","Ritchie2019","thirtyeight",38,"আটত্রিশ","aatttrish",NA,NA,"8+(3⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10714",40,"googleuninum-ctg-thirtynine-1","googleuninum-ctg","Ritchie2019","thirtynine",39,"ঊনচল্লিশ","uuncllish",NA,NA,"[1]−{−}(4⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10715",41,"googleuninum-ctg-forty-1","googleuninum-ctg","Ritchie2019","forty",40,"চল্লিশ","cllish",NA,NA,"4⋅10′′","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10716",42,"googleuninum-ctg-fortyone-1","googleuninum-ctg","Ritchie2019","fortyone",41,"একচল্লিশ","ekcllish",NA,NA,"1+(4⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10717",43,"googleuninum-ctg-fortytwo-1","googleuninum-ctg","Ritchie2019","fortytwo",42,"বিয়াল্লিশ","biyyaallish",NA,NA,"2′+(4⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10718",44,"googleuninum-ctg-fortythree-1","googleuninum-ctg","Ritchie2019","fortythree",43,"তেতাল্লিশ","tetaallish",NA,NA,"3+(4⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10719",45,"googleuninum-ctg-fortyfour-1","googleuninum-ctg","Ritchie2019","fortyfour",44,"চুয়াল্লিশ","cuyyaallish",NA,NA,"4+(4⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10720",46,"googleuninum-ctg-fortyfive-1","googleuninum-ctg","Ritchie2019","fortyfive",45,"ফাচ্চঁলিশ","phaaccnlish",NA,NA,"5+(4⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10721",47,"googleuninum-ctg-fortysix-1","googleuninum-ctg","Ritchie2019","fortysix",46,"ছেচল্লিশ","checllish",NA,NA,"6+(4⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10722",48,"googleuninum-ctg-fortyseven-1","googleuninum-ctg","Ritchie2019","fortyseven",47,"সাতচল্লিশ","saatcllish",NA,NA,"7+(4⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10723",49,"googleuninum-ctg-fortyeight-1","googleuninum-ctg","Ritchie2019","fortyeight",48,"আটচল্লিশ","aattcllish",NA,NA,"8+(4⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10724",50,"googleuninum-ctg-fortynine-1","googleuninum-ctg","Ritchie2019","fortynine",49,"ঊনফঞ্চাইশ","uunphnycaaish",NA,NA,"[1]−{−}(5⋅10′′)","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10725",51,"googleuninum-ctg-fifty-1","googleuninum-ctg","Ritchie2019","fifty",50,"ফঞ্চাইশ","phnycaaish",NA,NA,"5⋅10′′","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10726",52,"googleuninum-ctg-fiftyone-1","googleuninum-ctg","Ritchie2019","fiftyone",51,"একফান্ন","ekphaann",NA,NA,"1+50","50 is presumably historically 5⋅10","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10727",53,"googleuninum-ctg-fiftytwo-1","googleuninum-ctg","Ritchie2019","fiftytwo",52,"বাআন্ন","baaaann",NA,NA,"2′+50","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10728",54,"googleuninum-ctg-fiftythree-1","googleuninum-ctg","Ritchie2019","fiftythree",53,"তিপান্ন","tipaann",NA,NA,"3+50","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10729",55,"googleuninum-ctg-fiftyfour-1","googleuninum-ctg","Ritchie2019","fiftyfour",54,"চুপ্পান্ন","cuppaann",NA,NA,"4+50","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10730",56,"googleuninum-ctg-fiftyfive-1","googleuninum-ctg","Ritchie2019","fiftyfive",55,"পাচঁফান্ন","paacnphaann",NA,NA,"5+50","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10731",57,"googleuninum-ctg-fiftysix-1","googleuninum-ctg","Ritchie2019","fiftysix",56,"ছাপ্পান্ন","chaappaann",NA,NA,"6+50","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10732",58,"googleuninum-ctg-fiftyseven-1","googleuninum-ctg","Ritchie2019","fiftyseven",57,"সাতফান্ন","saatphaann",NA,NA,"7+50","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10733",59,"googleuninum-ctg-fiftyeight-1","googleuninum-ctg","Ritchie2019","fiftyeight",58,"আটফান্ন","aattphaann",NA,NA,"8+50","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10734",60,"googleuninum-ctg-fiftynine-1","googleuninum-ctg","Ritchie2019","fiftynine",59,"ঊনষাইট","uunssaaitt",NA,NA,"[1]−{−}60","","[1]−{−}(6⋅10′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10735",61,"googleuninum-ctg-sixty-1","googleuninum-ctg","Ritchie2019","sixty",60,"ষাইট","ssaaitt",NA,NA,"60","historically 6⋅10","6⋅10′′′","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10736",62,"googleuninum-ctg-sixtyone-1","googleuninum-ctg","Ritchie2019","sixtyone",61,"একষট্টি","eksstttti",NA,NA,"1+60","","1+(6⋅10′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10737",63,"googleuninum-ctg-sixtytwo-1","googleuninum-ctg","Ritchie2019","sixtytwo",62,"বাষট্টি","baasstttti",NA,NA,"2′+60","","2′+(6⋅10′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10738",64,"googleuninum-ctg-sixtythree-1","googleuninum-ctg","Ritchie2019","sixtythree",63,"তেষট্টি","tesstttti",NA,NA,"3+60","","3+(6⋅10′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10739",65,"googleuninum-ctg-sixtyfour-1","googleuninum-ctg","Ritchie2019","sixtyfour",64,"চৌষট্টি","causstttti",NA,NA,"4+60","","4+(6⋅10′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10740",66,"googleuninum-ctg-sixtyfive-1","googleuninum-ctg","Ritchie2019","sixtyfive",65,"ফয়ষট্টি","physstttti",NA,NA,"5+60","","5+(6⋅10′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10741",67,"googleuninum-ctg-sixtysix-1","googleuninum-ctg","Ritchie2019","sixtysix",66,"ছিষট্টি","chisstttti",NA,NA,"6+60","","6+(6⋅10′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10742",68,"googleuninum-ctg-sixtyseven-1","googleuninum-ctg","Ritchie2019","sixtyseven",67,"সাতষট্টি","saatsstttti",NA,NA,"7+60","","7+(6⋅10′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10743",69,"googleuninum-ctg-sixtyeight-1","googleuninum-ctg","Ritchie2019","sixtyeight",68,"আটষট্টি","aattsstttti",NA,NA,"8+60","","8+(6⋅10′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10744",70,"googleuninum-ctg-sixtynine-1","googleuninum-ctg","Ritchie2019","sixtynine",69,"ঊনসত্তইর","uunsttir",NA,NA,"[1]−{−}70","","[1]−{−}(7⋅10′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10745",71,"googleuninum-ctg-seventy-1","googleuninum-ctg","Ritchie2019","seventy",70,"সত্তর","sttr",NA,NA,"70","historically 7⋅10","7⋅10′′′′","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10746",72,"googleuninum-ctg-seventyone-1","googleuninum-ctg","Ritchie2019","seventyone",71,"এহত্তইর","ehttir",NA,NA,"1+70","","1+(7⋅10′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10747",73,"googleuninum-ctg-seventytwo-1","googleuninum-ctg","Ritchie2019","seventytwo",72,"বাহাত্তইর","baahaattir",NA,NA,"2′+70","","2′+(7⋅10′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10748",74,"googleuninum-ctg-seventythree-1","googleuninum-ctg","Ritchie2019","seventythree",73,"তিয়াত্তইর","tiyyaattir",NA,NA,"3+70","","3+(7⋅10′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10749",75,"googleuninum-ctg-seventyfour-1","googleuninum-ctg","Ritchie2019","seventyfour",74,"চুঅত্তইর","cuattir",NA,NA,"4+70","","4+(7⋅10′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10750",76,"googleuninum-ctg-seventyfive-1","googleuninum-ctg","Ritchie2019","seventyfive",75,"ফঁচাত্তইর","phncaattir",NA,NA,"5+70","","5+(7⋅10′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10751",77,"googleuninum-ctg-seventysix-1","googleuninum-ctg","Ritchie2019","seventysix",76,"ছিঅত্তইর","chiattir",NA,NA,"6+70","","6+(7⋅10′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10752",78,"googleuninum-ctg-seventyseven-1","googleuninum-ctg","Ritchie2019","seventyseven",77,"সাতাত্তইর","saataattir",NA,NA,"7+70","","7+(7⋅10′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10753",79,"googleuninum-ctg-seventyeight-1","googleuninum-ctg","Ritchie2019","seventyeight",78,"আটাত্তইর","aattaattir",NA,NA,"8+70","","8+(7⋅10′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10754",80,"googleuninum-ctg-seventynine-1","googleuninum-ctg","Ritchie2019","seventynine",79,"ঊনআশি","uunaashi",NA,NA,"[1]−{−}80","","[1]−{−}(8⋅10′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10755",81,"googleuninum-ctg-eighty-1","googleuninum-ctg","Ritchie2019","eighty",80,"আশি","aashi",NA,NA,"80","historically 8⋅10","8⋅10′′′′′","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10756",82,"googleuninum-ctg-eightyone-1","googleuninum-ctg","Ritchie2019","eightyone",81,"একাশি","ekaashi",NA,NA,"1+80","","1+(8⋅10′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10757",83,"googleuninum-ctg-eightytwo-1","googleuninum-ctg","Ritchie2019","eightytwo",82,"বিরাশি","biraashi",NA,NA,"2′+80","","2′+(8⋅10′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10758",84,"googleuninum-ctg-eightythree-1","googleuninum-ctg","Ritchie2019","eightythree",83,"তিরাশি","tiraashi",NA,NA,"3+80","","3+(8⋅10′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10759",85,"googleuninum-ctg-eightyfour-1","googleuninum-ctg","Ritchie2019","eightyfour",84,"চুরাশি","curaashi",NA,NA,"4+80","","4+(8⋅10′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10760",86,"googleuninum-ctg-eightyfive-1","googleuninum-ctg","Ritchie2019","eightyfive",85,"পাঁচাশি","paancaashi",NA,NA,"5+80","","5+(8⋅10′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10761",87,"googleuninum-ctg-eightysix-1","googleuninum-ctg","Ritchie2019","eightysix",86,"ছিয়াশি","chiyaashi",NA,NA,"6+80","","6+(8⋅10′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10762",88,"googleuninum-ctg-eightyseven-1","googleuninum-ctg","Ritchie2019","eightyseven",87,"সাতাশি","saataashi",NA,NA,"7+80","","7+(8⋅10′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10763",89,"googleuninum-ctg-eightyeight-1","googleuninum-ctg","Ritchie2019","eightyeight",88,"আষ্টআশি","aassttaashi",NA,NA,"8+80","","8+(8⋅10′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10764",90,"googleuninum-ctg-eightynine-1","googleuninum-ctg","Ritchie2019","eightynine",89,"ঊনানব্বই","uunaanbbi",NA,NA,"[1]−{−}90","","[1]−{−}(9⋅10′′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10765",91,"googleuninum-ctg-ninety-1","googleuninum-ctg","Ritchie2019","ninety",90,"নব্বই","nbbi",NA,NA,"90","historically 9⋅10","9⋅10′′′′′′","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10766",92,"googleuninum-ctg-ninetyone-1","googleuninum-ctg","Ritchie2019","ninetyone",91,"একানব্বই","ekaanbbi",NA,NA,"1+90","","1+(9⋅10′′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10767",93,"googleuninum-ctg-ninetytwo-1","googleuninum-ctg","Ritchie2019","ninetytwo",92,"বিরানব্বই","biraanbbi",NA,NA,"2′+90","","2′+(9⋅10′′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10768",94,"googleuninum-ctg-ninetythree-1","googleuninum-ctg","Ritchie2019","ninetythree",93,"তিরানব্বই","tiraanbbi",NA,NA,"3+90","","3+(9⋅10′′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10769",95,"googleuninum-ctg-ninetyfour-1","googleuninum-ctg","Ritchie2019","ninetyfour",94,"চুরানব্বই","curaanbbi",NA,NA,"4+90","","4+(9⋅10′′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10770",96,"googleuninum-ctg-ninetyfive-1","googleuninum-ctg","Ritchie2019","ninetyfive",95,"ফাঁচানব্বই","phaancaanbbi",NA,NA,"5+90","","5+(9⋅10′′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10771",97,"googleuninum-ctg-ninetysix-1","googleuninum-ctg","Ritchie2019","ninetysix",96,"ছিয়ানব্বই","chiyaanbbi",NA,NA,"6+90","","6+(9⋅10′′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10772",98,"googleuninum-ctg-ninetyseven-1","googleuninum-ctg","Ritchie2019","ninetyseven",97,"সাতানব্বই","saataanbbi",NA,NA,"7+90","","7+(9⋅10′′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10773",99,"googleuninum-ctg-ninetyeight-1","googleuninum-ctg","Ritchie2019","ninetyeight",98,"আটানব্বই","aattaanbbi",NA,NA,"8+90","","8+(9⋅10′′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10774",100,"googleuninum-ctg-ninetynine-1","googleuninum-ctg","Ritchie2019","ninetynine",99,"নিরানব্বই","niraanbbi",NA,NA,"9+90","","9+(9⋅10′′′′′′)","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10775",101,"googleuninum-ctg-hundred-1","googleuninum-ctg","Ritchie2019","hundred",100,"শ","sh",NA,NA,"100","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10776",102,"googleuninum-ctg-thousand-1","googleuninum-ctg","Ritchie2019","thousand",1000,"আজার","aajaar",NA,NA,"1000","ultimately borrowed from Iranian branch of Indo-Iranian (Indo-European)","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10777",103,"googleuninum-ctg-tenthousand-1","googleuninum-ctg","Ritchie2019","tenthousand",10000,"দশ আজার","dshaajaar",NA,NA,"10[⋅]1000","<আজার> ‘thousand’ ultimately borrowed from Iranian branch of Indo-Iranian (Indo-European)","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10778",104,"googleuninum-ctg-onehundredthousand-1","googleuninum-ctg","Ritchie2019","onehundredthousand",100000,"লাখ","laakh",NA,NA,"100000","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10779",105,"googleuninum-ctg-onemillion-1","googleuninum-ctg","Ritchie2019","onemillion",1000000,"দশ লাখ","dshlaakh",NA,NA,"10[⋅]100000","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10780",106,"googleuninum-ctg-tenmillion-1","googleuninum-ctg","Ritchie2019","tenmillion",10000000,"কুটি","kutti",NA,NA,"10000000","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10781",107,"googleuninum-ctg-onehundredmillion-1","googleuninum-ctg","Ritchie2019","onehundredmillion",100000000,"দশ কুটি","dshkutti",NA,NA,"10[⋅]10000000","","","IE080-googleuninum-ctg.csv","KM_NK_RB"
"10782",1,"numerals-tang1330-1-one-1","numerals-tang1330-1","Chan2019","one",1,"æk","aek",NA,"false","1","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10783",2,"numerals-tang1330-1-two-1","numerals-tang1330-1","Chan2019","two",2,"d̪ib","dib",NA,"false","2","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10784",3,"numerals-tang1330-1-three-1","numerals-tang1330-1","Chan2019","three",3,"t̪in","tin",NA,"false","3","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10785",4,"numerals-tang1330-1-four-1","numerals-tang1330-1","Chan2019","four",4,"t͡ʃai","tsai",NA,"false","4","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10786",5,"numerals-tang1330-1-five-1","numerals-tang1330-1","Chan2019","five",5,"pait̪","pait",NA,"false","5","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10787",6,"numerals-tang1330-1-six-1","numerals-tang1330-1","Chan2019","six",6,"sɔi","soi",NA,"false","6","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10788",7,"numerals-tang1330-1-seven-1","numerals-tang1330-1","Chan2019","seven",7,"sat̪","sat",NA,"false","7","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10789",8,"numerals-tang1330-1-eight-1","numerals-tang1330-1","Chan2019","eight",8,"ait̪t̪o","aitto",NA,"false","8","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10790",9,"numerals-tang1330-1-nine-1","numerals-tang1330-1","Chan2019","nine",9,"nɔɔ","noo",NA,"false","9","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10791",10,"numerals-tang1330-1-ten-1","numerals-tang1330-1","Chan2019","ten",10,"d̪ɔit̪","doit",NA,"false","10","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10792",11,"numerals-tang1330-1-eleven-1","numerals-tang1330-1","Chan2019","eleven",11,"eɡaro","egaro",NA,"false","1+10′","This form is difficult to analyze given the limited data for other numerals.","11","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10793",12,"numerals-tang1330-1-twenty-1","numerals-tang1330-1","Chan2019","twenty",20,"kuri","kuri",NA,"false","20","probably ultimately borrowed from Munda (Austroasiatic)","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10794",13,"numerals-tang1330-1-twentyone-1","numerals-tang1330-1","Chan2019","twentyone",21,"ækkuri æk","aekkuriaek",NA,"false","(1[⋅]20)[+]1","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10795",14,"numerals-tang1330-1-fifty-1","numerals-tang1330-1","Chan2019","fifty",50,"pɔnɟait̪","ponjait",NA,"false","?","This form is difficult to analyze given the limited data for other numerals.","5⋅10′′","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10796",15,"numerals-tang1330-1-hundred-1","numerals-tang1330-1","Chan2019","hundred",100,"æksɔ","aekso",NA,"false","1⋅100","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10797",16,"numerals-tang1330-1-thousand-1","numerals-tang1330-1","Chan2019","thousand",1000,"ækasa","aekasa",NA,"false","1⋅1000","","","IE081-numerals-tang1330-1.csv","KM_NK_RB"
"10798",1,"numerals-assa1263-1-one-1","numerals-assa1263-1","Chan2019","one",1,"ɛk","ek","","false","1","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10799",2,"numerals-assa1263-1-two-1","numerals-assa1263-1","Chan2019","two",2,"dui","dui","","false","2","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10800",3,"numerals-assa1263-1-three-1","numerals-assa1263-1","Chan2019","three",3,"tini","tini","","false","3","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10801",4,"numerals-assa1263-1-four-1","numerals-assa1263-1","Chan2019","four",4,"sari","sari","","false","4","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10802",5,"numerals-assa1263-1-five-1","numerals-assa1263-1","Chan2019","five",5,"pãs","pas","","false","5","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10803",6,"numerals-assa1263-1-six-1","numerals-assa1263-1","Chan2019","six",6,"sɔi","soi","","false","6","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10804",7,"numerals-assa1263-1-seven-1","numerals-assa1263-1","Chan2019","seven",7,"xat","xat","","false","7","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10805",8,"numerals-assa1263-1-eight-1","numerals-assa1263-1","Chan2019","eight",8,"ãtʰ","ath","","false","8","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10806",9,"numerals-assa1263-1-eight-2","numerals-assa1263-1","Chan2019","eight",8,"atʰ","ath","","false","8","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10807",10,"numerals-assa1263-1-nine-1","numerals-assa1263-1","Chan2019","nine",9,"nɔ","no","","false","9","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10808",11,"numerals-assa1263-1-nine-2","numerals-assa1263-1","Chan2019","nine",9,"nɔu","nou","","false","9","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10809",12,"numerals-assa1263-1-ten-1","numerals-assa1263-1","Chan2019","ten",10,"dɔh","doh","","false","10","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10810",13,"numerals-assa1263-1-ten-2","numerals-assa1263-1","Chan2019","ten",10,"dɔs","dos","","false","10","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10811",14,"numerals-assa1263-1-eleven-1","numerals-assa1263-1","Chan2019","eleven",11,"ɛgʰarɔ","egharo","","false","1+10′","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10812",15,"numerals-assa1263-1-twelve-1","numerals-assa1263-1","Chan2019","twelve",12,"barɔ","baro","","false","2′+10′","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
"10813",16,"numerals-assa1263-1-thirteen-1","numerals-assa1263-1","Chan2019","thirteen",13,"tɛrɔ","tero","","false","3+10′","","","IE082-numerals-assa1263-1.csv","KM_NK_RB"
