"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","FileName","Glosser"
"233","numerals-nobi1240-1-twelve-1","numerals-nobi1240-1","Chan2019","twelve","12","di˥me˥ u˥wwo˥","dimeuwwo",NA,"FALSE","10+2",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"234","numerals-nobi1240-1-thirteen-1","numerals-nobi1240-1","Chan2019","thirteen","13","di˥me˥ tu˥sko˥","dimetusko",NA,"FALSE","10+3",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"235","numerals-nobi1240-1-fourteen-1","numerals-nobi1240-1","Chan2019","fourteen","14","di˥me˥ ke˥mso˥","dimekemso",NA,"FALSE","10+4",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"236","numerals-nobi1240-1-fifteen-1","numerals-nobi1240-1","Chan2019","fifteen","15","di˥me˥ di˧dʒ","dimedidz",NA,"FALSE","10+5",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"237","numerals-nobi1240-1-sixteen-1","numerals-nobi1240-1","Chan2019","sixteen","16","di˥me˥ ɡo˥rdʒo˥","dimegordzo",NA,"FALSE","10+6",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"238","numerals-nobi1240-1-seventeen-1","numerals-nobi1240-1","Chan2019","seventeen","17","di˥me˥ ko˧lo˧d","dimekolod",NA,"FALSE","10+7",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"239","numerals-nobi1240-1-eighteen-1","numerals-nobi1240-1","Chan2019","eighteen","18","di˥me˥ i˥dwo˥","dimeidwo",NA,"FALSE","10+8",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"240","numerals-nobi1240-1-nineteen-1","numerals-nobi1240-1","Chan2019","nineteen","19","di˥me˥ o˧sko˧d","dimeoskod",NA,"FALSE","10+9",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"241","numerals-nobi1240-1-twenty-1","numerals-nobi1240-1","Chan2019","twenty","20","a˥roː˥","aro",NA,"FALSE","20",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"242","numerals-nobi1240-1-twentyone-1","numerals-nobi1240-1","Chan2019","twentyone","21","a˥roː˥ weː˥r","arower",NA,"FALSE","20+1",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"243","numerals-nobi1240-1-twentytwo-1","numerals-nobi1240-1","Chan2019","twentytwo","22","a˥roː˥ u˥wwo˥","arouwwo",NA,"FALSE","20+2",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"244","numerals-nobi1240-1-twentythree-1","numerals-nobi1240-1","Chan2019","twentythree","23","a˥roː˥ tu˥sko˥","arotusko",NA,"FALSE","20+3",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"245","numerals-nobi1240-1-twentyfour-1","numerals-nobi1240-1","Chan2019","twentyfour","24","a˥roː˥ ke˥mso˥","arokemso",NA,"FALSE","20+4",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"246","numerals-nobi1240-1-twentyfive-1","numerals-nobi1240-1","Chan2019","twentyfive","25","a˥roː˥ di˧dʒ","arodidz",NA,"FALSE","20+5",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"247","numerals-nobi1240-1-twentysix-1","numerals-nobi1240-1","Chan2019","twentysix","26","a˥roː˥ ɡo˥rdʒo˥","arogordzo",NA,"FALSE","20+6",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"248","numerals-nobi1240-1-twentyseven-1","numerals-nobi1240-1","Chan2019","twentyseven","27","a˥roː˥ ko˧lo˧d","arokolod",NA,"FALSE","20+7",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"249","numerals-nobi1240-1-twentyeight-1","numerals-nobi1240-1","Chan2019","twentyeight","28","a˥roː˥ i˥dwo˥","aroidwo",NA,"FALSE","20+8",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"250","numerals-nobi1240-1-twentynine-1","numerals-nobi1240-1","Chan2019","twentynine","29","a˥roː˥ o˧sko˧d","arooskod",NA,"FALSE","20+9",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"251","numerals-nobi1240-1-thirty-1","numerals-nobi1240-1","Chan2019","thirty","30","tu˥sko˥ndi˥","tuskondi",NA,"FALSE","3·10'",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"252","numerals-nobi1240-1-forty-1","numerals-nobi1240-1","Chan2019","forty","40","ke˥mso˥ndi˥","kemsondi",NA,"FALSE","4·10'",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"253","numerals-nobi1240-1-fifty-1","numerals-nobi1240-1","Chan2019","fifty","50","di˧dʒo˥ndi˥","didzondi",NA,"FALSE","5·10'",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"254","numerals-nobi1240-1-sixty-1","numerals-nobi1240-1","Chan2019","sixty","60","ɡo˥rdʒo˥ndi˥","gordzondi",NA,"FALSE","6·10'",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"255","numerals-nobi1240-1-seventy-1","numerals-nobi1240-1","Chan2019","seventy","70","ko˧lo˧do˥ndi˥","kolodondi",NA,"FALSE","7·10'",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"256","numerals-nobi1240-1-eighty-1","numerals-nobi1240-1","Chan2019","eighty","80","i˥dwo˥ndi˥","idwondi",NA,"FALSE","8·10'",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"257","numerals-nobi1240-1-ninety-1","numerals-nobi1240-1","Chan2019","ninety","90","o˧sko˧do˥ndi˥","oskodondi",NA,"FALSE","9·10'",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"258","numerals-nobi1240-1-hundred-1","numerals-nobi1240-1","Chan2019","hundred","100","i˥mi˥i","imii",NA,"FALSE","100",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"259","numerals-nobi1240-1-twohundred-1","numerals-nobi1240-1","Chan2019","twohundred","200","i˥mi˥i u˥wwo˥","imiiuwwo",NA,"FALSE","100·2",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"260","numerals-nobi1240-1-thousand-1","numerals-nobi1240-1","Chan2019","thousand","1000","du˧reː˧","dure",NA,"FALSE","1000",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"261","numerals-nobi1240-1-twothousand-1","numerals-nobi1240-1","Chan2019","twothousand","2000","du˧reː˧ u˥wwo˥","dureuwwo",NA,"FALSE","1000·2",NA,NA,"Decimal-Africa - numerals-nobi1240-1.csv","EK"
"262","numerals-nuuu1241-1-one-1","numerals-nuuu1241-1","Chan2019","one","1","ǁʰoe","hoe",NA,"FALSE","1",NA,NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"263","numerals-nuuu1241-1-one-2","numerals-nuuu1241-1","Chan2019","one","1","ǁʔoe","oe",NA,"FALSE","1",NA,NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"264","numerals-nuuu1241-1-one-3","numerals-nuuu1241-1","Chan2019","one","1","eːn","en",NA,"TRUE","1","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"265","numerals-nuuu1241-1-two-1","numerals-nuuu1241-1","Chan2019","two","2","ǃʰuu","huu",NA,"FALSE","2",NA,NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"266","numerals-nuuu1241-1-two-2","numerals-nuuu1241-1","Chan2019","two","2","ǃʔuu","uu",NA,"FALSE","2",NA,NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"267","numerals-nuuu1241-1-two-3","numerals-nuuu1241-1","Chan2019","two","2","tʷeː","twe",NA,"TRUE","2","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"268","numerals-nuuu1241-1-three-1","numerals-nuuu1241-1","Chan2019","three","3","nǃona","nona",NA,"FALSE","3",NA,NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"269","numerals-nuuu1241-1-three-2","numerals-nuuu1241-1","Chan2019","three","3","ŋǃona","ngona",NA,"FALSE","3",NA,NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"270","numerals-nuuu1241-1-three-3","numerals-nuuu1241-1","Chan2019","three","3","dri","dri",NA,"TRUE","3","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"271","numerals-nuuu1241-1-four-1","numerals-nuuu1241-1","Chan2019","four","4","fir","fir",NA,"TRUE","4","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"272","numerals-nuuu1241-1-five-1","numerals-nuuu1241-1","Chan2019","five","5","fəif","faif",NA,"TRUE","5","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"273","numerals-nuuu1241-1-six-1","numerals-nuuu1241-1","Chan2019","six","6","sɛs","ses",NA,"TRUE","6","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"274","numerals-nuuu1241-1-seven-1","numerals-nuuu1241-1","Chan2019","seven","7","seːvə","seva",NA,"TRUE","7","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"275","numerals-nuuu1241-1-eight-1","numerals-nuuu1241-1","Chan2019","eight","8","ax(t)","axt",NA,"TRUE","8","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"276","numerals-nuuu1241-1-nine-1","numerals-nuuu1241-1","Chan2019","nine","9","ˈneːxə","nexa",NA,"TRUE","9","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"277","numerals-nuuu1241-1-ten-1","numerals-nuuu1241-1","Chan2019","ten","10","tin","tin",NA,"TRUE","10","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"278","numerals-nuuu1241-1-eleven-1","numerals-nuuu1241-1","Chan2019","eleven","11","ɛlf","elf",NA,"TRUE","11","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"279","numerals-nuuu1241-1-twelve-1","numerals-nuuu1241-1","Chan2019","twelve","12","ˈtʷaˑlf","twalf",NA,"TRUE","12","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"280","numerals-nuuu1241-1-thirteen-1","numerals-nuuu1241-1","Chan2019","thirteen","13","ˈdɛrtin","dertin",NA,"TRUE","3+10","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"281","numerals-nuuu1241-1-fourteen-1","numerals-nuuu1241-1","Chan2019","fourteen","14","ˈfeːrtin","fertin",NA,"TRUE","4+10","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"282","numerals-nuuu1241-1-fifteen-1","numerals-nuuu1241-1","Chan2019","fifteen","15","ˈfəiftin","faiftin",NA,"TRUE","5+10","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"283","numerals-nuuu1241-1-sixteen-1","numerals-nuuu1241-1","Chan2019","sixteen","16","ˈsɛstin","sestin",NA,"TRUE","6+10","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"284","numerals-nuuu1241-1-seventeen-1","numerals-nuuu1241-1","Chan2019","seventeen","17","ˈseːvəntin","sevantin",NA,"TRUE","7+10","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"285","numerals-nuuu1241-1-eighteen-1","numerals-nuuu1241-1","Chan2019","eighteen","18","ˈaxtin","axtin",NA,"TRUE","8+10","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"286","numerals-nuuu1241-1-nineteen-1","numerals-nuuu1241-1","Chan2019","nineteen","19","ˈneːxəntin","nexantin",NA,"TRUE","9+10","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"287","numerals-nuuu1241-1-twenty-1","numerals-nuuu1241-1","Chan2019","twenty","20","ˈtʷəntəx","twantax",NA,"TRUE","2·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"288","numerals-nuuu1241-1-twentyone-1","numerals-nuuu1241-1","Chan2019","twentyone","21","ˈeːn ɛn ˌtʷəntəx","enentwantax",NA,"TRUE","1{AND}+2·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"289","numerals-nuuu1241-1-twentytwo-1","numerals-nuuu1241-1","Chan2019","twentytwo","22","ˈtʷeː ɛn ˌtʷəntəx","tweentwantax",NA,"TRUE","2{AND}+2·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"290","numerals-nuuu1241-1-twentythree-1","numerals-nuuu1241-1","Chan2019","twentythree","23","ˈdri ɛn ˌtʷəntəx","drientwantax",NA,"TRUE","3{AND}+2·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"291","numerals-nuuu1241-1-twentyfour-1","numerals-nuuu1241-1","Chan2019","twentyfour","24","ˈfir ɛn ˌtʷəntəx","firentwantax",NA,"TRUE","4{AND}+2·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"292","numerals-nuuu1241-1-twentyfive-1","numerals-nuuu1241-1","Chan2019","twentyfive","25","ˈfəif ɛn ˌtʷəntəx","faifentwantax",NA,"TRUE","5{AND}+2·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"293","numerals-nuuu1241-1-twentysix-1","numerals-nuuu1241-1","Chan2019","twentysix","26","ˈsɛs ɛn ˌtʷəntəx","sesentwantax",NA,"TRUE","6{AND}+2·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"294","numerals-nuuu1241-1-twentyseven-1","numerals-nuuu1241-1","Chan2019","twentyseven","27","ˈseːvə ɛn ˌtʷəntəx","sevaentwantax",NA,"TRUE","7{AND}+2·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"295","numerals-nuuu1241-1-twentyeight-1","numerals-nuuu1241-1","Chan2019","twentyeight","28","ˈax(t) ɛn ˌtʷəntəx","axtentwantax",NA,"TRUE","8{AND}+2·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"296","numerals-nuuu1241-1-twentynine-1","numerals-nuuu1241-1","Chan2019","twentynine","29","ˈneːxə ɛn ˌtʷəntəx","nexaentwantax",NA,"TRUE","9{AND}+2·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"297","numerals-nuuu1241-1-thirty-1","numerals-nuuu1241-1","Chan2019","thirty","30","ˈdɛrtəx","dertax",NA,"TRUE","3·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"298","numerals-nuuu1241-1-forty-1","numerals-nuuu1241-1","Chan2019","forty","40","ˈfeːrtəx","fertax",NA,"TRUE","4·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"299","numerals-nuuu1241-1-fifty-1","numerals-nuuu1241-1","Chan2019","fifty","50","ˈfəiftəx","faiftax",NA,"TRUE","5·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"300","numerals-nuuu1241-1-sixty-1","numerals-nuuu1241-1","Chan2019","sixty","60","ˈsɛkstəx","sekstax",NA,"TRUE","6·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"301","numerals-nuuu1241-1-seventy-1","numerals-nuuu1241-1","Chan2019","seventy","70","ˈsevəːntəx","sevantax",NA,"TRUE","7·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"302","numerals-nuuu1241-1-eighty-1","numerals-nuuu1241-1","Chan2019","eighty","80","ˈtaxtəx","taxtax",NA,"TRUE","8·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"303","numerals-nuuu1241-1-ninety-1","numerals-nuuu1241-1","Chan2019","ninety","90","ˈneːgəntəx","negantax",NA,"TRUE","9·10'","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"304","numerals-nuuu1241-1-hundred-1","numerals-nuuu1241-1","Chan2019","hundred","100","ˈhɔndərt","hondart",NA,"TRUE","100","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"305","numerals-nuuu1241-1-twohundred-1","numerals-nuuu1241-1","Chan2019","twohundred","200","ˈtʷeːˌhɔndərt","twehondart",NA,"TRUE","2·100","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"306","numerals-nuuu1241-1-thousand-1","numerals-nuuu1241-1","Chan2019","thousand","1000","ˈdœysənt","doeysant",NA,"TRUE","1000","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"307","numerals-nuuu1241-1-twothousand-1","numerals-nuuu1241-1","Chan2019","twothousand","2000","ˈtʷeːdœysənt","twedoeysant",NA,"TRUE","2·1000","Borrowed from Afrikaans",NA,"Decimal-Africa - numerals-nuuu1241-1.csv","EK"
"308","numerals-tega1236-1-one-1","numerals-tega1236-1","Chan2019","one","1","m̪t̪a","mta","","FALSE","1",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"309","numerals-tega1236-1-two-1","numerals-tega1236-1","Chan2019","two","2","rəkkʊ","rakku","","FALSE","2",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"310","numerals-tega1236-1-two-2","numerals-tega1236-1","Chan2019","two","2","rʊkkʊ","rukku","","FALSE","2",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"311","numerals-tega1236-1-three-1","numerals-tega1236-1","Chan2019","three","3","d̪akt̪a","dakta","","FALSE","3",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"312","numerals-tega1236-1-three-2","numerals-tega1236-1","Chan2019","three","3","d̪at̪t̪a","datta","","FALSE","3",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"313","numerals-tega1236-1-four-1","numerals-tega1236-1","Chan2019","four","4","aːrəm","aram","","FALSE","4",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"314","numerals-tega1236-1-five-1","numerals-tega1236-1","Chan2019","five","5","ʊmmə","umma","","FALSE","5",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"315","numerals-tega1236-1-six-1","numerals-tega1236-1","Chan2019","six","6","ɲeˑɽe","nere","","FALSE","6",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"316","numerals-tega1236-1-seven-1","numerals-tega1236-1","Chan2019","seven","7","ʊmmərkʊ","ummarku","","FALSE","7",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"317","numerals-tega1236-1-eight-1","numerals-tega1236-1","Chan2019","eight","8","duˑpˑa","dupa","","FALSE","8",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"318","numerals-tega1236-1-nine-1","numerals-tega1236-1","Chan2019","nine","9","fəŋɪsan","fangisan","","FALSE","9","It looks like a subtractive form, but I cannot assure this","10-1","Decimal-Africa - numerals-tega1236-1.csv","EK"
"319","numerals-tega1236-1-ten-1","numerals-tega1236-1","Chan2019","ten","10","fəŋən","fangan","","FALSE","10",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"320","numerals-tega1236-1-eleven-1","numerals-tega1236-1","Chan2019","eleven","11","fəŋən mə m̪t̪a","fanganmamta","","FALSE","10{LIG}+1",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"321","numerals-tega1236-1-twelve-1","numerals-tega1236-1","Chan2019","twelve","12","fəŋən mə rəkkʊ","fanganmarakku","","FALSE","10{LIG}+2",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"322","numerals-tega1236-1-thirteen-1","numerals-tega1236-1","Chan2019","thirteen","13","fəŋən mə d̪akt̪a","fanganmadakta","","FALSE","10{LIG}+3",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"323","numerals-tega1236-1-fourteen-1","numerals-tega1236-1","Chan2019","fourteen","14","fəŋən mə aːrəm","fanganmaaram","","FALSE","10{LIG}+4",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"324","numerals-tega1236-1-fifteen-1","numerals-tega1236-1","Chan2019","fifteen","15","fəŋən mə ʊmmə","fanganmaumma","","FALSE","10{LIG}+5",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"325","numerals-tega1236-1-sixteen-1","numerals-tega1236-1","Chan2019","sixteen","16","fəŋən mə ɲeˑɽe","fanganmanere","","FALSE","10{LIG}+6",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"326","numerals-tega1236-1-seventeen-1","numerals-tega1236-1","Chan2019","seventeen","17","fəŋən mə ʊmmərkʊ","fanganmaummarku","","FALSE","10{LIG}+7",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"327","numerals-tega1236-1-eighteen-1","numerals-tega1236-1","Chan2019","eighteen","18","fəŋən mə duˑpˑa","fanganmadupa","","FALSE","10{LIG}+8",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"328","numerals-tega1236-1-nineteen-1","numerals-tega1236-1","Chan2019","nineteen","19","fəŋən mə fəŋɪsan","fanganmafangisan","","FALSE","10{LIG}+9",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"329","numerals-tega1236-1-twenty-1","numerals-tega1236-1","Chan2019","twenty","20","fəŋən mə fəŋən","fanganmafangan","( 10 + 10 )","FALSE","10{LIG}+10",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"330","numerals-tega1236-1-twentyone-1","numerals-tega1236-1","Chan2019","twentyone","21","fəŋəndən rəkkʊ mə m̪t̪a","fangandanrakkumamta","","FALSE","10{?}·2{LIG}+1",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"331","numerals-tega1236-1-twentytwo-1","numerals-tega1236-1","Chan2019","twentytwo","22","fəŋəndən rəkkʊ mə rəkkʊ","fangandanrakkumarakku","","FALSE","10{?}·2{LIG}+2",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"332","numerals-tega1236-1-twentythree-1","numerals-tega1236-1","Chan2019","twentythree","23","fəŋəndən rəkkʊ mə d̪akt̪a","fangandanrakkumadakta","","FALSE","10{?}·2{LIG}+3",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"333","numerals-tega1236-1-twentyfour-1","numerals-tega1236-1","Chan2019","twentyfour","24","fəŋəndən rəkkʊ mə aːrəm","fangandanrakkumaaram","","FALSE","10{?}·2{LIG}+4",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"334","numerals-tega1236-1-twentyfive-1","numerals-tega1236-1","Chan2019","twentyfive","25","fəŋəndən rəkkʊ mə ʊmmə","fangandanrakkumaumma","","FALSE","10{?}·2{LIG}+5",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"335","numerals-tega1236-1-twentysix-1","numerals-tega1236-1","Chan2019","twentysix","26","fəŋəndən rəkkʊ mə ɲeˑɽe","fangandanrakkumanere","","FALSE","10{?}·2{LIG}+6",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"336","numerals-tega1236-1-twentyseven-1","numerals-tega1236-1","Chan2019","twentyseven","27","fəŋəndən rəkkʊ mə ʊmmərkʊ","fangandanrakkumaummarku","","FALSE","10{?}·2{LIG}+7",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"337","numerals-tega1236-1-twentyeight-1","numerals-tega1236-1","Chan2019","twentyeight","28","fəŋəndən rəkkʊ mə duˑpˑa","fangandanrakkumadupa","","FALSE","10{?}·2{LIG}+8",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"338","numerals-tega1236-1-twentynine-1","numerals-tega1236-1","Chan2019","twentynine","29","fəŋəndən rəkkʊ mə fəŋɪsan","fangandanrakkumafangisan","","FALSE","10{?}·2{LIG}+9",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"339","numerals-tega1236-1-thirty-1","numerals-tega1236-1","Chan2019","thirty","30","fəŋəndən d̪akt̪a","fangandandakta","","FALSE","10{?}·3",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"340","numerals-tega1236-1-forty-1","numerals-tega1236-1","Chan2019","forty","40","fəŋəndən aːrəm","fangandanaram","","FALSE","10{?}·4",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"341","numerals-tega1236-1-fifty-1","numerals-tega1236-1","Chan2019","fifty","50","fəŋəndən ʊmmə","fangandanumma","","FALSE","10{?}·5",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"342","numerals-tega1236-1-sixty-1","numerals-tega1236-1","Chan2019","sixty","60","fəŋəndən ɲeˑɽe","fangandannere","","FALSE","10{?}·6",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"343","numerals-tega1236-1-seventy-1","numerals-tega1236-1","Chan2019","seventy","70","fəŋəndən ʊmmərkʊ","fangandanummarku","","FALSE","10{?}·7",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"344","numerals-tega1236-1-eighty-1","numerals-tega1236-1","Chan2019","eighty","80","fəŋəndən duˑpˑa","fangandandupa","","FALSE","10{?}·8",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"345","numerals-tega1236-1-ninety-1","numerals-tega1236-1","Chan2019","ninety","90","fəŋəndən fəŋɪsan","fangandanfangisan","","FALSE","10{?}·9",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"346","numerals-tega1236-1-hundred-1","numerals-tega1236-1","Chan2019","hundred","100","fəŋəndən fəŋən","fangandanfangan","( 10 x 10 )","FALSE","10{?}·10",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"347","numerals-tega1236-1-twohundred-1","numerals-tega1236-1","Chan2019","twohundred","200","fəŋəndən fəŋəndən rəkkʊ","fangandanfangandanrakku","(10x10x 2)","FALSE","10{?}·10{?}·2",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"348","numerals-tega1236-1-thousand-1","numerals-tega1236-1","Chan2019","thousand","1000","fəŋəndən fəŋəndən fəŋən","fangandanfangandanfangan","","FALSE","10{?}·10{?}·10",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"349","numerals-tega1236-1-twothousand-1","numerals-tega1236-1","Chan2019","twothousand","2000","fəŋəndən fəŋəndən fəŋəndən rəkkʊ","fangandanfangandanfangandanrakku","","FALSE","10{?}·10{?}·10{?}·2",NA,NA,"Decimal-Africa - numerals-tega1236-1.csv","EK"
"350","numerals-furr1244-1-one-1","numerals-furr1244-1","Chan2019","one","1","díík","diik","","false","1",NA,NA,"numerals-furr1244-1.csv","NK"
