enock,Africa,Glottocode,Language-level Glottocode,Glottolog 5.3 Classification
kisi1243.csv,Africa187-AtlanticCongo-numerals-kisi1243-1.csv,kisi1243,kisi1243,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Southern Tanzania Highlands Bantu, Kisi-Pangwa, Kisi"
numerals-pang1287-1.csv,Africa188-AtlanticCongo-numerals-pang1287-1.csv,pang1287,pang1287,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Southern Tanzania Highlands Bantu, Kisi-Pangwa, Pangwa"
numerals-nucl1379-1.csv,Africa189-AtlanticCongo-numerals-nucl1379-1.csv,nucl1379,nucl1379,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Southern Tanzania Highlands Bantu, Kinga-Magoma, Kinga"
numerals-vwan1235-1.csv,Africa190-AtlanticCongo-numerals-vwan1235-1.csv,vwan1235,vwan1235,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Southern Tanzania Highlands Bantu, Wanji-Sangu, Vwanji"
numerals-mand1423-1.csv,Africa191-AtlanticCongo-numerals-mand1423-1.csv,mand1423,mand1423,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Southern Tanzania Highlands Bantu, Manda-Ngoni, Manda-Matumba"
chuk1274.csv,Africa192-AtlanticCongo-numerals-chuk1274-1.csv,chuk1274,chuk1274,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Central Kenya Bantu, Eastern Kirinyaga, Chuka"
numerals-thar1283-1.csv,Africa193-AtlanticCongo-numerals-thar1283-1.csv,thar1283,thar1283,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Central Kenya Bantu, Eastern Kirinyaga, Northern Kirinyaga, Tharaka"
numerals-meru1245-1.csv,Africa194-AtlanticCongo-numerals-meru1245-1.csv,meru1245,meru1245,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Central Kenya Bantu, Eastern Kirinyaga, Northern Kirinyaga, Nithi-Meru, Meru"
numerals-kamb1297-1.csv,Africa195-AtlanticCongo-numerals-kamb1297-1.csv,kamb1297,kamb1297,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Central Kenya Bantu, Kamba-Dhaisu, Kamba (Kenya)"
numerals-embu1241-1.csv,Africa196-AtlanticCongo-numerals-embu1241-1.csv,embu1241,embu1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Central Kenya Bantu, Embu"
numerals-kiku1240-1.csv,Africa197-AtlanticCongo-numerals-kiku1240-1.csv,kiku1240,kiku1240,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Central Kenya Bantu, Gikuyu-Temi, Kikuyu"
numerals-temi1247-1.csv,Africa198-AtlanticCongo-numerals-temi1247-1.csv,temi1247,temi1247,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Central Kenya Bantu, Gikuyu-Temi, Temi"
numerals-gwen1239-1.csv,Africa199-AtlanticCongo-numerals-gwen1239-1.csv,gwen1239,gwen1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Kilimanjaro-Taita, Kilimanjaro Bantu, Gweno"
numerals-moch1256-1.csv,Africa200-AtlanticCongo-numerals-moch1256-1.csv,moch1256,moch1256,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Kilimanjaro-Taita, Kilimanjaro Bantu, Chaga, Central Kilimanjaro, Mochi"
numerals-vunj1238-1.csv,Africa201-AtlanticCongo-numerals-vunj1238-1.csv,vunj1238,vunj1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Kilimanjaro-Taita, Kilimanjaro Bantu, Chaga, Central Kilimanjaro, Vunjo"
mach1266.csv,Africa202-AtlanticCongo-numerals-mach1266-1.csv,mach1266,mach1266,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Kilimanjaro-Taita, Kilimanjaro Bantu, Chaga, West Kilimanjaro, Machame"
numerals-rwaa1238-1.csv,Africa203-AtlanticCongo-numerals-rwaa1238-1.csv,rwaa1238,rwaa1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Kilimanjaro-Taita, Kilimanjaro Bantu, Chaga, West Kilimanjaro, Rwa"
numerals-tait1250-1.csv,Africa204-AtlanticCongo-numerals-tait1250-1.csv,tait1250,tait1250,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Kilimanjaro-Taita, Taita-Sagalla, Taita"
numerals-bend1258-1.csv,Africa205-AtlanticCongo-numerals-bend1258-2.csv,bend1258,bend1258,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Unclassified Northeast Savanna Bantu, Bende-Tongwe, Bende"
buku1249.csv,Africa206-AtlanticCongo-numerals-buku1249-1.csv,buku1249,buku1249,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Luyia, Saamia-Wanga-Bukusu, Northern Luyia, Bukusu"
numerals-masa1299-1.csv,Africa207-AtlanticCongo-numerals-masa1299-1.csv,masa1299,masa1299,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Luyia, Saamia-Wanga-Bukusu, Northern Luyia, Masaaba"
nyor1244.csv,Africa208-AtlanticCongo-numerals-nyor1244-1.csv,nyor1244,nyor1244,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Luyia, Saamia-Wanga-Bukusu, Saamia-Wanga, Central-Eastern Luyia, Nyore"
numerals-saam1283-1.csv,Africa209-AtlanticCongo-numerals-saam1283-1.csv,saam1283,saam1283,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Luyia, Saamia-Wanga-Bukusu, Saamia-Wanga, Western Luyia, Saamiaic, Saamia"
nyol1238.csv,Africa210-AtlanticCongo-numerals-nyol1238-1.csv,nyol1238,nyol1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Luyia, Saamia-Wanga-Bukusu, Saamia-Wanga, Western Luyia, Saamiaic, Nyole"
idak1243.csv,Africa211-AtlanticCongo-numerals-idak1243-1.csv,idak1243,idak1243,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Luyia, Idakho-Isukha-Tiriki"
numerals-logo1258-1.csv,Africa212-AtlanticCongo-numerals-logo1258-1.csv,logo1258,logo1258,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Greater Luyia, Logooli"
chig1238.csv,Africa213-AtlanticCongo-numerals-chig1238-1.csv,chig1238,chig1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, North Rutara, Nkore-Kiga-Nyoro-Tooro, Nkore-Kiga, Chiga"
numerals-nyan1307-1.csv,Africa214-AtlanticCongo-numerals-nyan1307-1.csv,nyan1307,nyan1307,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, North Rutara, Nkore-Kiga-Nyoro-Tooro, Nkore-Kiga, Nyankole"
numerals-nyor1246-1.csv,Africa215-AtlanticCongo-numerals-nyor1246-1.csv,nyor1246,nyor1246,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, North Rutara, Nkore-Kiga-Nyoro-Tooro, Nyoro-Tooro, Nyoro"
numerals-toor1238-1.csv,Africa216-AtlanticCongo-numerals-toor1238-1.csv,toor1238,toor1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, North Rutara, Nkore-Kiga-Nyoro-Tooro, Nyoro-Tooro, Tooro"
hema1238.csv,Africa217-AtlanticCongo-numerals-hema1238-1.csv,hema1238,hema1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, North Rutara, Hema"
numerals-tali1258-1.csv,Africa218-AtlanticCongo-numerals-tali1258-1.csv,tali1258,tali1258,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, North Rutara, Talinga-Bwisi"
numerals-haya1250-1.csv,Africa219-AtlanticCongo-numerals-haya1250-1.csv,haya1250,haya1250,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, South Rutara, Haya"
numerals-nyam1277-1.csv,Africa220-AtlanticCongo-numerals-nyam1277-1.csv,nyam1277,nyam1277,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, South Rutara, Nyambo"
numerals-zinz1238-1.csv,Africa221-AtlanticCongo-numerals-zinz1238-1.csv,zinz1238,zinz1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, Zinza"
numerals-kere1283-1.csv,Africa222-AtlanticCongo-numerals-kere1283-1.csv,kere1283,kere1283,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, Rutara, Kerewe"
numerals-gand1255-1.csv,Africa223-AtlanticCongo-numerals-gand1255-1.csv,gand1255,gand1255,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, North Nyanza, Ganda"
numerals-soga1242-1.csv,Africa224-AtlanticCongo-numerals-soga1242-1.csv,soga1242,soga1242,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, North Nyanza, South Kyoga, Soga-Kenyi, Soga"
gwer1238.csv,Africa225-AtlanticCongo-numerals-gwer1238-1.csv,gwer1238,gwer1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, West Nyanza, North Nyanza, South Kyoga, East Kyoga, Gwere"
gung1250.csv,Africa226-AtlanticCongo-numerals-gung1250-1.csv,gung1250,gung1250,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Gungu"
numerals-gusi1247-1.csv,Africa227-AtlanticCongo-numerals-gusi1247-1.csv,gusi1247,gusi1247,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, North Mara, Gusii"
numerals-kuri1259-1.csv,Africa228-AtlanticCongo-numerals-kuri1259-1.csv,kuri1259,kuri1259,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, North Mara, Kuriaic, Kuria"
numerals-suba1252-1.csv,Africa229-AtlanticCongo-numerals-suba1252-1.csv,suba1252,suba1252,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, North Mara, Kuriaic, Suba-Simbiti"
numerals-suba1238-1.csv,Africa230-AtlanticCongo-numerals-suba1238-1.csv,suba1238,suba1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, North Mara, Suba"
kabw1241.csv,Africa231-AtlanticCongo-numerals-kabw1241-1.csv,kabw1241,kabw1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, North Mara, Unclassified North Mara, Kabwa"
numerals-siza1240-1.csv,Africa232-AtlanticCongo-numerals-siza1240-1.csv,siza1240,ikiz1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, South Mara, Southwest Mara, Ikizu"
numerals-zana1238-1.csv,Africa233-AtlanticCongo-numerals-zana1238-1.csv,zana1238,zana1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, South Mara, Southwest Mara, Zanaki"
numerals-ikom1245-1.csv,Africa234-AtlanticCongo-numerals-ikom1245-1.csv,ikom1245,ikom1245,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, South Mara, Western Serengeti, Southeast Mara, Ikoma-Nata"
numerals-ngur1263-1.csv,Africa235-AtlanticCongo-numerals-ngur1263-1.csv,ngur1263,ngur1263,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, South Mara, Western Serengeti, Ngoreme"
numerals-jita1239-1.csv,Africa236-AtlanticCongo-numerals-jita1239-1.csv,jita1239,jita1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Suguti, Jita"
numerals-kara1481-1.csv,Africa237-AtlanticCongo-numerals-kara1481-1.csv,kara1481,kara1481,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Suguti, Kara (Tanzania)"
kway1241.csv,Africa238-AtlanticCongo-numerals-kway1241-1.csv,kway1241,kway1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Suguti, Kwaya"
fuli1240.csv,Africa239-AtlanticCongo-numerals-fuli1240-1.csv,fuli1240,fuli1240,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Western Lakes Bantu, Kivu, Forest Kivu, Fuliiric, Fuliiru-Vira, Fuliiru"
numerals-shii1238-1.csv,Africa240-AtlanticCongo-numerals-shii1238-1.csv,shii1238,shii1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Western Lakes Bantu, Kivu, Forest Kivu, Shi"
numerals-temb1270-1.csv,Africa241-AtlanticCongo-numerals-temb1270-1.csv,temb1270,temb1270,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Western Lakes Bantu, Kivu, Forest Kivu, Tembo (Kitembo)"
numerals-haaa1252-1.csv,Africa242-AtlanticCongo-numerals-haaa1252-1.csv,haaa1252,haaa1252,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Western Lakes Bantu, Kivu, West Highlands Kivu, Rundic, Ha"
numerals-rund1242-1.csv,Africa243-AtlanticCongo-numerals-rund1242-1.csv,rund1242,rund1242,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Western Lakes Bantu, Kivu, West Highlands Kivu, Rundic, Rundi"
kiny1244.csv,Africa244-AtlanticCongo-numerals-kiny1244-1.csv,kiny1244,kiny1244,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Western Lakes Bantu, Kivu, West Highlands Kivu, Kinyarwanda"
nand1264.csv,Africa245-AtlanticCongo-numerals-nand1264-1.csv,nand1264,nand1264,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Western Lakes Bantu, Rwenzori, Nande"
numerals-nyam1276-1.csv,Africa246-AtlanticCongo-numerals-nyam1276-1.csv,nyam1276,nyam1276,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Sukuma-Nyamwezi (F.20), Nyamwezic, Nyamwezi"
numerals-suku1261-1.csv,Africa247-AtlanticCongo-numerals-suku1261-1.csv,suku1261,suku1261,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Sukuma-Nyamwezi (F.20), Nyamwezic, Sukuma"
kono1265.csv,Africa248-AtlanticCongo-numerals-kono1265-1.csv,kono1265,kono1265,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Sukuma-Nyamwezi (F.20), Nyamwezic, Konongo-Ruwila"
numerals-bemb1257-1.csv,Africa249-AtlanticCongo-numerals-bemb1257-1.csv,bemb1257,bemb1257,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sabi, Malungu-Central Sabi, Central Sabi, Bemba (M.40), Bemba (Zambia)"
numerals-lala1264-1.csv,Africa250-AtlanticCongo-numerals-lala1264-1.csv,lala1264,lala1264,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sabi, Malungu-Central Sabi, Central Sabi, Bisa-Lamba (M.50), Lala-Bisa"
taab1238.csv,Africa251-AtlanticCongo-numerals-taab1238-1.csv,taab1238,taab1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sabi, Malungu-Central Sabi, Taabwa"
nsen1242.csv,Africa252-AtlanticCongo-numerals-nsen1242-1.csv,nsen1242,nsen1242,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sabi, Nsenga"
numerals-pimb1238-1.csv,Africa253-AtlanticCongo-numerals-pimb1238-1.csv,pimb1238,pimb1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu, Mbozi, Mwika, Pimbwe"
numerals-fipa1238-1.csv,Africa254-AtlanticCongo-numerals-fipa1238-1.csv,fipa1238,fipa1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu, Mbozi, Mwika, Fipaic, Fipa"
numerals-mamb1296-1.csv,Africa255-AtlanticCongo-numerals-mamb1296-1.csv,mamb1296,mamb1296,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu, Mbozi, Mwika, Fipaic, Maluwawaru, Mambwe-Lungu"
nyam1275.csv,Africa256-AtlanticCongo-numerals-nyam1275-1.csv,nyam1275,nyam1275,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu, Mbozi, Mwika, Fipaic, Maluwawaru, Nyamwanga"
numerals-mali1279-1.csv,Africa257-AtlanticCongo-numerals-mali1279-1.csv,mali1279,mali1279,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu, Mbozi, Mbeya, Malila"
numerals-ndal1241-1.csv,Africa258-AtlanticCongo-numerals-ndal1241-1.csv,ndal1241,ndal1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu, Nyakyusa-Ndali, Ndali"
numerals-nyak1260-1.csv,Africa259-AtlanticCongo-numerals-nyak1260-1.csv,nyak1260,nyak1260,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Corridor Bantu, Nyakyusa-Ndali, Nyakyusa-Ngonde"
numerals-nyat1246-1.csv,Africa260-AtlanticCongo-numerals-nyat1246-1.csv,nyat1246,nyat1246,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Nyaturu-Nilamba, Nyaturu"
numerals-nila1242-1.csv,Africa261-AtlanticCongo-numerals-nila1242-1.csv,nila1242,nila1242,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Nyaturu-Nilamba, Nilamba"
numerals-yaoo1241-1.csv,Africa262-AtlanticCongo-numerals-yaoo1241-1.csv,yaoo1241,yaoo1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Rufiji-Ruvuma, Ruvuma, Yaoic, Yao"
numerals-mako1251-1.csv,Africa263-AtlanticCongo-numerals-mako1251-1.csv,mako1251,mako1251,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Rufiji-Ruvuma, Ruvuma, Makondic, Makonde"
makw1236.csv,Africa264-AtlanticCongo-numerals-makw1236-1.csv,makw1236,makw1236,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Rufiji-Ruvuma, Ruvuma, Makondic, Makwe"
numerals-mate1258-1.csv,Africa265-AtlanticCongo-numerals-mate1258-1.csv,mate1258,mate1258,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Rufiji-Ruvuma, Rufijic, Matengo-Rufiji, South Mbinda, Matengo"
numerals-nden1248-1.csv,Africa266-AtlanticCongo-numerals-nden1248-1.csv,nden1248,nden1248,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Rufiji-Ruvuma, Rufijic, Matengo-Rufiji, Matandu, Ndengereko"
nden1249.csv,Africa267-AtlanticCongo-numerals-nden1249-1.csv,nden1249,nden1249,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Rufiji-Ruvuma, Rufijic, Lwegu, Ndendeule-Ngindo-Nindi, Ndendeule"
nyun1248.csv,Africa268-AtlanticCongo-numerals-nyun1248-1.csv,nyun1248,nyun1248,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Tumbuka-Sena-Nyanja, Sena-Nyanja, Senaic, Nyungweic, Nyungwe"
numerals-kund1255-1.csv,Africa269-AtlanticCongo-numerals-kund1255-1.csv,kund1255,kund1255,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Tumbuka-Sena-Nyanja, Sena-Nyanja, Chikunda"
numerals-nyan1308-1.csv,Africa270-AtlanticCongo-numerals-nyan1308-1.csv,nyan1308,nyan1308,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Tumbuka-Sena-Nyanja, Sena-Nyanja, Nyanjaic, Nyanja"
numerals-tong1321-1.csv,Africa271-AtlanticCongo-numerals-tong1321-1.csv,tong1321,tong1321,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Tumbuka-Sena-Nyanja, Tumbukic, Tonga (Nyasa)"
numerals-tumb1250-1_edited.csv,Africa272-AtlanticCongo-numerals-tumb1250-1.csv,tumb1250,tumb1250,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Tumbuka-Sena-Nyanja, Tumbukic, Tumbuka"
chuw1238.csv,Africa273-AtlanticCongo-numerals-chuw1238-1.csv,chuw1238,chuw1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, North Mozambique Bantu, Chuwaboic, Chuwabo-Maindo, Chuwabu"
makh1262.csv,Africa274-AtlanticCongo-numerals-makh1262-1.csv,makh1262,makh1262,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, North Mozambique Bantu, Makua-Lomwe, Makhuwa-Marrevone"
