"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc","Math.well.defined","Math.check","Does.math.work"
"111","digo1243-1-60-2","digo1243-1",NA,"sixty","60","miɾɔŋɡɔ mindahe","miɾɔŋɡɔ mindahe",NA,"FALSE","{CL′}10″+{CL′}6",NA,"10·6","EAT","10″+6","10+6","10+6",1,16,FALSE
"112","digo1243-1-70-2","digo1243-1",NA,"seventy","70","miɾɔŋɡɔ sabaa","miɾɔŋɡɔ sabaa",NA,"FALSE","{CL′}10″+7",NA,"10·7","EAT","10″+7","10+7","10+7",1,17,FALSE
"113","digo1243-1-80-2","digo1243-1",NA,"eighty","80","miɾɔŋɡɔ minanɛ","miɾɔŋɡɔ minanɛ",NA,"FALSE","{CL′}10″+{CL′}4′+4",NA,"10·(x4)","EAT","10″+4′+4","10+4+4","10+4+4",1,18,FALSE
"114","digo1243-1-90-2","digo1243-1",NA,"ninety","90","miɾɔŋɡɔ tisa","miɾɔŋɡɔ tisa",NA,"FALSE","{CL′}10″+9",NA,"10·9","EAT","10″+9","10+9","10+9",1,19,FALSE
"115","digo1243-1-200-2","digo1243-1",NA,"two hundred","200","maɡana maiɾi","maɡana maiɾi",NA,"FALSE","{PLU}100+{PLU}2",NA,"100·2","EAT","100+2","100+2","100+2",1,102,FALSE
"116","digo1243-1-200-1","digo1243-1",NA,"two hundred","200","mija mbiɾi","mija mbiɾi",NA,"FALSE","{CL′}100+2′",NA,"100·2","EAT","100+2′","100+2","100+2",1,102,FALSE
"117","duma1253-1-20-1","duma1253-1",NA,"twenty","20","ma-ku m-ɔɔlɛ","ma-ku m-ɔɔlɛ",NA,"FALSE","{CL″}10′+{+}{CL″}2",NA,NA,"EAT","10′+2","10+2","10+2",1,12,FALSE
"118","duma1253-1-21-1","duma1253-1",NA,"twenty-one","21","ma-ku m-ɔɔlɛ na -mɔ","ma-ku m-ɔɔlɛ na -mɔ",NA,"FALSE","({CL″}10′+{+}{CL″}2)+{+}1",NA,NA,"EAT","(10′+2)+1","(10+2)+1","abs(10+2)+1",1,13,FALSE
"119","duma1253-1-22-1","duma1253-1",NA,"twenty-two","22","ma-ku m-ɔɔlɛ na -ɔɔlɛ","ma-ku m-ɔɔlɛ na -ɔɔlɛ",NA,"FALSE","({CL″}10′+{+}{CL″}2)+{+}2",NA,NA,"EAT","(10′+2)+2","(10+2)+2","abs(10+2)+2",1,14,FALSE
"120","duma1253-1-23-1","duma1253-1",NA,"twenty-three","23","ma-ku m-ɔɔlɛ na -tatu","ma-ku m-ɔɔlɛ na -tatu",NA,"FALSE","({CL″}10′+{+}{CL″}2)+{+}3",NA,NA,"EAT","(10′+2)+3","(10+2)+3","abs(10+2)+3",1,15,FALSE
"121","duma1253-1-24-1","duma1253-1",NA,"twenty-four","24","ma-ku m-ɔɔlɛ na -na","ma-ku m-ɔɔlɛ na -na",NA,"FALSE","({CL″}10′+{+}{CL″}2)+{+}4",NA,NA,"EAT","(10′+2)+4","(10+2)+4","abs(10+2)+4",1,16,FALSE
"122","duma1253-1-25-1","duma1253-1",NA,"twenty-five","25","ma-ku m-ɔɔlɛ na -taanu","ma-ku m-ɔɔlɛ na -taanu",NA,"FALSE","({CL″}10′+{+}{CL″}2)+{+}5",NA,NA,"EAT","(10′+2)+5","(10+2)+5","abs(10+2)+5",1,17,FALSE
"123","duma1253-1-26-1","duma1253-1",NA,"twenty-six","26","ma-ku m-ɔɔlɛ na -samunu","ma-ku m-ɔɔlɛ na -samunu",NA,"FALSE","({CL″}10′+{+}{CL″}2)+{+}6",NA,"({CL”}10’+{+}{CL”}2)+{+}5’+1’","EAT","(10′+2)+6","(10+2)+6","abs(10+2)+6",1,18,FALSE
"124","duma1253-1-27-1","duma1253-1",NA,"twenty-seven","27","ma-ku m-ɔɔlɛ na t͡saambu","ma-ku m-ɔɔlɛ na t͡saambu",NA,"FALSE","({CL″}10′+{+}{CL″}2)+{+}7",NA,"({CL”}10’+{+}{CL”}2)+{+}5”+2’","EAT","(10′+2)+7","(10+2)+7","abs(10+2)+7",1,19,FALSE
"125","duma1253-1-27-1","duma1253-1",NA,"twenty-seven","27","ma-ku m-ɔɔlɛ na t͡saambu","ma-ku m-ɔɔlɛ na t͡saambu",NA,"FALSE","({CL″}10′+{+}{CL″}2)+{+}7","form for 7 likely derived",NA,"EAT","(10′+2)+7","(10+2)+7","abs(10+2)+7",1,19,FALSE
"126","duma1253-1-28-1","duma1253-1",NA,"twenty-eight","28","ma-ku m-ɔɔlɛ na pwɔmbɔ","ma-ku m-ɔɔlɛ na pwɔmbɔ",NA,"FALSE","({CL″}10′+{+}{CL″}2)+{+}8",NA,NA,"EAT","(10′+2)+8","(10+2)+8","abs(10+2)+8",1,20,FALSE
"127","duma1253-1-29-1","duma1253-1",NA,"twenty-nine","29","ma-ku m-ɔɔlɛ na li-bwa","ma-ku m-ɔɔlɛ na li-bwa",NA,"FALSE","({CL″}10′+{+}{CL″}2)+{+}{CL?}9",NA,NA,"EAT","(10′+2)+9","(10+2)+9","abs(10+2)+9",1,21,FALSE
"128","duma1253-1-30-1","duma1253-1",NA,"thirty","30","ma-ku ma-saatu","ma-ku ma-saatu",NA,"FALSE","{CL″}10′+{CL″}3",NA,NA,"EAT","10′+3","10+3","10+3",1,13,FALSE
"129","duma1253-1-40-1","duma1253-1",NA,"forty","40","ma-ku ma-nayi","ma-ku ma-nayi",NA,"FALSE","{CL″}10′+{CL″}4",NA,NA,"EAT","10′+4","10+4","10+4",1,14,FALSE
"130","duma1253-1-50-1","duma1253-1",NA,"fifty","50","ma-ku ma-taani","ma-ku ma-taani",NA,"FALSE","{CL″}10′+{CL″}5",NA,NA,"EAT","10′+5","10+5","10+5",1,15,FALSE
"131","duma1253-1-60-1","duma1253-1",NA,"sixty","60","ma-ku ma-samunu","ma-ku ma-samunu",NA,"FALSE","{CL″}10′+{CL″}6",NA,"{CL”}10’+{CL”}5’+1'","EAT","10′+6","10+6","10+6",1,16,FALSE
"132","duma1253-1-70-1","duma1253-1",NA,"seventy","70","ma-ku t͡saambu","ma-ku t͡saambu",NA,"FALSE","{CL″}10′+7",NA,"{CL”}10’+{CL”}5”+1”","EAT","10′+7","10+7","10+7",1,17,FALSE
"133","duma1253-1-80-1","duma1253-1",NA,"eighty","80","ma-ku pwɔmbɔ","ma-ku pwɔmbɔ",NA,"FALSE","{CL″}10′+8",NA,NA,"EAT","10′+8","10+8","10+8",1,18,FALSE
"134","duma1253-1-90-1","duma1253-1",NA,"ninety","90","ma-ku li-bwa","ma-ku li-bwa",NA,"FALSE","{CL″}10′+{CL?}9",NA,NA,"EAT","10′+9","10+9","10+9",1,19,FALSE
"135","duma1253-1-200-1","duma1253-1",NA,"two hundred","200","mi-kama my-ɔɔlɛ","mi-kama my-ɔɔlɛ",NA,"FALSE","{CL‴}100⋅{CL‴}100",NA,NA,"EAT","100⋅100","100⋅100","abs(100*100)",1,10000,FALSE
"136","embu1241-1-60-1","embu1241-1",NA,"sixty","60","mironɡo ithathatu","mironɡo ithathatu",NA,"FALSE","{CL″}10′⋅{CL}3′+3",NA,"10·(x3)","EAT","10′⋅3′+3","10⋅3+3","abs(10*3)+3",1,33,FALSE
"137","embu1241-1-60-1","embu1241-1",NA,"sixty","60","mironɡo ithathatu","mironɡo ithathatu",NA,"FALSE","{CL″}10′⋅{CL}3′+3",NA,"10·(3x)","EAT","10′⋅3′+3","10⋅3+3","abs(10*3)+3",1,33,FALSE
"138","embu1241-1-80-1","embu1241-1",NA,"eighty","80","mironɡo inyanya","mironɡo inyanya",NA,"FALSE","{CL″}10′⋅{CL}4′+4′",NA,"10·8","EAT","10′⋅4′+4′","10⋅4+4","abs(10*4)+4",1,44,FALSE
"139","embu1241-1-100-1","embu1241-1",NA,"one hundred","100","iɡana","iɡana",NA,"FALSE","{CL}10",NA,"100","EAT","10","10","10",1,10,FALSE
"140","embu1241-1-200-1","embu1241-1",NA,"two hundred","200","maɡana meri","maɡana meri",NA,"FALSE","{CL‴}10⋅{CL‴}2′",NA,"100·2","EAT","10⋅2′","10⋅2","abs(10*2)",1,20,FALSE
"141","eton1253-1-200-1","eton1253-1",NA,"two hundred","200","mì-ntɛ̀d mí-bá","mì-ntɛ̀d mí-bá",NA,"FALSE","{CL⁗}100",NA,"100·2","EAT","100","100","100",1,100,FALSE
"142","ewon1239-1-1000-1","ewon1239-1",NA,"one thousand","1000","tɔ́ɡsìn","tɔ́ɡsìn",NA,"FALSE","100",NA,"1000","EAT","100","100","100",1,100,FALSE
"143","gusi1247-1-1000-1","gusi1247-1",NA,"one thousand","1000","eɾiβu ɛjɛmɔ","eɾiβu ɛjɛmɔ",NA,"FALSE","{CL″}100⋅{CL}2","( 'ɾiβu' < Austronesian ?)","1000 · 1","EAT","100⋅2","100⋅2","abs(100*2)",1,200,FALSE
"144","gusi1247-1-2000-1","gusi1247-1",NA,"two thousand","2000","tʃɾiβu iβeɾe","tʃɾiβu iβeɾe",NA,"FALSE","{CL″″}100⋅{CL′}2",NA,"1000 · 2","EAT","100⋅2","100⋅2","abs(100*2)",1,200,FALSE
"145","gwer1238-1-10-1","gwer1238-1",NA,"ten","10","íkùmí","íkùmí",NA,"FALSE","{CL}9",NA,NA,"EAT","9","9","9",1,9,FALSE
"146","haaa1252-1-40-1","haaa1252-1",NA,"forty","40","mirooŋɡo inné","mirooŋɡo inné",NA,"FALSE","{CL″″″}10⋅{CL‴}5",NA,NA,"EAT","10⋅5","10⋅5","abs(10*5)",1,50,FALSE
"147","here1253-1-1-1","here1253-1",NA,"one","1","-mwe","-mwe",NA,"FALSE","2",NA,"1","EAT","2","2","2",1,2,FALSE
"148","hung1278-1-60-1","hung1278-1",NA,"sixty","60","mákum másámwán","mákum másámwán",NA,"FALSE","{CL′}10′⋅{CL′}5′+1′",NA,NA,"EAT","10′⋅5′+1′","10⋅5+1","abs(10*5)+1",1,51,FALSE
"149","hung1278-1-70-1","hung1278-1",NA,"seventy","70","mákum má sámbwár","mákum má sámbwár",NA,"FALSE","{CL′}10′⋅{CL′}5′+2′",NA,NA,"EAT","10′⋅5′+2′","10⋅5+2","abs(10*5)+2",1,52,FALSE
"150","ikom1245-1-80-1","ikom1245-1",NA,"eighty","80","muɾoᵑɡo enane","muɾoᵑɡo enane",NA,"FALSE","{CL″}10⋅{CL″}4′+4",NA,NA,"EAT","10⋅4′+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"151","jita1239-2-80-1","jita1239-2",NA,"eighty","80","makumi munana","makumi munana",NA,"FALSE","{CL‴}10⋅{CL′}4+4",NA,NA,"EAT","10⋅4+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"152","kagu1239-1-2000-1","kagu1239-1",NA,"two thousand","2000","elfu mbili","elfu mbili",NA,"FALSE","1000′⋅2{CL‴}2","EDITED: “elfu mbili or dole mbili”",NA,"EAT","1000′⋅22","1000⋅22","abs(1000*22)",1,22000,FALSE
"153","kako1242-1-1000-1","kako1242-1",NA,"one thousand","1000","tɔmay","tɔmay",NA,"FALSE","{CL″}100","(orː mil wɛtɛ)","1000","EAT","100","100","100",1,100,FALSE
"154","kamb1297-1-80-1","kamb1297-1",NA,"eighty","80","mɪ̃̀rɔnɡɔ́ èɲaɲá","mɪ̃̀rɔnɡɔ́ èɲaɲá",NA,"FALSE","{CL″}10′⋅{CL‴}4+4",NA,NA,"EAT","10′⋅4+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"155","kany1247-1-60-1","kany1247-1",NA,"sixty","60","makùmy musamban","makùmy musamban",NA,"FALSE","{CL‴}10⋅{CL′}5′+1′",NA,NA,"EAT","10⋅5′+1′","10⋅5+1","abs(10*5)+1",1,51,FALSE
"156","kany1247-1-70-1","kany1247-1",NA,"seventy","70","makùmy sàmbwiibìdy","makùmy sàmbwiibìdy",NA,"FALSE","{CL‴}10⋅5″+2",NA,NA,"EAT","10⋅5″+2","10⋅5+2","abs(10*5)+2",1,52,FALSE
"157","kany1247-1-200-1","kany1247-1",NA,"two hundred","200","nkàm ìbìdy or bitoot bìbìdy","nkàm ìbìdy or bitoot bìbìdy",NA,"FALSE","{CL‴}100⋅100",NA,NA,"EAT","100⋅100","100⋅100","abs(100*100)",1,10000,FALSE
"158","kele1257-1-9-1","kele1257-1",NA,"nine","9","tánùnàbìnáyì","tánùnàbìnáyì",NA,"FALSE","5′+{+}{CL}3",NA,"5 + 4","EAT","5′+3","5+3","5+3",1,8,FALSE
"159","kele1257-2-16-1","kele1257-2",NA,"sixteen","16","dyómúnàtâꜜnáꜛwōtō","dyómúnàtâꜜnáꜛwōtō",NA,"FALSE","10+{+}+{+}1",NA,NA,"EAT","10++1","10++1","10++1",1,11,FALSE
"160","kele1257-2-17-1","kele1257-2",NA,"seventeen","17","dyómúnàbítânàbíbá","dyómúnàbítânàbíbá",NA,"FALSE","10+{+}+{+}2",NA,NA,"EAT","10++2","10++2","10++2",1,12,FALSE
"161","kele1257-2-18-1","kele1257-2",NA,"eighteen","18","dyómúnàbítânàbílálù","dyómúnàbítânàbílálù",NA,"FALSE","10+{+}+{+}3′",NA,NA,"EAT","10++3′","10++3","10++3",1,13,FALSE
"162","kele1257-2-19-1","kele1257-2",NA,"nineteen","19","dyómúnàbítânàbínà","dyómúnàbítânàbínà",NA,"FALSE","10+{+}+{+}4",NA,NA,"EAT","10++4","10++4","10++4",1,14,FALSE
"163","kere1283-1-6-1","kere1283-1",NA,"six","6","mu.kaɡa","mu.kaɡa",NA,"FALSE","{CL}7",NA,NA,"EAT","7","7","7",1,7,FALSE
"164","kere1283-1-7-1","kere1283-1",NA,"seven","7","mu.saanzu","mu.saanzu",NA,"FALSE","{CL}8",NA,NA,"EAT","8","8","8",1,8,FALSE
"165","kere1283-1-26-1","kere1283-1",NA,"twenty-six","26","ma.kumi a.βili na mu.kaɡa","ma.kumi a.βili na mu.kaɡa",NA,"FALSE","({CL′}10⋅{?}2)+{+}{CL}5",NA,NA,"EAT","(10⋅2)+5","(10⋅2)+5","abs(abs(10*2))+5",1,25,FALSE
"166","kere1283-1-27-1","kere1283-1",NA,"twenty-seven","27","ma.kumi a.βili na mu.saanzu","ma.kumi a.βili na mu.saanzu",NA,"FALSE","({CL′}10⋅{?}2)+{+}{CL}6",NA,NA,"EAT","(10⋅2)+6","(10⋅2)+6","abs(abs(10*2))+6",1,26,FALSE
"167","kere1283-1-80-1","kere1283-1",NA,"eighty","80","ma.kumi mu.nana","ma.kumi mu.nana",NA,"FALSE","{CL′}10⋅{CL}4+4",NA,NA,"EAT","10⋅4+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"168","kiku1240-1-60-1","kiku1240-1",NA,"sixty","60","mèrɔnɡɔ́ èðaðató","mèrɔnɡɔ́ èðaðató",NA,"FALSE","{CL″}10⋅{CL}3′+3",NA,"10·(x3)","EAT","10⋅3′+3","10⋅3+3","abs(10*3)+3",1,33,FALSE
"169","kimb1241-2-9-1","kimb1241-2",NA,"nine","9","divwe","divwe",NA,"FALSE","{CL}1",NA,"9","EAT","1","1","1",1,1,FALSE
"170","komo1260-1-14-2","komo1260-1",NA,"fourteen","14","nkámá na","nkámá na",NA,"FALSE","10+{+}5",NA,NA,"EAT","10+5","10+5","10+5",1,15,FALSE
"171","komo1260-1-80-1","komo1260-1",NA,"eighty","80","nkámá monánɛ","nkámá monánɛ",NA,"FALSE","10⋅{CL}4+4′",NA,NA,"EAT","10⋅4+4′","10⋅4+4","abs(10*4)+4",1,44,FALSE
"172","koon1244-2-2-1","koon1244-2",NA,"two","2","zòólè","zòólè",NA,"FALSE","3",NA,"2","EAT","3","3","3",1,3,FALSE
"173","kund1255-1-15-1","kund1255-1",NA,"fifteen","15","kʰumi na -sano","kʰumi na -sano",NA,"FALSE","10+{and}4",NA,"10 + 5","EAT","10+4","10+4","10+4",1,14,FALSE
"174","kuri1259-1-17-1","kuri1259-1",NA,"seventeen","17","ikumi na muhungathe","ikumi na muhungathe",NA,"FALSE","{CL}10+{+}{CL′}6",NA,NA,"EAT","10+6","10+6","10+6",1,16,FALSE
"175","kwak1266-1-70-1","kwak1266-1",NA,"seventy","70","kàːŋɡ ì tàmbárʲɛ̀","kàːŋɡ ì tàmbárʲɛ̀",NA,"FALSE","10′⋅{CL}5+2′",NA,NA,"EAT","10′⋅5+2′","10⋅5+2","abs(10*5)+2",1,52,FALSE
"176","kwan1273-1-2000-1","kwan1273-1",NA,"two thousand","2000","mayuvi nomronɡo","mayuvi nomronɡo",NA,"FALSE","{CL‴}100⋅{CL}10",NA,"1000 · 2","EAT","100⋅10","100⋅10","abs(100*10)",1,1000,FALSE
"177","lang1320-1-80-1","lang1320-1",NA,"eighty","80","makími janâːnɛ","makími janâːnɛ",NA,"FALSE","{CL″}10⋅{CL″″}4′+4",NA,NA,"EAT","10⋅4′+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"178","lang1320-1-2000-1","lang1320-1",NA,"two thousand","2000","majaːnda javɪɾɪ","majaːnda javɪɾɪ",NA,"FALSE","{CL″}1000⋅{CL‴}1",NA,NA,"EAT","1000⋅1","1000⋅1","abs(1000*1)",1,1000,FALSE
"179","lang1320-2-70-1","lang1320-2",NA,"seventy","70","makumi mʊfʊŋɡatɛ","makumi mʊfʊŋɡatɛ",NA,"FALSE","{CL″}10⋅{CL′}6",NA,NA,"EAT","10⋅6","10⋅6","abs(10*6)",1,60,FALSE
"180","lang1320-2-80-1","lang1320-2",NA,"eighty","80","makumi saba","makumi saba",NA,"FALSE","{CL″}10⋅7",NA,NA,"EAT","10⋅7","10⋅7","abs(10*7)",1,70,FALSE
"181","lang1320-2-90-1","lang1320-2",NA,"ninety","90","makumi kɛnda","makumi kɛnda",NA,"FALSE","{CL″}10⋅8",NA,NA,"EAT","10⋅8","10⋅8","abs(10*8)",1,80,FALSE
"182","lang1320-2-100-1","lang1320-2",NA,"one hundred","100","makumi ikimi","makumi ikimi",NA,"FALSE","{CL″}10⋅{CL}9",NA,NA,"EAT","10⋅9","10⋅9","abs(10*9)",1,90,FALSE
"183","meru1245-1-16-1","meru1245-1",NA,"sixteen","16","ekomi na itanðato / iðanðato","ekomi na itanðato",NA,"FALSE","{CL}10+[+]{CL′}5",NA,NA,"EAT","10+[+]5","10++5","10++5",1,15,FALSE
"184","meru1245-2-80-1","meru1245-2",NA,"eighty","80","mîronɡo înaana","mîronɡo înaana",NA,"FALSE","{CL″}10⋅{CL}4+4",NA,NA,"EAT","10⋅4+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"185","meta1238-1-100-1","meta1238-1",NA,"one hundred","100","íkɨ̀","íkɨ̀",NA,"FALSE","{CL}10",NA,NA,"EAT","10","10","10",1,10,FALSE
"186","meta1238-1-200-1","meta1238-1",NA,"two hundred","200","ákɨ̀ ábē","ákɨ̀ ábē",NA,"FALSE","{CL}10⋅{CL′}2",NA,NA,"EAT","10⋅2","10⋅2","abs(10*2)",1,20,FALSE
"187","meta1238-1-2000-1","meta1238-1",NA,"two thousand","2000","ákám ábē","ákám ábē",NA,"FALSE","{CL′}1000′⋅12",NA,NA,"EAT","1000′⋅12","1000⋅12","abs(1000*12)",1,12000,FALSE
"188","meta1238-2-2000-1","meta1238-2",NA,"two thousand","2000","ákám ábē","ákám ábē",NA,"FALSE","{CL′}1000′⋅1′",NA,NA,"EAT","1000′⋅1′","1000⋅1","abs(1000*1)",1,1000,FALSE
"189","mpie1238-2-60-1","mpie1238-2",NA,"sixty","60","mɛkaa taáni nɛ nɡuatɔ","mɛkaa taáni nɛ nɡuatɔ",NA,"FALSE","({CL′}10⋅5)+{and}1",NA,"10 · (5 + 1)","EAT","(10⋅5)+1","(10⋅5)+1","abs(abs(10*5))+1",1,51,FALSE
"190","mpie1238-2-70-1","mpie1238-2",NA,"seventy","70","mɛkaa taáni nɛ ɓá","mɛkaa taáni nɛ ɓá",NA,"FALSE","({CL′}10⋅5)+{and}2",NA,"10 · (5 + 2)","EAT","(10⋅5)+2","(10⋅5)+2","abs(abs(10*5))+2",1,52,FALSE
"191","mpie1238-2-80-1","mpie1238-2",NA,"eighty","80","mɛkaa taáni nɛ laali","mɛkaa taáni nɛ laali",NA,"FALSE","({CL′}10⋅5)+{and}3",NA,"10 · (5 + 3)","EAT","(10⋅5)+3","(10⋅5)+3","abs(abs(10*5))+3",1,53,FALSE
"192","mpie1238-2-90-1","mpie1238-2",NA,"ninety","90","mɛkaa taáni nɛ nán","mɛkaa taáni nɛ nán",NA,"FALSE","({CL′}10⋅5)+{and}4",NA,"10 · (5 + 4)","EAT","(10⋅5)+4","(10⋅5)+4","abs(abs(10*5))+4",1,54,FALSE
"193","mpuo1241-1-70-1","mpuo1241-1",NA,"seventy","70","makub nsámwɛ̂ːn","makub nsámwɛ̂ːn",NA,"FALSE","{CL″}10⋅{CL″}6′+1′",NA,NA,"EAT","10⋅6′+1′","10⋅6+1","abs(10*6)+1",1,61,FALSE
"194","mpuo1241-1-80-1","mpuo1241-1",NA,"eighty","80","makub mánán","makub mánán",NA,"FALSE","{CL″}10⋅{CL″}[4]+4′",NA,NA,"EAT","10⋅[4]+4′","10⋅4+4","abs(10*4)+4",1,44,FALSE
"195","mpuo1241-2-21-1","mpuo1241-2",NA,"twenty-one","21","akǔm mwɔl ɪ mwɛ́s","akǔm mwɔl ɪ mwɛ́s",NA,"FALSE","{CL′}10+{and}1",NA,NA,"EAT","10+1","10+1","10+1",1,11,FALSE
"196","mpuo1241-2-70-1","mpuo1241-2",NA,"seventy","70","akǔm nsámwân","akǔm nsámwân",NA,"FALSE","{CL′}10⋅{CL′}6+1′",NA,NA,"EAT","10⋅6+1′","10⋅6+1","abs(10*6)+1",1,61,FALSE
"197","mpuo1241-2-80-1","mpuo1241-2",NA,"eighty","80","akǔm iɪnǎn","akǔm iɪnǎn",NA,"FALSE","{CL′}10⋅{CL′}[4]+4′",NA,NA,"EAT","10⋅[4]+4′","10⋅4+4","abs(10*4)+4",1,44,FALSE
"198","mpuo1241-3-21-1","mpuo1241-3",NA,"twenty-one","21","makwǐm mɔːl ɛ mwɛ́s","makwǐm mɔːl ɛ mwɛ́s",NA,"FALSE","{CL′}10+{and}1",NA,NA,"EAT","10+1","10+1","10+1",1,11,FALSE
"199","mpuo1241-3-70-1","mpuo1241-3",NA,"seventy","70","makwǐm nsámwɛ̂ːn","makwǐm nsámwɛ̂ːn",NA,"FALSE","{CL′}10⋅{CL′}6+1′",NA,NA,"EAT","10⋅6+1′","10⋅6+1","abs(10*6)+1",1,61,FALSE
"200","mpuo1241-3-80-1","mpuo1241-3",NA,"eighty","80","makwǐm ɛ́nán","makwǐm ɛ́nán",NA,"FALSE","{CL′}10⋅{CL′}[4]+4′",NA,NA,"EAT","10⋅[4]+4′","10⋅4+4","abs(10*4)+4",1,44,FALSE
"201","mung1266-1-200-1","mung1266-1",NA,"two hundred","200","ŋkʉ̤̀ ibáā","ŋkʉ̤̀ ibáā",NA,"FALSE","100⋅{CL}1",NA,NA,"EAT","100⋅1","100⋅1","abs(100*1)",1,100,FALSE
"202","ndas1238-1-90-1","ndas1238-1",NA,"ninety","90","ma-ku i-vwa","ma-ku i-vwa",NA,"FALSE","{CL″}10⋅{CL}8",NA,NA,"EAT","10⋅8","10⋅8","abs(10*8)",1,80,FALSE
"203","nden1248-1-200-1","nden1248-1",NA,"two hundred","200","mia ibeele","mia ibeele",NA,"FALSE","100⋅{CL}1",NA,NA,"EAT","100⋅1","100⋅1","abs(100*1)",1,100,FALSE
"204","ngaz1238-1-19-1","ngaz1238-1",NA,"nineteen","19","kume na ʃenɗa","kume na ʃenɗa",NA,"FALSE","10+{and}5",NA,NA,"EAT","10+5","10+5","10+5",1,15,FALSE
"205","ngaz1238-1-80-1","ngaz1238-1",NA,"eighty","80","meŋɡo minane","meŋɡo minane",NA,"FALSE","{CL}10′⋅{CL}4′+4",NA,NA,"EAT","10′⋅4′+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"206","nila1242-1-1000-1","nila1242-1",NA,"one thousand","1000","ɡana lya nzoɡu","ɡana lya nzoɡu",NA,"FALSE","100⋅[⋅]10",NA,NA,"EAT","100⋅[⋅]10","100⋅⋅10","100**10",1,100000000000000000000,FALSE
"207","nila1242-1-2000-1","nila1242-1",NA,"two thousand","2000","maɡana manzoɡu mabeli","maɡana manzoɡu mabeli",NA,"FALSE","{CL‴}100⋅[⋅]{CL″″}10",NA,NA,"EAT","100⋅[⋅]10","100⋅⋅10","100**10",1,100000000000000000000,FALSE
"208","nkoy1244-1-26-1","nkoy1244-1",NA,"twenty-six","26","makumi abili na mutanu na kamo","makumi abili na mutanu na kamo",NA,"FALSE","({CL‴}10⋅{CL″″}2)+[+]6+{and}1",NA,"(10 · 2) + (5 + 1)","EAT","(10⋅2)+[+]6+1","(10⋅2)++6+1","abs(abs(10*2))++6+1",1,27,FALSE
"209","nkoy1244-1-27-1","nkoy1244-1",NA,"twenty-seven","27","makumi abili na mutanu na tubili","makumi abili na mutanu na tubili",NA,"FALSE","({CL‴}10⋅{CL″″}2)+[+]6+{and}{CL}2",NA,"(10 · 2) + (5 + 2)","EAT","(10⋅2)+[+]6+2","(10⋅2)++6+2","abs(abs(10*2))++6+2",1,28,FALSE
"210","nkoy1244-1-28-1","nkoy1244-1",NA,"twenty-eight","28","makumi abili na mutanu na tahatu","makumi abili na mutanu na tahatu",NA,"FALSE","({CL‴}10⋅{CL″″}2)+[+]6+{and}{CL}3",NA,"(10 · 2) + (5 + 3)","EAT","(10⋅2)+[+]6+3","(10⋅2)++6+3","abs(abs(10*2))++6+3",1,29,FALSE
"211","nkoy1244-1-29-1","nkoy1244-1",NA,"twenty-nine","29","makumi abili na mutanu na tuna","makumi abili na mutanu na tuna",NA,"FALSE","({CL‴}10⋅{CL″″}2)+[+]6+{and}{CL}4",NA,"(10 · 2) + (5 + 4)","EAT","(10⋅2)+[+]6+4","(10⋅2)++6+4","abs(abs(10*2))++6+4",1,30,FALSE
"212","nugu1242-1-30-1","nugu1242-1",NA,"thirty","30","nitíno na sɛ́ɔdɔ","nitíno na sɛ́ɔdɔ",NA,"FALSE","10+{and}10",NA,NA,"EAT","10+10","10+10","10+10",1,20,FALSE
"213","nugu1242-1-40-1","nugu1242-1",NA,"forty","40","atíno áhaandɛ","atíno áhaandɛ",NA,"FALSE","{CL′}10⋅{CL′}2","( 'two twenties')",NA,"EAT","10⋅2","10⋅2","abs(10*2)",1,20,FALSE
"214","nugu1242-1-50-1","nugu1242-1",NA,"fifty","50","atíno áhaandɛ na sɛ́ɔdɔ","atíno áhaandɛ na sɛ́ɔdɔ",NA,"FALSE","({CL′}10⋅{CL′}2)+{and}10",NA,NA,"EAT","(10⋅2)+10","(10⋅2)+10","abs(abs(10*2))+10",1,30,FALSE
"215","nugu1242-1-60-1","nugu1242-1",NA,"sixty","60","atíno ádadɔ","atíno ádadɔ",NA,"FALSE","{CL′}10⋅{CL′}4","( 'three twenties')",NA,"EAT","10⋅4","10⋅4","abs(10*4)",1,40,FALSE
"216","nugu1242-1-70-1","nugu1242-1",NA,"seventy","70","atíno ádadɔ na sɛ́ɔdɔ","atíno ádadɔ na sɛ́ɔdɔ",NA,"FALSE","({CL′}10⋅{CL′}4)+{and}10",NA,NA,"EAT","(10⋅4)+10","(10⋅4)+10","abs(abs(10*4))+10",1,50,FALSE
"217","nugu1242-1-80-1","nugu1242-1",NA,"eighty","80","atíno énni","atíno énni",NA,"FALSE","{CL′}10⋅{CL′}5","( 'four twenties')",NA,"EAT","10⋅5","10⋅5","abs(10*5)",1,50,FALSE
