"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc","Math.well.defined","Math.check","Does.math.work"
"324","yomb1244-1-80-1","yomb1244-1",NA,"eighty","80","náːnə̀ lì məkǔmì","náːnə̀ lì məkǔmì",NA,"FALSE","(5″+2′)⋅10″",NA,"(4x)·10","EAT","(5″+2′)⋅10″","(5+2)⋅10","abs(5+2)*10",1,70,FALSE
"325","yomb1244-1-80-1","yomb1244-1",NA,"eighty","80","náːnə̀ lì məkǔmì","náːnə̀ lì məkǔmì",NA,"FALSE","(5″+2′)⋅10″",NA,"10·4x","EAT","(5″+2′)⋅10″","(5+2)⋅10","abs(5+2)*10",1,70,FALSE
"326","zara1247-1-2000-1","zara1247-1",NA,"two thousand","2000","alfu mbili","alfu mbili",NA,"FALSE","100′⋅2″",NA,"1000·2","EAT","100′⋅2″","100⋅2","abs(100*2)",1,200,FALSE
"327","numerals-duun1242-1-fifty-1","numerals-duun1242-1","Chan2019","fifty","50","fɛ̃ː ko ceu","fekoceu","( 20 x 2 +10)","FALSE","(10′⋅[2])+10","","","EAT","(10′⋅[2])+10","(10⋅2)+10","abs(abs(10*2))+10",1,30,FALSE
"328","numerals-mend1266-1-thirty-1","numerals-mend1266-1","Chan2019","thirty","30","núú ɡ͡bɔyɔ́nɡo mahú puú","nuugboyongomahupuu","","FALSE","10+{+}10","","(10’·2’)+[+]10","EAT","10+10","10+10","10+10",1,20,FALSE
"329","numerals-bagi1246-1-eight-1","numerals-bagi1246-1","Chan2019","eight","8","marta","marta",NA,"FALSE","5′+2",NA,NA,"EAT","5′+2","5+2","5+2",1,7,FALSE
"330","numerals-bagi1246-1-eighteen-1","numerals-bagi1246-1","Chan2019","eighteen","18","dòk kemɛ́ kàr marta","dokkemekarmarta",NA,"FALSE","10+{LIG}5′+2",NA,NA,"EAT","10+5′+2","10+5+2","10+5+2",1,17,FALSE
"331","numerals-bagi1246-1-twentyeight-1","numerals-bagi1246-1","Chan2019","twentyeight","28","dùɡ sap kàr marta","dugsapkarmarta",NA,"FALSE","(10⋅2)+{LIG}5′+2",NA,NA,"EAT","(10⋅2)+5′+2","(10⋅2)+5+2","abs(abs(10*2))+5+2",1,27,FALSE
"332","numerals-bagi1246-1-sixty-1","numerals-bagi1246-1","Chan2019","sixty","60","dùɡ mìká","dugmika",NA,"FALSE","10⋅5+1′",NA,NA,"EAT","10⋅5+1′","10⋅5+1","abs(10*5)+1",1,51,FALSE
"333","numerals-baka1274-1-sixteen-1","numerals-baka1274-1","Chan2019","sixteen","16","sɔ̀kɔ́ dɔ̀à ìɲidɔ̀à kéɽí","sokodoainidoakeri",NA,"FALSE","10",NA,NA,"EAT","10","10","10",1,10,FALSE
"334","numerals-baka1274-1-seventeen-1","numerals-baka1274-1","Chan2019","seventeen","17","sɔ̀kɔ́ dɔ̀à ìɲidɔ̀à ɡ͡bʀ͡ʙɛ̀","sokodoainidoagbrbe",NA,"FALSE","10+{LIG}1",NA,NA,"EAT","10+1","10+1","10+1",1,11,FALSE
"335","numerals-baka1274-1-eighteen-1","numerals-baka1274-1","Chan2019","eighteen","18","sɔ̀kɔ́ dɔ̀à ìɲidɔ̀à ɔ̀tà","sokodoainidoaota",NA,"FALSE","10+{LIG}2",NA,NA,"EAT","10+2","10+2","10+2",1,12,FALSE
"336","numerals-baka1274-1-nineteen-1","numerals-baka1274-1","Chan2019","nineteen","19","sɔ̀kɔ́ dɔ̀à ìɲidɔ̀à ɛ̀sɔ̀","sokodoainidoaeso",NA,"FALSE","10+{LIG}3",NA,NA,"EAT","10+3","10+3","10+3",1,13,FALSE
"337","numerals-gula1268-1-twothousand-1","numerals-gula1268-1","Chan2019","twothousand","2000","sák jōó","sakjoo",NA,"FALSE","1000⋅1",NA,NA,"EAT","1000⋅1","1000⋅1","abs(1000*1)",1,1000,FALSE
"338","numerals-kara1482-1-twenty-1","numerals-kara1482-1","Chan2019","twenty","20","dɔ̀ɡ ̏.vȁɖ","dogvad","( ten. two )","FALSE","10+{LIG}3",NA,NA,"EAT","10+3","10+3","10+3",1,13,FALSE
"339","numerals-kara1482-1-hundred-1","numerals-kara1482-1","Chan2019","hundred","100","dɔ̀ɡ ̏.(s̀.)kɔ́s.dɔ̀ɡ ̏","dogskosdog","{ten.(?.) ?. ten}","FALSE","10+{LIG}4",NA,NA,"EAT","10+4","10+4","10+4",1,14,FALSE
"340","numerals-naba1253-1-thousand-1","numerals-naba1253-1","Chan2019","thousand","1000","álif","alif",NA,"FALSE","100",NA,NA,"EAT","100","100","100",1,100,FALSE
"341","numerals-ngit1239-1-eight-1","numerals-ngit1239-1","Chan2019","eight","8","àrʊ̀","aru",NA,"FALSE","4″",NA,NA,"EAT","4″","4","4",1,4,FALSE
"342","numerals-olub1238-1-twothousand-1","numerals-olub1238-1","Chan2019","twothousand","2000","ɛ","e",NA,"FALSE","1000{?}","see form",NA,"EAT","1000","1000","1000",1,1000,FALSE
"343","numerals-sara1321-1-forty-1","numerals-sara1321-1","Chan2019","forty","40","jɔ̀hɛ́ jōó","johejoo","( 20 x 2 )","FALSE","10⋅2",NA,NA,"EAT","10⋅2","10⋅2","abs(10*2)",1,20,FALSE
"344","numerals-sara1322-1-twothousand-1","numerals-sara1322-1","Chan2019","twothousand","2000","álìf jó","alifjo",NA,"FALSE","1000⋅1",NA,NA,"EAT","1000⋅1","1000⋅1","abs(1000*1)",1,1000,FALSE
"345","numerals-sout2828-1-twentyeight-1","numerals-sout2828-1","Chan2019","twentyeight","28","kalí ìri drìa àrò","kaliiridriaaro",NA,"FALSE","(10⋅2)+{LIG}5′+8",NA,NA,"EAT","(10⋅2)+5′+8","(10⋅2)+5+8","abs(abs(10*2))+5+8",1,33,FALSE
"346","numerals-sout2828-1-twentynine-1","numerals-sout2828-1","Chan2019","twentynine","29","kalí ìri drìa óròmɨ̀","kaliiridriaoromi",NA,"FALSE","(10⋅2)+{LIG}5′+8+1″",NA,NA,"EAT","(10⋅2)+5′+8+1″","(10⋅2)+5+8+1","abs(abs(10*2))+5+8+1",1,34,FALSE
"347","numerals-sout2828-1-sixty-1","numerals-sout2828-1","Chan2019","sixty","60","kalí azɨa","kaliazia",NA,"FALSE","10⋅(5′⋅1′)",NA,NA,"EAT","10⋅(5′⋅1′)","10⋅(5⋅1)","10*abs(abs(5*1))",1,50,FALSE
"348","numerals-sout2828-1-seventy-1","numerals-sout2828-1","Chan2019","seventy","70","kalí aziirì","kaliaziiri",NA,"FALSE","10⋅(5′⋅2)",NA,NA,"EAT","10⋅(5′⋅2)","10⋅(5⋅2)","10*abs(abs(5*2))",1,100,FALSE
"349","numerals-dogu1235-1-thirty-1","numerals-dogu1235-1","Chan2019","thirty","30","pìráándù","piraandu",NA,"FALSE","10⋅2",NA,NA,"EAT","10⋅2","10⋅2","abs(10*2)",1,20,FALSE
"350","numerals-donn1239-1-six-1","numerals-donn1239-1","Chan2019","six","6","kúlóy","kuloy",NA,"FALSE","5′",NA,NA,"EAT","5′","5","5",1,5,FALSE
"351","numerals-donn1239-1-thousand-1","numerals-donn1239-1","Chan2019","thousand","1000","mùɲu súŋu lɛ̀y pɛ́nnay","munusunguleypennay","( 800 + 200 )","FALSE","(10′⋅80)+(2⋅10⋅4)",NA,NA,"EAT","(10′⋅80)+(2⋅10⋅4)","(10⋅80)+(2⋅10⋅4)","abs(abs(10*80))+abs(abs(2*10)*4)",1,880,FALSE
"352","numerals-jams1239-1-thousand-1","numerals-jams1239-1","Chan2019","thousand","1000","mùɲú","munu",NA,"FALSE","10000",NA,NA,"EAT","10000","10000","10000",1,10000,FALSE
"353","numerals-nang1261-1-twohundred-1","numerals-nang1261-1","Chan2019","twohundred","200","tɛ́ːmɛ́dɛ́rɛ̀ wǒj","temederewoj","??","FALSE","200⋅2",NA,NA,"EAT","200⋅2","200⋅2","abs(200*2)",1,400,FALSE
"354","numerals-nang1261-1-twothousand-1","numerals-nang1261-1","Chan2019","twothousand","2000","mùsú wǒj","musuwoj","??","FALSE","1000⋅1",NA,NA,"EAT","1000⋅1","1000⋅1","abs(1000*1)",1,1000,FALSE
"355","numerals-togo1254-1-twentyone-1","numerals-togo1254-1","Chan2019","twentyone","21","pɛ́lɔ̀y túrú sáɡà","peloyturusaga",NA,"FALSE","(10⋅2)+1{LIG}1",NA,NA,"EAT","(10⋅2)+11","(10⋅2)+11","abs(abs(10*2))+11",1,31,FALSE
"356","numerals-togo1254-1-twentytwo-1","numerals-togo1254-1","Chan2019","twentytwo","22","pɛ́lɔ̀y lɔ́y sáɡà","peloyloysaga",NA,"FALSE","(10⋅2)+1{LIG}2",NA,NA,"EAT","(10⋅2)+12","(10⋅2)+12","abs(abs(10*2))+12",1,32,FALSE
"357","numerals-togo1254-1-twentythree-1","numerals-togo1254-1","Chan2019","twentythree","23","pɛ́lɔ̀y tàánú sáɡà","peloytaanusaga",NA,"FALSE","(10⋅2)+1{LIG}3",NA,NA,"EAT","(10⋅2)+13","(10⋅2)+13","abs(abs(10*2))+13",1,33,FALSE
"358","numerals-togo1254-1-twentyfour-1","numerals-togo1254-1","Chan2019","twentyfour","24","pɛ́lɔ̀y nǎyⁿ sáɡà","peloynaynsaga",NA,"FALSE","(10⋅2)+1{LIG}4",NA,NA,"EAT","(10⋅2)+14","(10⋅2)+14","abs(abs(10*2))+14",1,34,FALSE
"359","numerals-togo1254-1-twentyfive-1","numerals-togo1254-1","Chan2019","twentyfive","25","pɛ́lɔ̀y núnɛ́ɛ́ⁿ sáɡà","peloynuneensaga",NA,"FALSE","(10⋅2)+1{LIG}5",NA,NA,"EAT","(10⋅2)+15","(10⋅2)+15","abs(abs(10*2))+15",1,35,FALSE
"360","numerals-togo1254-1-twentysix-1","numerals-togo1254-1","Chan2019","twentysix","26","pɛ́lɔ̀y kúréé sáɡà","peloykureesaga",NA,"FALSE","(10⋅2)+1{LIG}6",NA,NA,"EAT","(10⋅2)+16","(10⋅2)+16","abs(abs(10*2))+16",1,36,FALSE
"361","numerals-togo1254-1-twentyseven-1","numerals-togo1254-1","Chan2019","twentyseven","27","pɛ́lɔ̀y sɔ́ɔ̀ sáɡà","peloysoosaga",NA,"FALSE","(10⋅2)+1{LIG}7",NA,NA,"EAT","(10⋅2)+17","(10⋅2)+17","abs(abs(10*2))+17",1,37,FALSE
"362","numerals-togo1254-1-twentyeight-1","numerals-togo1254-1","Chan2019","twentyeight","28","pɛ́lɔ̀y sìláà sáɡà","peloysilaasaga",NA,"FALSE","(10⋅2)+1{LIG}8",NA,NA,"EAT","(10⋅2)+18","(10⋅2)+18","abs(abs(10*2))+18",1,38,FALSE
"363","numerals-togo1254-1-twentynine-1","numerals-togo1254-1","Chan2019","twentynine","29","pɛ́lɔ̀y túwáà sáɡà","peloytuwaasaga",NA,"FALSE","(10⋅2)+1{LIG}9",NA,NA,"EAT","(10⋅2)+19","(10⋅2)+19","abs(abs(10*2))+19",1,39,FALSE
"364","numerals-toro1252-1-twentyone-1","numerals-toro1252-1","Chan2019","twentyone","21","pɛ́ léj̀ túrú sìɡɛ̀","pelejturusige",NA,"FALSE","10⋅2",NA,NA,"EAT","10⋅2","10⋅2","abs(10*2)",1,20,FALSE
"365","numerals-yand1257-1-two-2","numerals-yand1257-1","Chan2019","two","2","nó","no",NA,"FALSE","3",NA,NA,"EAT","3","3","3",1,3,FALSE
"366","numerals-adho1243-1-twentyone-1","numerals-adho1243-1","Chan2019","twentyone","21","pʸèrɑ́rîo ɡácêr","pyerariogacer",NA,"FALSE","{10⋅2}+1",NA,NA,"EAT","+1","+1","+1",1,1,FALSE
"367","numerals-adho1243-1-twentytwo-1","numerals-adho1243-1","Chan2019","twentytwo","22","pʸèrɑ́rîo ɡárîo","pyerariogario",NA,"FALSE","{10⋅2}+2",NA,NA,"EAT","+2","+2","+2",1,2,FALSE
"368","numerals-adho1243-1-twentythree-1","numerals-adho1243-1","Chan2019","twentythree","23","pʸèrɑ́rîo ɡádêːk","pyerariogadek",NA,"FALSE","{10⋅2}+3",NA,NA,"EAT","+3","+3","+3",1,3,FALSE
"369","numerals-adho1243-1-twentyfour-1","numerals-adho1243-1","Chan2019","twentyfour","24","pʸèrɑ́rîo ɡáŋʷên","pyerariogangwen",NA,"FALSE","{10⋅2}+4",NA,NA,"EAT","+4","+4","+4",1,4,FALSE
"370","numerals-adho1243-1-twentyfive-1","numerals-adho1243-1","Chan2019","twentyfive","25","pʸèrɑ́rîo ɡábîːc","pyerariogabic",NA,"FALSE","{10⋅2}+5",NA,NA,"EAT","+5","+5","+5",1,5,FALSE
"371","numerals-adho1243-1-twentysix-1","numerals-adho1243-1","Chan2019","twentysix","26","pʸèrɑ́rîo ɡáᵘcèr","pyerariogaucer",NA,"FALSE","{10⋅2}+5′+1",NA,NA,"EAT","+5′+1","+5+1","+5+1",1,6,FALSE
"372","numerals-adho1243-1-twentyseven-1","numerals-adho1243-1","Chan2019","twentyseven","27","pʸèrɑ́rîo ɡábírîo","pyerariogabirio",NA,"FALSE","{10⋅2}+5+2",NA,NA,"EAT","+5+2","+5+2","+5+2",1,7,FALSE
"373","numerals-adho1243-1-twentyeight-1","numerals-adho1243-1","Chan2019","twentyeight","28","pʸèrɑ́rîo ɡábôːrò","pyerariogaboro",NA,"FALSE","{10⋅2}+5+3′",NA,NA,"EAT","+5+3′","+5+3","+5+3",1,8,FALSE
"374","numerals-adho1243-1-twentynine-1","numerals-adho1243-1","Chan2019","twentynine","29","pʸèrɑ́rîo ɡábúŋʷèn","pyerariogabungwen",NA,"FALSE","{10⋅2}+5+4",NA,NA,"EAT","+5+4","+5+4","+5+4",1,9,FALSE
"375","numerals-avok1242-1-ten-1","numerals-avok1242-1","Chan2019","ten","10","mūdrí","mudri","( hands joined )","FALSE","−1",NA,NA,"EAT","−1","−1","-1",1,1,FALSE
"376","numerals-buru1301-1-twenty-1","numerals-buru1301-1","Chan2019","twenty","20","mɪnkɛɛl","minkeel",NA,"FALSE","20⋅2",NA,NA,"EAT","20⋅2","20⋅2","abs(20*2)",1,40,FALSE
"377","numerals-buru1301-1-twenty-2","numerals-buru1301-1","Chan2019","twenty","20","mēn kɛ̀ɛl","menkeel",NA,"FALSE","20⋅2",NA,NA,"EAT","20⋅2","20⋅2","abs(20*2)",1,40,FALSE
"378","numerals-koon1246-1-twenty-1","numerals-koon1246-1","Chan2019","twenty","20","tiptém","tiptem",NA,"FALSE","10",NA,NA,"EAT","10","10","10",1,10,FALSE
"379","numerals-koon1246-1-twentyone-1","numerals-koon1246-1","Chan2019","twentyone","21","tībtēm ak akeenke","tibtemakakeenke",NA,"FALSE","10+{LIG}1",NA,NA,"EAT","10+1","10+1","10+1",1,11,FALSE
"380","numerals-koon1246-1-twentytwo-1","numerals-koon1246-1","Chan2019","twentytwo","22","tībtēm ak āyēēnɡʼ","tibtemakayeeng",NA,"FALSE","10+{LIG}2",NA,NA,"EAT","10+2","10+2","10+2",1,12,FALSE
"381","numerals-koon1246-1-twentythree-1","numerals-koon1246-1","Chan2019","twentythree","23","tībtēm ak sōmōk","tibtemaksomok",NA,"FALSE","10+{LIG}3",NA,NA,"EAT","10+3","10+3","10+3",1,13,FALSE
"382","numerals-koon1246-1-twentyfour-1","numerals-koon1246-1","Chan2019","twentyfour","24","tībtēm ak anɡʼwan","tibtemakangwan",NA,"FALSE","10+{LIG}4",NA,NA,"EAT","10+4","10+4","10+4",1,14,FALSE
"383","numerals-koon1246-1-twentyfive-1","numerals-koon1246-1","Chan2019","twentyfive","25","tībtēm ak mūūt","tibtemakmuut",NA,"FALSE","10+{LIG}5",NA,NA,"EAT","10+5","10+5","10+5",1,15,FALSE
"384","numerals-koon1246-1-twentysix-1","numerals-koon1246-1","Chan2019","twentysix","26","tībtēm ak lo","tibtemaklo",NA,"FALSE","10+{LIG}6",NA,NA,"EAT","10+6","10+6","10+6",1,16,FALSE
"385","numerals-koon1246-1-twentyseven-1","numerals-koon1246-1","Chan2019","twentyseven","27","tībtēm ak tisab","tibtemaktisab",NA,"FALSE","10+{LIG}7",NA,NA,"EAT","10+7","10+7","10+7",1,17,FALSE
"386","numerals-koon1246-1-twentyeight-1","numerals-koon1246-1","Chan2019","twentyeight","28","tībtēm ak sisiit","tibtemaksisiit",NA,"FALSE","10+{LIG}8",NA,NA,"EAT","10+8","10+8","10+8",1,18,FALSE
"387","numerals-koon1246-1-twentynine-1","numerals-koon1246-1","Chan2019","twentynine","29","tībtēm ak sokool","tibtemaksokool",NA,"FALSE","10+{LIG}9",NA,NA,"EAT","10+9","10+9","10+9",1,19,FALSE
"388","numerals-kuma1275-1-hundred-1","numerals-kuma1275-1","Chan2019","hundred","100","tɔ́ɔl ɑ̀cɛ́l","toolacel",NA,"FALSE","200⋅1",NA,NA,"EAT","200⋅1","200⋅1","abs(200*1)",1,200,FALSE
"389","numerals-kuma1275-1-thousand-1","numerals-kuma1275-1","Chan2019","thousand","1000","tùtú míyà ɑ̀cɛ́l","tutumiyaacel",NA,"FALSE","100⋅1",NA,NA,"EAT","100⋅1","100⋅1","abs(100*1)",1,100,FALSE
"390","numerals-lopi1242-1-thousand-1","numerals-lopi1242-1","Chan2019","thousand","1000","hicihi naboite","hicihinaboite",NA,"FALSE","100⋅{fem}1",NA,NA,"EAT","100⋅1","100⋅1","abs(100*1)",1,100,FALSE
"391","numerals-luwo1239-1-twentyone-1","numerals-luwo1239-1","Chan2019","twentyone","21","d̯aːnɔ aʊ̟ːnɔ̟ wɔ̄ŋɛ̄ áciɛ̄lɔ́","danoaunowongeacielo",NA,"FALSE","20{LIG}1",NA,NA,"EAT","201","201","201",1,201,FALSE
"392","numerals-luwo1239-1-twentytwo-1","numerals-luwo1239-1","Chan2019","twentytwo","22","d̯aːnɔ aʊ̟ːnɔ̟ wɔ̄ŋɛ̄ á̟riɔ̄w","danoaunowongeariow",NA,"FALSE","20{LIG}2",NA,NA,"EAT","202","202","202",1,202,FALSE
"393","numerals-luwo1239-1-twentythree-1","numerals-luwo1239-1","Chan2019","twentythree","23","d̯aːnɔ aʊ̟ːnɔ̟ wɔ̄ŋɛ̄ á̟dá̟ɡ","danoaunowongeadag",NA,"FALSE","20{LIG}3",NA,NA,"EAT","203","203","203",1,203,FALSE
"394","numerals-luwo1239-1-twentyfour-1","numerals-luwo1239-1","Chan2019","twentyfour","24","d̯aːnɔ aʊ̟ːnɔ̟ wɔ̄ŋɛ̄ áŋwɛ̄ːn","danoaunowongeangwen",NA,"FALSE","20{LIG}4",NA,NA,"EAT","204","204","204",1,204,FALSE
"395","numerals-maba1273-1-thousand-1","numerals-maba1273-1","Chan2019","thousand","1000","alp","alp","( < Arabic )","TRUE","100",NA,NA,"EAT","100","100","100",1,100,FALSE
"396","numerals-maba1273-1-twothousand-1","numerals-maba1273-1","Chan2019","twothousand","2000","alpin nè yɛ́ɛwɔ̀","alpinneyeewo",NA,"FALSE","100⋅{LIG}2",NA,NA,"EAT","100⋅2","100⋅2","abs(100*2)",1,200,FALSE
"397","numerals-masa1300-1-twentynine-1","numerals-masa1300-1","Chan2019","twentynine","29","tíkítam oóudó","tikitamooudo",NA,"FALSE","20+8",NA,NA,"EAT","20+8","20+8","20+8",1,28,FALSE
"398","numerals-sout2833-1-thousand-1","numerals-sout2833-1","Chan2019","thousand","1000","bɔ́ːʈ t̪íʲàːr","bottijar",NA,"FALSE","100⋅3",NA,NA,"EAT","100⋅3","100⋅3","abs(100*3)",1,300,FALSE
"399","numerals-sout2833-1-twothousand-1","numerals-sout2833-1","Chan2019","twothousand","2000","bɔ́ːʈ t̪ɛ̀rɔ́ʷ","botterow",NA,"FALSE","100⋅10",NA,NA,"EAT","100⋅10","100⋅10","abs(100*10)",1,1000,FALSE
"400","numerals-abar1238-1-twenty-1","numerals-abar1238-1","Chan2019","twenty","20","dʒūhɛ dʒūhɛ́ ŋ́kɛ̄ mfīn","dzuhedzuhengkemfin",NA,"FALSE","10[+][10]⋅2{?}","overcounting? 10+10·2",NA,"EAT","10[+][10]⋅2","10+10⋅2","10+abs(10*2)",1,30,FALSE
"401","numerals-abar1238-1-twentyfour-1","numerals-abar1238-1","Chan2019","twentyfour","24","dʒūhɛ́ dʒūhɛ́ ŋ́kɛ̄ mfīn mɛ̀ -ɲ̩","dzuhedzuhengkemfinmen",NA,"FALSE","(10[+][10]⋅2{?})+{LIG′}4",NA,NA,"EAT","(10[+][10]⋅2)+4","(10+10⋅2)+4","abs(10+abs(10*2))+4",1,34,FALSE
"402","numerals-abar1238-1-thirty-1","numerals-abar1238-1","Chan2019","thirty","30","dʒūhɛ́ dʒūhɛ́ ŋ́kɛ̄ ntì","dzuhedzuhengkenti",NA,"FALSE","10[+][10]⋅3{?}","overcounting? 10+10·3",NA,"EAT","10[+][10]⋅3","10+10⋅3","10+abs(10*3)",1,40,FALSE
"403","numerals-abar1238-1-forty-1","numerals-abar1238-1","Chan2019","forty","40","dʒūhɛ́ dʒūhɛ́ ŋ́kɛ̄ -ɲ̩","dzuhedzuhengken",NA,"FALSE","10[+][10]⋅4{?}","overcounting? 10+10·4",NA,"EAT","10[+][10]⋅4","10+10⋅4","10+abs(10*4)",1,50,FALSE
"404","numerals-abar1238-1-twothousand-1","numerals-abar1238-1","Chan2019","twothousand","2000","ntfùkè fɛ́ɛ́","ntfukefee","( ??)","FALSE","200{?}","first use of both forms: insufficient data to determine constituents",NA,"EAT","200","200","200",1,200,FALSE
"405","numerals-agwa1247-1-thirty-1","numerals-agwa1247-1","Chan2019","thirty","30","ɛ́nə̀p mádʒɔ̀p","enapmadzop",NA,"FALSE","20+3",NA,NA,"EAT","20+3","20+3","20+3",1,23,FALSE
"406","numerals-akas1242-1-twenty-1","numerals-akas1242-1","Chan2019","twenty","20","ŋ́kòó","ngkoo",NA,"FALSE","10",NA,NA,"EAT","10","10","10",1,10,FALSE
"407","numerals-akas1242-1-thirty-1","numerals-akas1242-1","Chan2019","thirty","30","ŋ́kòónìpʷí","ngkoonipwi",NA,"FALSE","20⋅2",NA,NA,"EAT","20⋅2","20⋅2","abs(20*2)",1,40,FALSE
"408","numerals-akum1238-1-nineteen-1","numerals-akum1238-1","Chan2019","nineteen","19","īkùr ka acóŋ aɲì","ikurkaacongani",NA,"FALSE","10+{LIG}3",NA,NA,"EAT","10+3","10+3","10+3",1,13,FALSE
"409","numerals-anaa1238-1-seventeen-1","numerals-anaa1238-1","Chan2019","seventeen","17","duòb ìtiâbà","duobitiaba",NA,"FALSE","10+5+3",NA,NA,"EAT","10+5+3","10+5+3","10+5+3",1,18,FALSE
"410","numerals-anaa1238-1-fifty-1","numerals-anaa1238-1","Chan2019","fifty","50","édip ìbà m̀mè duòb","edipibammeduob",NA,"FALSE","20⋅2",NA,NA,"EAT","20⋅2","20⋅2","abs(20*2)",1,40,FALSE
"411","numerals-ayer1245-1-seventeen-1","numerals-ayer1245-1","Chan2019","seventeen","17","āfìlî-ītā ēɡbɔ̄lɔ̄","afiliitaegbolo",NA,"FALSE","20−{LIG}2",NA,NA,"EAT","20−2","20−2","abs(20-2)",1,18,FALSE
"412","numerals-ayer1245-1-thirty-1","numerals-ayer1245-1","Chan2019","thirty","30","īɡʷáɛ̃̄ɡɛ̃̄-ītā","igwaegeita",NA,"FALSE","20⋅3",NA,NA,"EAT","20⋅3","20⋅3","abs(20*3)",1,60,FALSE
"413","numerals-bago1245-1-twentysix-1","numerals-bago1245-1","Chan2019","twentysix","26","akó lèèjò","akoleejo",NA,"FALSE","10+6",NA,NA,"EAT","10+6","10+6","10+6",1,16,FALSE
"414","numerals-bago1245-1-twentyseven-1","numerals-bago1245-1","Chan2019","twentyseven","27","akó lʊ̀ŋlè","akolungle",NA,"FALSE","10+7",NA,NA,"EAT","10+7","10+7","10+7",1,17,FALSE
"415","numerals-bago1245-1-twentyeight-1","numerals-bago1245-1","Chan2019","twentyeight","28","akó ɖìk͡pèèrè","akodikpeere",NA,"FALSE","10+8",NA,NA,"EAT","10+8","10+8","10+8",1,18,FALSE
"416","numerals-bago1245-1-twentynine-1","numerals-bago1245-1","Chan2019","twentynine","29","akó kàkààrè","akokakaare",NA,"FALSE","10+9",NA,NA,"EAT","10+9","10+9","10+9",1,19,FALSE
"417","numerals-bala1302-1-thirty-1","numerals-bala1302-1","Chan2019","thirty","30","njímmin nhabí","njimminnhabi",NA,"FALSE","(10⋅2)+3",NA,NA,"EAT","(10⋅2)+3","(10⋅2)+3","abs(abs(10*2))+3",1,23,FALSE
"418","numerals-bala1302-1-forty-1","numerals-bala1302-1","Chan2019","forty","40","njímmin ntahla","njimminntahla",NA,"FALSE","(10⋅2)+4",NA,NA,"EAT","(10⋅2)+4","(10⋅2)+4","abs(abs(10*2))+4",1,24,FALSE
"419","numerals-bala1302-1-fifty-1","numerals-bala1302-1","Chan2019","fifty","50","njímmin njíif","njimminnjiif",NA,"FALSE","(10⋅2)+5",NA,NA,"EAT","(10⋅2)+5","(10⋅2)+5","abs(abs(10*2))+5",1,25,FALSE
"420","numerals-bala1302-1-sixty-1","numerals-bala1302-1","Chan2019","sixty","60","njímmin faaj","njimminfaaj",NA,"FALSE","(10⋅2)+6",NA,NA,"EAT","(10⋅2)+6","(10⋅2)+6","abs(abs(10*2))+6",1,26,FALSE
"421","numerals-bala1302-1-seventy-1","numerals-bala1302-1","Chan2019","seventy","70","njímmin faajinɡooda","njimminfaajingooda",NA,"FALSE","(10⋅2)+6+1",NA,NA,"EAT","(10⋅2)+6+1","(10⋅2)+6+1","abs(abs(10*2))+6+1",1,27,FALSE
"422","numerals-bala1302-1-eighty-1","numerals-bala1302-1","Chan2019","eighty","80","njímmin ntaataala","njimminntaataala",NA,"FALSE","(10⋅2)+8",NA,NA,"EAT","(10⋅2)+8","(10⋅2)+8","abs(abs(10*2))+8",1,28,FALSE
"423","numerals-bala1302-1-ninety-1","numerals-bala1302-1","Chan2019","ninety","90","njímmin njíntahla","njimminnjintahla",NA,"FALSE","(10⋅2)+5′+4",NA,NA,"EAT","(10⋅2)+5′+4","(10⋅2)+5+4","abs(abs(10*2))+5+4",1,29,FALSE
"424","numerals-bara1362-1-thousand-1","numerals-bara1362-1","Chan2019","thousand","1000","díɣùmì díkámə̀","digumidikama",NA,"FALSE","100⋅2",NA,NA,"EAT","100⋅2","100⋅2","abs(100*2)",1,200,FALSE
"425","numerals-bela1255-1-thousand-1","numerals-bela1255-1","Chan2019","thousand","1000","vẽɗivöö́ ta vãi soó ɓï̃kürü","vedivootavaisoobikuru",NA,"FALSE","20⋅5⋅{LIG}2⋅10",NA,NA,"EAT","20⋅5⋅2⋅10","20⋅5⋅2⋅10","abs(20*5)*abs(2*10)",1,2000,FALSE
"426","numerals-besm1235-1-twothousand-1","numerals-besm1235-1","Chan2019","twothousand","2000","sák sérè","saksere",NA,"FALSE","1000",NA,NA,"EAT","1000","1000","1000",1,1000,FALSE
"427","numerals-biaf1240-1-fifty-1","numerals-biaf1240-1","Chan2019","fifty","50","apaɲɲi ɡəbəda","apannigabada",NA,"FALSE","10′⋅[4]⋅5",NA,NA,"EAT","10′⋅[4]⋅5","10⋅4⋅5","abs(10*4)*5",1,200,FALSE
"428","numerals-biaf1240-1-sixty-1","numerals-biaf1240-1","Chan2019","sixty","60","apaɲɲi mpaaɟi","apannimpaaji",NA,"FALSE","10′⋅[4]⋅6",NA,NA,"EAT","10′⋅[4]⋅6","10⋅4⋅6","abs(10*4)*6",1,240,FALSE
