"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","FileName","Glosser","Gloss.clean","Gloss.math","Gloss.calc","Glottocode","Language.level_Glottocode","Use_in_analyses"
"218",10781,"numerals-copa1236-1-twentyeight-1","numerals-copa1236-1","Chan2019","twentyeight",28,"ips-ko-tukuthtaʼy","ipskotukuthtay","","FALSCH","?","analysis depends on analysis of 8",NA,"numerals-copa1236-1.csv","NK","?","?",NA,"copa1236","copa1236","YES"
"219",10782,"numerals-copa1236-1-twentynine-1","numerals-copa1236-1","Chan2019","twentynine",29,"ips-ko-mahkaʼy","ipskomahkay","","FALSCH","?","seems to be 20+10 but the math doesn't add up",NA,"numerals-copa1236-1.csv","NK","?","?",NA,"copa1236","copa1236","YES"
"220",11123,"numerals-culi1244-2-two-1","numerals-culi1244-2","Chan2019","two",2,"pama","pama","also for 'some'","false","?","unclear whether it refers to an exact quantity based on comment","2","numerals-culi1244-2.csv","NK","?","?",NA,"culi1244","culi1244","YES"
"221",11124,"numerals-culi1244-2-two-2","numerals-culi1244-2","Chan2019","two",2,"pama-ʔi","pamai","( masculine)","false","?","unclear whether it refers to an exact quantity based on comment","2","numerals-culi1244-2.csv","NK","?","?",NA,"culi1244","culi1244","YES"
"222",11125,"numerals-culi1244-2-two-3","numerals-culi1244-2","Chan2019","two",2,"pama-ni","pamani","( feminine )","false","?","unclear whether it refers to an exact quantity based on comment","2","numerals-culi1244-2.csv","NK","?","?",NA,"culi1244","culi1244","YES"
"223",11126,"numerals-culi1244-2-three-1","numerals-culi1244-2","Chan2019","three",3,"ʔuapima","uapima","also for 'many'","false","?","unclear whether it refers to an exact quantity based on comment","3","numerals-culi1244-2.csv","NK","?","?",NA,"culi1244","culi1244","YES"
"224",11127,"numerals-culi1244-2-three-2","numerals-culi1244-2","Chan2019","three",3,"ʔuapi-ta-ʔi","uapitai","( masculine)","false","?","unclear whether it refers to an exact quantity based on comment","3","numerals-culi1244-2.csv","NK","?","?",NA,"culi1244","culi1244","YES"
"225",11128,"numerals-culi1244-2-three-3","numerals-culi1244-2","Chan2019","three",3,"ʔuapi-ta-ni","uapitani","( feminine )","false","?","unclear whether it refers to an exact quantity based on comment","3","numerals-culi1244-2.csv","NK","?","?",NA,"culi1244","culi1244","YES"
"226",11306,"numerals-daha1245-1-six-1","numerals-daha1245-1","Chan2019","six",6,"sita","sita","( < Swahili)","true","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","6","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"227",11307,"numerals-daha1245-1-seven-1","numerals-daha1245-1","Chan2019","seven",7,"saba","saba","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","7","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"228",11308,"numerals-daha1245-1-eight-1","numerals-daha1245-1","Chan2019","eight",8,"nane","nane","","false","?","a loan from Swahili or codeswitching","8","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"229",11309,"numerals-daha1245-1-nine-1","numerals-daha1245-1","Chan2019","nine",9,"kenda","kenda","","false","?","a loan from Swahili or codeswitching","9","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"230",11310,"numerals-daha1245-1-nine-2","numerals-daha1245-1","Chan2019","nine",9,"tis(i)a","tisia","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching",NA,"numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"231",11311,"numerals-daha1245-1-ten-1","numerals-daha1245-1","Chan2019","ten",10,"kumi","kumi","","false","?","a loan from Swahili or codeswitching","10","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"232",11312,"numerals-daha1245-1-eleven-1","numerals-daha1245-1","Chan2019","eleven",11,"kumi na moja","kuminamoja","","false","?","a loan from Swahili or codeswitching","10+{+}1’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"233",11313,"numerals-daha1245-1-twelve-1","numerals-daha1245-1","Chan2019","twelve",12,"kumi na wili","kuminawili","","false","?","a loan from Swahili or codeswitching","10+{+}2’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"234",11314,"numerals-daha1245-1-thirteen-1","numerals-daha1245-1","Chan2019","thirteen",13,"kumi na tatu","kuminatatu","","false","?","a loan from Swahili or codeswitching","10+{+}3’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"235",11315,"numerals-daha1245-1-fourteen-1","numerals-daha1245-1","Chan2019","fourteen",14,"kumi na (n)ne","kuminanne","","false","?","a loan from Swahili or codeswitching","10+{+}4’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"236",11316,"numerals-daha1245-1-fifteen-1","numerals-daha1245-1","Chan2019","fifteen",15,"kumi na tano","kuminatano","","false","?","a loan from Swahili or codeswitching","10+{+}5’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"237",11317,"numerals-daha1245-1-sixteen-1","numerals-daha1245-1","Chan2019","sixteen",16,"kumi na sita","kuminasita","","false","?","a loan from Swahili (sita from Arabic) or codeswitching","10+{+}6","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"238",11318,"numerals-daha1245-1-seventeen-1","numerals-daha1245-1","Chan2019","seventeen",17,"kumi na saba","kuminasaba","","false","?","a loan from Swahili (saba from Arabic) or codeswitching","10+{+}7","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"239",11319,"numerals-daha1245-1-eighteen-1","numerals-daha1245-1","Chan2019","eighteen",18,"kumi na nane","kuminanane","","false","?","a loan from Swahili or codeswitching","10+{+}8","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"240",11320,"numerals-daha1245-1-nineteen-1","numerals-daha1245-1","Chan2019","nineteen",19,"kumi na kenda","kuminakenda","","false","?","a loan from Swahili (except kenda) or codeswitching","10+{+}9","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"241",11321,"numerals-daha1245-1-twenty-1","numerals-daha1245-1","Chan2019","twenty",20,"ishirini","ishirini","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","20","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"242",11322,"numerals-daha1245-1-twentyone-1","numerals-daha1245-1","Chan2019","twentyone",21,"ishirini na moja","ishirininamoja","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","20+{+}1’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"243",11323,"numerals-daha1245-1-twentytwo-1","numerals-daha1245-1","Chan2019","twentytwo",22,"ishirini na wili","ishirininawili","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","20+{+}2’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"244",11324,"numerals-daha1245-1-twentythree-1","numerals-daha1245-1","Chan2019","twentythree",23,"ishirini na tatu","ishirininatatu","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","20+{+}3’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"245",11325,"numerals-daha1245-1-twentyfour-1","numerals-daha1245-1","Chan2019","twentyfour",24,"ishirini na (n)ne","ishirininanne","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","20+{+}4’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"246",11326,"numerals-daha1245-1-twentyfive-1","numerals-daha1245-1","Chan2019","twentyfive",25,"ishirini na tano","ishirininatano","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","20+{+}5’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"247",11327,"numerals-daha1245-1-twentysix-1","numerals-daha1245-1","Chan2019","twentysix",26,"ishirini na sita","ishirininasita","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","20+{+}6","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"248",11328,"numerals-daha1245-1-twentyseven-1","numerals-daha1245-1","Chan2019","twentyseven",27,"ishirini na saba","ishirininasaba","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","20+{+}7","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"249",11329,"numerals-daha1245-1-twentyeight-1","numerals-daha1245-1","Chan2019","twentyeight",28,"ishirini na nane","ishirininanane","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","20+{+}8","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"250",11330,"numerals-daha1245-1-twentynine-1","numerals-daha1245-1","Chan2019","twentynine",29,"ishirini na kenda","ishirininakenda","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","20+{+}9","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"251",11331,"numerals-daha1245-1-thirty-1","numerals-daha1245-1","Chan2019","thirty",30,"thelathini","thelathini","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","30","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"252",11332,"numerals-daha1245-1-forty-1","numerals-daha1245-1","Chan2019","forty",40,"arobaini","arobaini","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","40","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"253",11333,"numerals-daha1245-1-fifty-1","numerals-daha1245-1","Chan2019","fifty",50,"hamsini","hamsini","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","50","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"254",11334,"numerals-daha1245-1-sixty-1","numerals-daha1245-1","Chan2019","sixty",60,"sitini","sitini","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","60","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"255",11335,"numerals-daha1245-1-seventy-1","numerals-daha1245-1","Chan2019","seventy",70,"sabini","sabini","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","70","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"256",11336,"numerals-daha1245-1-eighty-1","numerals-daha1245-1","Chan2019","eighty",80,"themaini","themaini","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","80","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"257",11337,"numerals-daha1245-1-ninety-1","numerals-daha1245-1","Chan2019","ninety",90,"tisini","tisini","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","90","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"258",11338,"numerals-daha1245-1-hundred-1","numerals-daha1245-1","Chan2019","hundred",100,"mia","mia","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","100","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"259",11339,"numerals-daha1245-1-twohundred-1","numerals-daha1245-1","Chan2019","twohundred",200,"mia mbili","miambili","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","100[⋅]2’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"260",11340,"numerals-daha1245-1-thousand-1","numerals-daha1245-1","Chan2019","thousand",1000,"elfu","elfu","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","1000","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"261",11341,"numerals-daha1245-1-twothousand-1","numerals-daha1245-1","Chan2019","twothousand",2000,"elfu mbili","elfumbili","","false","?","a loan from Swahili (but ultimately from Arabic) or codeswitching","1000[⋅]2’","numerals-daha1245-1.csv","NK","?","?",NA,"daha1245","daha1245","YES"
"262",11449,"numerals-dang1274-1-twenty-1","numerals-dang1274-1","Chan2019","twenty",20,"ìsìriínì","isiriini","","false","?","a loan from Arabic, might also be a case of codeswitching but combined with native 1-9","20","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"263",11450,"numerals-dang1274-1-twentyone-1","numerals-dang1274-1","Chan2019","twentyone",21,"ìsìriínì iŋ ɾákkí","isiriiniingrakki","( Arabic + Migama)","false","?","ìsìriínì is a loan from Arabic","20+{+}1","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"264",11451,"numerals-dang1274-1-twentytwo-1","numerals-dang1274-1","Chan2019","twentytwo",22,"ìsìriínì iŋ sɛ́ɛrɔ́","isiriiniingseero","","false","?","ìsìriínì is a loan from Arabic","20+{+}2","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"265",11452,"numerals-dang1274-1-twentythree-1","numerals-dang1274-1","Chan2019","twentythree",23,"ìsìriínì iŋ súbbà","isiriiniingsubba","","false","?","ìsìriínì is a loan from Arabic","20+{+}3","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"266",11453,"numerals-dang1274-1-twentyfour-1","numerals-dang1274-1","Chan2019","twentyfour",24,"ìsìriínì iŋ pooɗi","isiriiniingpoodi","","false","?","ìsìriínì is a loan from Arabic","20+{+}4","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"267",11454,"numerals-dang1274-1-twentyfive-1","numerals-dang1274-1","Chan2019","twentyfive",25,"ìsìriínì iŋ bɛɛɗʸì","isiriiniingbeedyi","","false","?","ìsìriínì is a loan from Arabic","20+{+}5","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"268",11455,"numerals-dang1274-1-twentysix-1","numerals-dang1274-1","Chan2019","twentysix",26,"ìsìriínì iŋ bidʸɡèɗʸ","isiriiniingbidygedy","","false","?","ìsìriínì is a loan from Arabic","20+{+}6","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"269",11456,"numerals-dang1274-1-twentyseven-1","numerals-dang1274-1","Chan2019","twentyseven",27,"ìsìriínì iŋ pɛ̀ɛ́sírà","isiriiniingpeesira","","false","?","ìsìriínì is a loan from Arabic","20+{+}7","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"270",11457,"numerals-dang1274-1-twentyeight-1","numerals-dang1274-1","Chan2019","twentyeight",28,"ìsìriínì iŋ póɗpóɗ","isiriiniingpodpod","","false","?","ìsìriínì is a loan from Arabic","20+{+}4+4","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"271",11458,"numerals-dang1274-1-twentynine-1","numerals-dang1274-1","Chan2019","twentynine",29,"ìsìriínì iŋ parkà","isiriiniingparka","","false","?","ìsìriínì is a loan from Arabic","20+{+}9","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"272",11459,"numerals-dang1274-1-thirty-1","numerals-dang1274-1","Chan2019","thirty",30,"tàlàatíinì","talaatiini","","false","?","a loan from Arabic, might also be a case of codeswitching but combined with native 1-9","30","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"273",11460,"numerals-dang1274-1-forty-1","numerals-dang1274-1","Chan2019","forty",40,"àrbàyíinì","arbayiini","","false","?","a loan from Arabic, might also be a case of codeswitching but combined with native 1-9","40","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"274",11461,"numerals-dang1274-1-fifty-1","numerals-dang1274-1","Chan2019","fifty",50,"kàmsíinì","kamsiini","","false","?","a loan from Arabic, might also be a case of codeswitching but combined with native 1-9","50","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"275",11462,"numerals-dang1274-1-sixty-1","numerals-dang1274-1","Chan2019","sixty",60,"sìttíinì","sittiini","","false","?","a loan from Arabic, might also be a case of codeswitching but combined with native 1-9","60","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"276",11463,"numerals-dang1274-1-seventy-1","numerals-dang1274-1","Chan2019","seventy",70,"sàɓɓ(ày)íinì","sabbayiini","","false","?","a loan from Arabic, might also be a case of codeswitching but combined with native 1-9","70","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"277",11464,"numerals-dang1274-1-eighty-1","numerals-dang1274-1","Chan2019","eighty",80,"tàmàyníinì","tamayniini","","false","?","a loan from Arabic, might also be a case of codeswitching but combined with native 1-9","80","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"278",11465,"numerals-dang1274-1-ninety-1","numerals-dang1274-1","Chan2019","ninety",90,"tìsíinì","tisiini","","false","?","a loan from Arabic, might also be a case of codeswitching but combined with native 1-9","90","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"279",11466,"numerals-dang1274-1-hundred-1","numerals-dang1274-1","Chan2019","hundred",100,"míyá","miya","","false","?","a loan from Arabic, might also be a case of codeswitching but combined with native 1-9","100","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"280",11467,"numerals-dang1274-1-twohundred-1","numerals-dang1274-1","Chan2019","twohundred",200,"mìiteenì","miiteeni","","false","?","a loan from Arabic, might also be a case of codeswitching but combined with native 1-9","200","numerals-dang1274-1.csv","NK","?","?",NA,"dang1274","dang1274","YES"
"281",11705,"numerals-deni1241-2-six-1","numerals-deni1241-2","Chan2019","six",6,"izɛpɛ kahariaru","izepekahariaru","","false","?","Identical to 5?",NA,"numerals-deni1241-2.csv","NK","?","?",NA,"deni1241","deni1241","YES"
"282",12064,"numerals-diti1235-1-fifty-1","numerals-diti1235-1","Chan2019","fifty",50,"šašaač͗taadkʷ","sasaactaadkw","","false","?","Possibly, there is 5 in there somewhere but it may also be atomic.",NA,"numerals-diti1235-1.csv","NK","?","?",NA,"diti1235","diti1235","YES"
"283",12065,"numerals-diti1235-1-sixty-1","numerals-diti1235-1","Chan2019","sixty",60,"č͗͗iix̣paaɬiiq","ciixpaaliiq","","false","?","This seems to be 6⋅20′ which doesn’t work mathematically. Possibly this is a sign of the old vigesimal system eroding since the “old” 20 is also used as 10?",NA,"numerals-diti1235-1.csv","NK","?","?",NA,"diti1235","diti1235","YES"
"284",12066,"numerals-diti1235-1-seventy-1","numerals-diti1235-1","Chan2019","seventy",70,"ʔaƛpuuq","alpuuq","","false","?","This seems to be (2+{+}[5])⋅20′ which doesn’t work mathematically. Possibly this is a sign of the old vigesimal system eroding since the “old” 20 is also used as 10? ",NA,"numerals-diti1235-1.csv","NK","?","?",NA,"diti1235","diti1235","YES"
"285",12067,"numerals-diti1235-1-eighty-1","numerals-diti1235-1","Chan2019","eighty",80,"ʔaƛasibiiq","alasibiiq","","false","?","This seems to be (2−{need}[10])⋅20′ which doesn’t work mathematically. Possibly this is a sign of the old vigesimal system eroding since the “old” 20 is also used as 10? ",NA,"numerals-diti1235-1.csv","NK","?","?",NA,"diti1235","diti1235","YES"
"286",12068,"numerals-diti1235-1-ninety-1","numerals-diti1235-1","Chan2019","ninety",90,"c̉awaasibiiq","cawaasibiiq","","false","?","This seems to be (1−{need}[10])⋅20′ which doesn’t work mathematically. Possibly this is a sign of the old vigesimal system eroding since the “old” 20 is also used as 10? ",NA,"numerals-diti1235-1.csv","NK","?","?",NA,"diti1235","diti1235","YES"
"287",12174,"numerals-dong1285-1-eleven-1","numerals-dong1285-1","Chan2019","eleven",11,"ʂɯji","swji","< 11 up from Chinese","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","10’+1’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"288",12175,"numerals-dong1285-1-twelve-1","numerals-dong1285-1","Chan2019","twelve",12,"ʂɯə˞","swar","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","10’+2’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"289",12176,"numerals-dong1285-1-thirteen-1","numerals-dong1285-1","Chan2019","thirteen",13,"ʂɯsan","swsan","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","10’+3’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"290",12177,"numerals-dong1285-1-fourteen-1","numerals-dong1285-1","Chan2019","fourteen",14,"ʂɯsɯ","swsw","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","10’+4’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"291",12178,"numerals-dong1285-1-fifteen-1","numerals-dong1285-1","Chan2019","fifteen",15,"ʂɯwu","swwu","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","10’+5’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"292",12179,"numerals-dong1285-1-sixteen-1","numerals-dong1285-1","Chan2019","sixteen",16,"ʂɯliu","swliu","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","10’+6’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"293",12180,"numerals-dong1285-1-seventeen-1","numerals-dong1285-1","Chan2019","seventeen",17,"ʂɯtɕi","swtci","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","10’+7’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"294",12181,"numerals-dong1285-1-eighteen-1","numerals-dong1285-1","Chan2019","eighteen",18,"ʂɯba","swba","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","10’+8’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"295",12182,"numerals-dong1285-1-nineteen-1","numerals-dong1285-1","Chan2019","nineteen",19,"ʂɯdʑiu","swdziu","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","10’+9’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"296",12183,"numerals-dong1285-1-twenty-1","numerals-dong1285-1","Chan2019","twenty",20,"ə˞ʂɯ","arsw","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅10’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"297",12185,"numerals-dong1285-1-twentyone-1","numerals-dong1285-1","Chan2019","twentyone",21,"ə˞ʂɯji","arswji","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅10’+1’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"298",12186,"numerals-dong1285-1-twentytwo-1","numerals-dong1285-1","Chan2019","twentytwo",22,"ə˞ʂɯə˞","arswar","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅10’+2’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"299",12187,"numerals-dong1285-1-twentythree-1","numerals-dong1285-1","Chan2019","twentythree",23,"ə˞ʂɯsan","arswsan","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅10’+3’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"300",12188,"numerals-dong1285-1-twentyfour-1","numerals-dong1285-1","Chan2019","twentyfour",24,"ə˞ʂɯsɯ","arswsw","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅10’+4’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"301",12189,"numerals-dong1285-1-twentyfive-1","numerals-dong1285-1","Chan2019","twentyfive",25,"ə˞ʂɯwu","arswwu","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅10’+5’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"302",12190,"numerals-dong1285-1-twentysix-1","numerals-dong1285-1","Chan2019","twentysix",26,"ə˞ʂɯliu","arswliu","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅10’+6’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"303",12191,"numerals-dong1285-1-twentyseven-1","numerals-dong1285-1","Chan2019","twentyseven",27,"ə˞ʂɯtɕi","arswtci","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅10’+7’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"304",12192,"numerals-dong1285-1-twentyeight-1","numerals-dong1285-1","Chan2019","twentyeight",28,"ə˞ʂɯba","arswba","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅10’+8’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"305",12193,"numerals-dong1285-1-twentynine-1","numerals-dong1285-1","Chan2019","twentynine",29,"ə˞ʂɯdʑiu","arswdziu","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅10’+9’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"306",12194,"numerals-dong1285-1-thirty-1","numerals-dong1285-1","Chan2019","thirty",30,"sanəʂɯ","sanasw","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","3’⋅10’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"307",12195,"numerals-dong1285-1-forty-1","numerals-dong1285-1","Chan2019","forty",40,"sɯʂɯ","swsw","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","4’⋅10’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"308",12196,"numerals-dong1285-1-fifty-1","numerals-dong1285-1","Chan2019","fifty",50,"uʂɯ","usw","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","5’⋅10’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"309",12197,"numerals-dong1285-1-sixty-1","numerals-dong1285-1","Chan2019","sixty",60,"liuʂɯ","liusw","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","6’⋅10’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"310",12198,"numerals-dong1285-1-seventy-1","numerals-dong1285-1","Chan2019","seventy",70,"tɕiʂɯ","tcisw","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","7’⋅10’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"311",12199,"numerals-dong1285-1-eighty-1","numerals-dong1285-1","Chan2019","eighty",80,"baʂɯ","basw","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","8’⋅10’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"312",12200,"numerals-dong1285-1-ninety-1","numerals-dong1285-1","Chan2019","ninety",90,"dʑiuʂɯ","dziusw","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","9’⋅10’","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"313",12201,"numerals-dong1285-1-hundred-1","numerals-dong1285-1","Chan2019","hundred",100,"bə","ba","< Chinese","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","100","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
"314",12202,"numerals-dong1285-1-twohundred-1","numerals-dong1285-1","Chan2019","twohundred",200,"ə˞bə","arba","","true","?","Numerals from 11 on are loans from Chinese according to contributor. Codeswitching or loan?","2’⋅100","numerals-dong1285-1.csv","NK","?","?",NA,"dong1285","dong1285","YES"
