"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","FileName","Glosser","Gloss.clean","Gloss.math","Gloss.calc","Math.well.defined","Math.check","Does.math.work"
"87","numerals-kgal1244-1-eleven-1","numerals-kgal1244-1","Chan2019","eleven",11,"lɪʃʊ́mɪ́ lɪ́ mʊ́ːnɔ","lisumilimuno","","false","{CL′}10+{+}{CL‴}1+{+}{CL‴}1","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","10+1+1","10+1+1","10+1+1",1,12,FALSE
"88","numerals-kgal1244-1-twelve-1","numerals-kgal1244-1","Chan2019","twelve",12,"lɪʃʊ́mɪ́ lɪ́ mɪ́nɔ ɪ lɪ mɪbeːrí","lisumiliminoilimiberi","","false","{CL′}10+{+}{CL‴}1+{+}{CL‴}2","LIG: “míno/meno” means what?",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","10+1+2","10+1+2","10+1+2",1,13,FALSE
"89","numerals-kgal1244-1-thirteen-1","numerals-kgal1244-1","Chan2019","thirteen",13,"lɪʃʊ́mɪ́ lɪ́ mɪ́nɔ ɪ lɪ mɪráːrʊ","lisumiliminoilimiraru","","false","{CL′}10+{+}{CL‴}1+{+}{CL‴}3","overcounting!",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","10+1+3","10+1+3","10+1+3",1,14,FALSE
"90","numerals-kgal1244-1-fourteen-1","numerals-kgal1244-1","Chan2019","fourteen",14,"lɪʃʊ́mɪ́ lɪ́ mɪ́nɔ ɪ lɪ mɪ́ːnɛ","lisumiliminoilimine","","false","{CL′}10+{+}{CL‴}1+{+}{CL‴}4","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","10+1+4","10+1+4","10+1+4",1,15,FALSE
"91","numerals-kgal1244-1-fifteen-1","numerals-kgal1244-1","Chan2019","fifteen",15,"lɪʃʊ́mɪ́ lɪ́ mɪ́nɔ ɪ lɪ mɪtʰáːnʊ","lisumiliminoilimithanu","","false","{CL′}10+{+}{CL‴}1+{+}{CL‴}5","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","10+1+5","10+1+5","10+1+5",1,16,FALSE
"92","numerals-kgal1244-1-sixteen-1","numerals-kgal1244-1","Chan2019","sixteen",16,"lɪʃʊ́mɪ́ lɪ́ mɪ́nɔ ɪ lɪ mɪrátáːrʊ","lisumiliminoilimirataru","","false","{CL′}10+{+}{CL‴}1+{+}{CL‴}6","form differs from 6",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","10+1+6","10+1+6","10+1+6",1,17,FALSE
"93","numerals-kgal1244-1-seventeen-1","numerals-kgal1244-1","Chan2019","seventeen",17,"lɪʃʊ́mɪ́ lɪ́ mɪ́nɔ ɪ súːpa","lisumiliminoisupa","","false","{CL′}10+{+}{CL‴}1+{+}{CL‴}7","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","10+1+7","10+1+7","10+1+7",1,18,FALSE
"94","numerals-kgal1244-1-eighteen-1","numerals-kgal1244-1","Chan2019","eighteen",18,"lɪʃʊ́mɪ́ lɪ́ mɪ́nɔ ɪ bútámɪbeːrí","lisumiliminoibutamiberi","","false","{CL′}10+{+}{CL‴}1+{+}({CL}[10]{LIG}−2)","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","10+1+([10]−2)","10+1+(10−2)","10+1+abs(abs(10-2))",1,19,FALSE
"95","numerals-kgal1244-1-nineteen-1","numerals-kgal1244-1","Chan2019","nineteen",19,"lɪʃʊ́mɪ́ lɪ́ mɪ́nɔ ɪ bútámowóːnʷɛ","lisumiliminoibutamowonwe","","false","{CL′}10+{+}{CL‴}1+{+}({CL}[10]{LIG}−1)","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","10+1+([10]−1)","10+1+(10−1)","10+1+abs(abs(10-1))",1,20,FALSE
"96","numerals-kgal1244-1-twentytwo-1","numerals-kgal1244-1","Chan2019","twentytwo",22,"maʃʊ́mɪ ʊ́ maberí lɪ́ mɪ́nɔ ɪ lɪ mɪbeːrí","masumiumaberiliminoilimiberi","","false","({CL″}10⋅{⋅}{CL″}2)+{+}{CL″}1+{+}2","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","(10⋅2)+1+2","(10⋅2)+1+2","abs(abs(10*2))+1+2",1,23,FALSE
"97","numerals-kgal1244-1-twentythree-1","numerals-kgal1244-1","Chan2019","twentythree",23,"maʃʊ́mɪ ʊ́ maberí lɪ́ mɪ́nɔ ɪ lɪ mɪráːrʊ","masumiumaberiliminoilimiraru","","false","({CL″}10⋅{⋅}{CL″}2)+{+}{CL″}1+{+}3","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","(10⋅2)+1+3","(10⋅2)+1+3","abs(abs(10*2))+1+3",1,24,FALSE
"98","numerals-kgal1244-1-twentyfour-1","numerals-kgal1244-1","Chan2019","twentyfour",24,"maʃʊ́mɪ ʊ́ maberí lɪ́ mɪ́nɔ ɪ lɪ mɪ́ːnɛ","masumiumaberiliminoilimine","","false","({CL″}10⋅{⋅}{CL″}2)+{+}{CL″}1+{+}4","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","(10⋅2)+1+4","(10⋅2)+1+4","abs(abs(10*2))+1+4",1,25,FALSE
"99","numerals-kgal1244-1-twentyfive-1","numerals-kgal1244-1","Chan2019","twentyfive",25,"maʃʊ́mɪ ʊ́ maberí lɪ́ mɪ́nɔ ɪ lɪ mɪtʰáːnʊ","masumiumaberiliminoilimithanu","","false","({CL″}10⋅{⋅}{CL″}2)+{+}{CL″}1+{+}5","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","(10⋅2)+1+5","(10⋅2)+1+5","abs(abs(10*2))+1+5",1,26,FALSE
"100","numerals-kgal1244-1-twentysix-1","numerals-kgal1244-1","Chan2019","twentysix",26,"maʃʊ́mɪ ʊ́ maberí lɪ́ mɪ́nɔ ɪ lɪ mɪrátáːrʊ","masumiumaberiliminoilimirataru","","false","({CL″}10⋅{⋅}{CL″}2)+{+}{CL″}1+{+}6","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","(10⋅2)+1+6","(10⋅2)+1+6","abs(abs(10*2))+1+6",1,27,FALSE
"101","numerals-kgal1244-1-twentyseven-1","numerals-kgal1244-1","Chan2019","twentyseven",27,"maʃʊ́mɪ ʊ́ maberí lɪ́ mɪ́nɔ ɪ súːpa","masumiumaberiliminoisupa","","false","({CL″}10⋅{⋅}{CL″}2)+{+}{CL″}1+{+}7","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","(10⋅2)+1+7","(10⋅2)+1+7","abs(abs(10*2))+1+7",1,28,FALSE
"102","numerals-kgal1244-1-twentyeight-1","numerals-kgal1244-1","Chan2019","twentyeight",28,"maʃʊ́mɪ ʊ́ maberí lɪ́ mɪ́nɔ ɪ bútámɪbeːrí","masumiumaberiliminoibutamiberi","","false","({CL″}10⋅{⋅}{CL″}2)+{+}{CL″}1+{+}({CL}[10]{LIG}−2)","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","(10⋅2)+1+([10]−2)","(10⋅2)+1+(10−2)","abs(abs(10*2))+1+abs(abs(10-2))",1,29,FALSE
"103","numerals-kgal1244-1-twentynine-1","numerals-kgal1244-1","Chan2019","twentynine",29,"maʃʊ́mɪ ʊ́ maberí lɪ́ mɪ́nɔ ɪ bútámowóːnʷɛ","masumiumaberiliminoibutamowonwe","","false","({CL″}10⋅{⋅}{CL″}2)+{+}{CL″}1+{+}({CL}[10]{LIG}−1)","",NA,"Africa284-AtlanticCongo-numerals-kgal1244-1.csv","EAT","(10⋅2)+1+([10]−1)","(10⋅2)+1+(10−1)","abs(abs(10*2))+1+abs(abs(10-1))",1,30,FALSE
"104","numerals-lang1320-1-eighty-1","numerals-lang1320-1","Chan2019","eighty",80,"makími janâːnɛ","makimijanane",NA,"false","{CL″}10⋅{CL″″}4′+4",NA,NA,"Africa303-AtlanticCongo-numerals-lang1320-1.csv","EAT","10⋅4′+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"105","numerals-lang1320-1-twothousand-1","numerals-lang1320-1","Chan2019","twothousand",2000,"majaːnda javɪɾɪ","majandajaviri",NA,"false","{CL″}1000⋅{CL‴}1",NA,NA,"Africa303-AtlanticCongo-numerals-lang1320-1.csv","EAT","1000⋅1","1000⋅1","abs(1000*1)",1,1000,FALSE
"106","numerals-aghe1239-1-seven-1","numerals-aghe1239-1","Chan2019","seven",7,"sə̀ˠàⁿbə̄ˠā","saganbaga","","false","3′⋅2{?}","5 = 3?",NA,"Africa330-AtlanticCongo-numerals-aghe1239-1.csv","EAT","3′⋅2","3⋅2","abs(3*2)",1,6,FALSE
"107","numerals-aghe1239-1-seventeen-1","numerals-aghe1239-1","Chan2019","seventeen",17,"ɪ́ɣə̄màɣɪ̀msǒɣàⁿbə̄ˠā","igamagimsoganbaga","","false","10+{+}(3′⋅2)","",NA,"Africa330-AtlanticCongo-numerals-aghe1239-1.csv","EAT","10+(3′⋅2)","10+(3⋅2)","10+abs(abs(3*2))",1,16,FALSE
"108","numerals-aghe1239-1-twentyseven-1","numerals-aghe1239-1","Chan2019","twentyseven",27,"ŋ̩́ɣə́mḿ̩bə̀ˠààɣɪ̀wǒsə̀ɣàⁿbə̄ˠā","nggammbagaagiwosaganbaga","","false","(10⋅2)+{+}(3′⋅2{?})","",NA,"Africa330-AtlanticCongo-numerals-aghe1239-1.csv","EAT","(10⋅2)+(3′⋅2)","(10⋅2)+(3⋅2)","abs(abs(10*2))+abs(abs(3*2))",1,26,FALSE
"109","numerals-aghe1239-1-seventy-1","numerals-aghe1239-1","Chan2019","seventy",70,"ŋ̩́ɣə́msə̀ɣàⁿbə̄ˠā","nggamsaganbaga","","false","10⋅(3′⋅2{?})","",NA,"Africa330-AtlanticCongo-numerals-aghe1239-1.csv","EAT","10⋅(3′⋅2)","10⋅(3⋅2)","10*abs(abs(3*2))",1,60,FALSE
"110","numerals-mung1266-1-twohundred-1","numerals-mung1266-1","Chan2019","twohundred",200,"ŋkʉ̤̀ ibáā","ngkuibaa","","false","100⋅{CL}1",NA,NA,"Africa348-AtlanticCongo-numerals-mung1266-1.csv","EAT","100⋅1","100⋅1","abs(100*1)",1,100,FALSE
