Language_ID	Language_Name	Family	Glottocode	Base	Base_subsystem	Annotator	Comment
numerals-bata1285-1	Batanga, Cameroon, Equatorial Guinea	Atlantic-Congo	bata1285	decimal		Enock Appiah Tieku	NA
numerals-bati1251-1	Bati, Cameroon	Atlantic-Congo	bati1251	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bayo1255-1	Bayot, Guinea-Bissau	Atlantic-Congo	bayo1255	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bayo1255-2	Bayot, Senegal	Atlantic-Congo	bayo1255	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bebe1248-1	Bebele (Bə̀mbələ̀), Cameroon	Atlantic-Congo	bebe1248	decimal		Enock Appiah Tieku	NA
numerals-bebe1250-1	Bebe (Naami), Cameroon	Atlantic-Congo	bebe1250	decimal		Enock Appiah Tieku	NA
numerals-bebi1242-1	Bebil, Cameroon	Atlantic-Congo	bebi1242	decimal		Enock Appiah Tieku	NA
numerals-bedi1235-1	Ménik (Budik), Senegal	Atlantic-Congo	bedi1235	quinary AND decimal		Enock Appiah Tieku	NA
numerals-beem1239-1	Beembe, Congo	Atlantic-Congo	beem1239	decimal		Enock Appiah Tieku	NA
numerals-beez1238-1	Beezen (Bɛ̀zɛ̀n), Cameroon	Atlantic-Congo	beez1238	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bekw1241-1	Bekwarra, Nigeria	Atlantic-Congo	bekw1241	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bekw1242-1	Bekwil, Cameroon, Congo	Atlantic-Congo	bekw1242	quinary AND decimal		Enock Appiah Tieku	NA
numerals-bela1255-1	Belanda Viri, Sudan	Atlantic-Congo	bela1255	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bemb1257-1	Bemba, Zambia, DR of the Congo	Atlantic-Congo	bemb1257	? AND decimal		Enock Appiah Tieku	NA
numerals-bena1262-1	Bena, Tanzania	Atlantic-Congo	bena1262	decimal		Enock Appiah Tieku	NA
numerals-bena1262-2	Bena, Tanzania	Atlantic-Congo	bena1262	decimal		Enock Appiah Tieku	NA
numerals-bend1258-1	Bende-Tongwe, Tanzania	Atlantic-Congo	bend1258	decimal		Enock Appiah Tieku	NA
numerals-bend1258-2	Bende, Tanzania	Atlantic-Congo	bend1258	decimal		Enock Appiah Tieku	NA
numerals-beng1282-1	Benga, Equatorial Guinea, Gabon	Atlantic-Congo	beng1282	decimal		Enock Appiah Tieku	NA
numerals-bera1259-2	Bera (Bira), DR of the Congo	Atlantic-Congo	bera1259	decimal		Enock Appiah Tieku	NA
numerals-bero1242-1	Berom (Birom), Nigeria	Atlantic-Congo	bero1242	duodecimal		Enock Appiah Tieku	NA
numerals-besm1235-1	Besme, Chad	Atlantic-Congo	besm1235	decimal		Enock Appiah Tieku	NA
numerals-bete1261-1	Bete, Nigeria	Atlantic-Congo	bete1261	quinary		Enock Appiah Tieku	NA
numerals-bete1262-1	Bete-Bendi (Bə̀ttə́), Nigeria	Atlantic-Congo	bete1262	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bete1262-2	Bete-Bendi (Bette), Nigeria	Atlantic-Congo	bete1262	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-beti1249-1	Beti, Cameroon	Atlantic-Congo	beti1249	decimal		Enock Appiah Tieku	NA
numerals-bhel1238-1	Bhele (Pere), DR of the Congo	Atlantic-Congo	bhel1238	decimal		Enock Appiah Tieku	NA
numerals-biaf1240-2	Biafada, Guinea-Bissau	Atlantic-Congo	biaf1240	decimal		Enock Appiah Tieku	NA
numerals-bial1238-1	Biali, Benin, Burkina Faso	Atlantic-Congo	bial1238	decimal		Enock Appiah Tieku	NA
numerals-bidy1244-1	Bijago (Bijogo), Guinea-Bissau	Atlantic-Congo	bidy1244	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bila1255-1	Bila, DR of the Congo	Atlantic-Congo	bila1255	decimal		Enock Appiah Tieku	NA
numerals-binj1249-1	ciBinji, DR of the Congo	Atlantic-Congo	binj1249	decimal		Enock Appiah Tieku	NA
numerals-birw1238-1	Birwa (Sebirwa), Botswana	Atlantic-Congo	birw1238	decimal		Enock Appiah Tieku	NA
numerals-boko1261-1	Bokoto, CAR	Atlantic-Congo	boko1261	quinary AND decimal		Enock Appiah Tieku	NA
numerals-boky1238-1	Bokyi, Cross River State, Nigeria	Atlantic-Congo	boky1238	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bolo1263-1	Bolondó, DR of the Congo	Atlantic-Congo	bolo1263	decimal		Enock Appiah Tieku	NA
numerals-bomw1238-1	Bomwali, Cameroon, Congo	Atlantic-Congo	bomw1238	decimal		Enock Appiah Tieku	NA
numerals-bond1246-1	Kulango, Ghana, Côte d'Ivoire	Atlantic-Congo	bond1246	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bond1246-2	Kulango, Ghana, Côte d'Ivoire	Atlantic-Congo	bond1246	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bond1247-1	Bondei, Tanzania	Atlantic-Congo	bond1247	decimal		Enock Appiah Tieku	NA
numerals-bong1284-2	Bongili, DR of the Congo	Atlantic-Congo	bong1284	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-boun1243-1	Bouna Kulango, Côte d'Ivoire	Atlantic-Congo	boun1243	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-buam1238-1	Buamu, Burkina Faso	Atlantic-Congo	buam1238	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-budu1250-1	Budu, DR of the Congo	Atlantic-Congo	budu1250	decimal		Enock Appiah Tieku	NA
numerals-budz1238-1	Budza (Mbuza), DR of the Congo	Atlantic-Congo	budz1238	decimal		Enock Appiah Tieku	NA
numerals-buli1254-1	Buli, Ghana	Atlantic-Congo	buli1254	decimal		Enock Appiah Tieku	NA
numerals-bull1247-1	Bullom So( Mani), Sierra Leone	Atlantic-Congo	bull1247	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-bumm1238-1	Bum, Cameroon	Atlantic-Congo	bumm1238	decimal		Enock Appiah Tieku	NA
numerals-bura1271-1	Burak, Nigeria	Atlantic-Congo	bura1271	? AND vigesimal		Enock Appiah Tieku	NA
numerals-bush1247-1	Bushong, DR of the Congo	Atlantic-Congo	bush1247	decimal		Enock Appiah Tieku	NA
numerals-buuu1244-1	Bu, Nassarawa state, Nigeria	Atlantic-Congo	buuu1244	quinary AND decimal		Enock Appiah Tieku	NA
numerals-byep1241-1	Byep, Cameroon	Atlantic-Congo	byep1241	? AND decimal		Enock Appiah Tieku	NA
numerals-came1252-1	Cameroon Mambila, Cameroon	Atlantic-Congo	came1252	quinary AND decimal		Enock Appiah Tieku	NA
numerals-ceba1235-1	Cebaara Senoufo, Côte d'Ivoire	Atlantic-Congo	ceba1235	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-cent2018-1	CE Niger Fulfulde, Niger	Atlantic-Congo	cent2018	quinary AND ?		Enock Appiah Tieku	NA
numerals-cent2018-2	Eastern Niger Fulfulde, Niger	Atlantic-Congo	cent2018	quinary AND decimal		Enock Appiah Tieku	NA
numerals-cerm1238-1	Cerma (Kirma), Burkina Faso	Atlantic-Congo	cerm1238	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-chak1271-1	Chakali, Ghana	Atlantic-Congo	chak1271	vigesimal		Enock Appiah Tieku	NA
numerals-chee1238-1	Rukuba (Che), Nigeria	Atlantic-Congo	chee1238	quinary AND duodecimal		Enock Appiah Tieku	NA
numerals-cher1271-1	Cherepon, Ghana	Atlantic-Congo	cher1271	decimal		Enock Appiah Tieku	NA
numerals-chig1238-1	Chiga, Uganda	Atlantic-Congo	chig1238	decimal		Enock Appiah Tieku	NA
numerals-chok1245-1	Chokwe, Angola, Zambia	Atlantic-Congo	chok1245	? AND decimal		Enock Appiah Tieku	NA
numerals-chop1243-1	Chopi, Mozambique	Atlantic-Congo	chop1243	quinary AND decimal		Enock Appiah Tieku	NA
numerals-chop1243-2	Chopi, Mozambique	Atlantic-Congo	chop1243	quinary AND decimal		Enock Appiah Tieku	NA
numerals-chuk1274-1	Chuka (Gichuka), Kenya	Atlantic-Congo	chuk1274	? AND decimal		Enock Appiah Tieku	NA
numerals-chum1261-1	Chumburung, Ghana	Atlantic-Congo	chum1261	? AND decimal		Enock Appiah Tieku	NA
numerals-chuw1238-1	Chuwabu, Mozambique	Atlantic-Congo	chuw1238	quinary AND decimal		Enock Appiah Tieku	NA
numerals-cici1237-1	Western Acipa (Cicipu), Nigeria	Atlantic-Congo	cici1237	? AND decimal		Enock Appiah Tieku	NA
numerals-cind1241-1	Cinda (Kamuku), Nigeria	Atlantic-Congo	cind1241	quinary AND decimal		Enock Appiah Tieku	NA
numerals-clel1238-1	C'lela, Nigeria	Atlantic-Congo	clel1238	vigesimal		Enock Appiah Tieku	NA
numerals-como1258-1	Karimjo (Khiyu), Nigeria	Atlantic-Congo	como1258	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-cros1244-1	Leggbo, Nigeria	Atlantic-Congo	cros1244	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-cros1244-2	Mbembe (Cross River), Nigeria	Atlantic-Congo	cros1244	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-cung1238-1	Cung (Mbuk), Cameroon	Atlantic-Congo	cung1238	decimal		Enock Appiah Tieku	NA
numerals-cung1238-2	Cung (Chung), Cameroon	Atlantic-Congo	cung1238	decimal		Enock Appiah Tieku	NA
numerals-cwib1235-1	Cwi Bwamu, Burkina Faso	Atlantic-Congo	cwib1235	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-dadi1249-1	Dadiya, Nigeria	Atlantic-Congo	dadi1249	decimal		Enock Appiah Tieku	NA
numerals-dagb1246-1	Dagbani (Dagomba), Ghana	Atlantic-Congo	dagb1246	decimal		Enock Appiah Tieku	NA
numerals-dayy1236-1	Day (Buna dialect), Chad	Atlantic-Congo	dayy1236	decimal		Enock Appiah Tieku	NA
numerals-dege1246-1	Degema, Nigeria	Atlantic-Congo	dege1246	vigesimal		Enock Appiah Tieku	NA
numerals-degg1238-1	Deg (Degha), Ghana	Atlantic-Congo	degg1238	decimal		Enock Appiah Tieku	NA
numerals-delo1240-1	Delo, Ghana, Togo	Atlantic-Congo	delo1240	? AND vigesimal		Enock Appiah Tieku	NA
numerals-deng1250-1	Ndengese, DR of the Congo	Atlantic-Congo	deng1250	decimal		Enock Appiah Tieku	NA
numerals-deny1238-1	Denya, Cameroon	Atlantic-Congo	deny1238	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-diji1241-1	Dijim-Bwilim, Nigeria	Atlantic-Congo	diji1241	decimal		Enock Appiah Tieku	NA
numerals-ding1239-1	Ding, DR of the Congo	Atlantic-Congo	ding1239	decimal		Enock Appiah Tieku	NA
numerals-diri1252-1	Diriku (RuGciriku), Namibia	Atlantic-Congo	diri1252	quinary AND decimal		Enock Appiah Tieku	NA
numerals-dita1238-1	Ditammari, Benin, Togo	Atlantic-Congo	dita1238	decimal		Enock Appiah Tieku	NA
numerals-dita1238-2	Ditammari, Benin, Togo	Atlantic-Congo	dita1238	decimal		Enock Appiah Tieku	NA
numerals-djim1235-1	Djimini Senoufo, Côte d'Ivoire	Atlantic-Congo	djim1235	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-dogo1295-1	Dogosé, Burkina Faso	Atlantic-Congo	dogo1295	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-domp1238-1	Dompo, Bono Region, Ghana	Atlantic-Congo	domp1238	vigesimal		Enock Appiah Tieku	NA
numerals-dong1290-1	Dongo, DR of the Congo	Atlantic-Congo	dong1290	decimal		Enock Appiah Tieku	NA
numerals-doon1238-1	Doondo, DR of the Congo	Atlantic-Congo	doon1238	decimal		Enock Appiah Tieku	NA
numerals-doya1240-1	Doyayo, Cameroon	Atlantic-Congo	doya1240	quinary AND decimal		Enock Appiah Tieku	NA
numerals-dual1243-1	Duala, Cameroon	Atlantic-Congo	dual1243	decimal		Enock Appiah Tieku	NA
numerals-dugu1248-1	Dugun, Cameroon	Atlantic-Congo	dugu1248	? AND vigesimal		Enock Appiah Tieku	NA
numerals-duma1253-1	Duma, Gabon	Atlantic-Congo	duma1253	? AND decimal		Enock Appiah Tieku	NA
numerals-duru1249-1	Duruma, Kenya	Atlantic-Congo	duru1249	? AND decimal		Enock Appiah Tieku	NA
numerals-duup1238-1	Duupa (Papé), Cameroon	Atlantic-Congo	duup1238	? AND vigesimal		Enock Appiah Tieku	NA
numerals-dwan1238-1	Dwang (Bekye), Ghana	Atlantic-Congo	dwan1238	decimal		Enock Appiah Tieku	NA
numerals-dyan1251-1	Dyan, Burkina Faso	Atlantic-Congo	dyan1251	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-dyan1251-2	Dyan, Burkina Faso	Atlantic-Congo	dyan1251	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-dzaa1238-1	Jenjo (Dza), Nigeria	Atlantic-Congo	dzaa1238	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-east2387-1	East Limba, Sierra Leone, Guinea	Atlantic-Congo	east2387	quinary AND decimal		Enock Appiah Tieku	NA
numerals-east2398-1	Eastern Karaboro, Burkina Faso	Atlantic-Congo	east2398	? AND vigesimal		Enock Appiah Tieku	NA
numerals-east2398-2	Eastern Karaboro, Burkina Faso	Atlantic-Congo	east2398	? AND vigesimal		Enock Appiah Tieku	NA
numerals-ebir1243-1	Ebira, Nigeria	Atlantic-Congo	ebir1243	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-ebug1241-1	Ebughu, Nigeria	Atlantic-Congo	ebug1241	quinary		Enock Appiah Tieku	NA
numerals-edec1238-1	Cabe (Ede Cabe), Benin	Atlantic-Congo	edec1238	mixed		Enock Appiah Tieku	NA
numerals-edei1244-1	Idaca (Ede Idaca), Benin	Atlantic-Congo	edei1244	decimal AND vigesimal		Enock Appiah Tieku	NA
numerals-edei1246-1	Ede Ica (Ica), Benin	Atlantic-Congo	edei1246	decimal AND vigesimal		Enock Appiah Tieku	NA
numerals-efai1241-1	Efai, Nigeria	Atlantic-Congo	efai1241	mixed		Enock Appiah Tieku	NA
numerals-efik1245-1	Efik, Nigeria	Atlantic-Congo	efik1245	mixed		Enock Appiah Tieku	NA
numerals-eggo1239-1	Eggon, Nigeria	Atlantic-Congo	eggo1239	quinary AND decimal		Enock Appiah Tieku	NA
numerals-eggo1239-2	Eggon, Nigeria	Atlantic-Congo	eggo1239	quinary AND decimal		Enock Appiah Tieku	NA
numerals-ejag1239-1	Ejagham, Cameroon	Atlantic-Congo	ejag1239	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-ekaj1238-1	Ekajuk, Nigeria	Atlantic-Congo	ekaj1238	vigesimal		Enock Appiah Tieku	NA
numerals-ekpe1253-1	Ekpeye, Nigeria	Atlantic-Congo	ekpe1253	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-elem1253-1	Eleme, Nigeria	Atlantic-Congo	elem1253	? AND vigesimal		Enock Appiah Tieku	NA
numerals-elip1238-1	Nulibie (Elip), Cameroon	Atlantic-Congo	elip1238	? AND vigesimal		Enock Appiah Tieku	NA
numerals-eloy1241-1	Eloyi, Nassarawa State, Nigeria	Atlantic-Congo	eloy1241	quinary AND decimal		Enock Appiah Tieku	NA
numerals-eloy1241-2	Eloyi, Nassarawa State, Nigeria	Atlantic-Congo	eloy1241	decimal		Enock Appiah Tieku	NA
numerals-eloy1241-3	Eloyi, Nassarawa State, Nigeria	Atlantic-Congo	eloy1241	decimal		Enock Appiah Tieku	NA
numerals-emai1241-1	Emai (Emai-luleha-Ora ), Nigeria	Atlantic-Congo	emai1241	vigesimal		Enock Appiah Tieku	NA
numerals-embu1241-1	Embu, Kenya	Atlantic-Congo	embu1241	decimal		Enock Appiah Tieku	NA
numerals-enge1239-1	Engenni, Nigeria	Atlantic-Congo	enge1239	? AND vigesimal		Enock Appiah Tieku	NA
numerals-esan1238-1	Esan, Nigeria	Atlantic-Congo	esan1238	decimal AND vigesimal		Enock Appiah Tieku	NA
numerals-esim1238-1	Esimbi, Cameroon, Nigeria	Atlantic-Congo	esim1238	quinary AND decimal		Enock Appiah Tieku	NA
numerals-esim1238-2	Esimbi, Cameroon, Nigeria	Atlantic-Congo	esim1238	? AND decimal		Enock Appiah Tieku	NA
numerals-eten1239-1	Aten (Eten), Nigeria	Atlantic-Congo	eten1239	duodecimal		Enock Appiah Tieku	NA
numerals-eton1253-1	Eton, Cameroon	Atlantic-Congo	eton1253	decimal		Enock Appiah Tieku	NA
numerals-etul1245-1	Etulo, Nigeria	Atlantic-Congo	etul1245	quinary AND vigesimal		Enock Appiah Tieku	NA
numerals-ewee1241-1	Éwé, Togo, Ghana	Atlantic-Congo	ewee1241	decimal		Enock Appiah Tieku	NA
