Language_ID	Language_Name	Family	Glottocode	Base	Base_subsystem	Annotator	Comment
	Kaniet-Dempwolff	Oceanic	kani1283	decimal	decimal modified	Russell Barlow	subtraction for 7, 8, 9; 10 is underived; numerals above 10 unknown
	Kaningra	Sepik	kani1285	unknown	unknown	Russell Barlow	no data
	Kanite	Kainantu-Goroka	kani1286	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 = one hand?
	Kankanaey	Western Malayo-Polynesian	kank1243	decimal	decimal proper	Russell Barlow	11 to 19 = x + n
	Kanowit-Tanjong Melanau	Western Malayo-Polynesian	kano1244	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 11 to 19 = n + x
	Kao	North Halmahera	kaoo1238	unknown	unknown	Russell Barlow	no data
	Kapingamarangi	Oceanic	kapi1249	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kapin	Oceanic	kapi1250	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Kapori	Kapori	kapo1250	unknown	unknown	Russell Barlow	no data
	Kap	Oceanic	kapp1237	quinary	quinary	Russell Barlow	6 to 9 = 5 + n 
	Kapriman	Sepik	kapr1245	quinary	quinary	Russell Barlow	5 resembles fingers; 6 to 9 = 5 + n
	Kaptiau	Oceanic	kapt1235	unknown	unknown	Russell Barlow	no data past 3
	Kara (Papua New Guinea)	Oceanic	kara1486	quinary	quinary	Russell Barlow	reduplicated 3; sequential number word formation for 4, 5; 6 to 9 = x + n
	Karao	Western Malayo-Polynesian	kara1487	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Mandaya	Western Malayo-Polynesian	kara1489	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Karawa	Sepik	kara1495	quinary	quinary	Russell Barlow	5 contains arm; 6 = 5 + 1; 10 = 5 ⋅ [2]; 7 and 8 are obscure
	Karami	Karami	kara1497	unknown	unknown	Russell Barlow	no data between 10 and 20; ten distinct forms given, with no discernable system (body tally?)
	Kalamang	West Bomberai	kara1499	decimal	decimal modified	Russell Barlow	(senary) addition for 7 (6 + x); possible subtraction for 8, 9 ?; 11 to 19 = 10 + n
	Karey	Central Malayo-Polynesian	kare1339	decimal	decimal modified	Russell Barlow	(senary) addition for 7 (6 + 1), multiplication for 8 (4 ⋅ 2); 10, 100, 1000 distinct
	Kare (Papua New Guinea)	Madang	kare1341	unknown	unknown	Russell Barlow	no data past 2
	Karkar-Yuri	Pauwasi	kark1258	unknown	unknown	Russell Barlow	body tally (5 = thumb)
	Karnai	Oceanic	karn1252	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Karore	Oceanic	karo1298	unknown	unknown	Russell Barlow	no data
	Northern Binukidnon	Western Malayo-Polynesian	karo1299	unknown	unknown	Russell Barlow	no data
	Kasiguranin	Western Malayo-Polynesian	kasi1256	decimal	decimal proper	Russell Barlow	20 = 2 ⋅ 10
	Kasua	Bosavi	kasu1251	unknown	unknown	Russell Barlow	body tally (5 = thumb)
	Avava	Oceanic	katb1237	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Kâte	Finisterre-Huon	kate1253	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 = hand one; alternative quinary system?
	Kaulong	Oceanic	kaul1240	quinary	quinary	Russell Barlow	6 to 9 = n + x
	Kaur	Western Malayo-Polynesian	kaur1269	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = n + x
	Kaure-Narau	Kaure-Kosare	kaur1271	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + x
	Kauwera	Greater Kwerba	kauw1242	quinary	quinary	Russell Barlow	binary (historically)? (looks like 4 < 2 + 2, with innovative 2); 5 contains hand; 6 to 9 = 5 + n
	Kavalan	Formosan	kava1241	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kawacha	Angan	kawa1276	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1
	Kawe	South Halmahera-West New Guinea	kawe1240	decimal	decimal proper	Russell Barlow	20 = 10 ⋅ 2
	Kawi	Western Malayo-Polynesian	kawi1241	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 11 to 19 = n + x
	Kayan Mahakam	Western Malayo-Polynesian	kaya1324	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 11 to 19 = 10 + n; or 11 to 19 = n + 10
	Kayan River Kayan	Western Malayo-Polynesian	kaya1325	unknown	unknown	Russell Barlow	no data
	Kayagar	Kayagaric	kaya1328	quinary	quinary	Russell Barlow	5 contains hand?; 6 to 9 = 5 + n
	Kayeli	Central Malayo-Polynesian	kaye1241	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 12 = 10 + 2
	Kayupulau	Oceanic	kayu1243	quaternary	quaternary	Russell Barlow	simplex 5; 6 = x + 2; subtraction for 7 (8 minus 1); 8 = x ⋅ 2; 9 = 8 + 1; 10 = 8 + 2
	Kazukuru	Oceanic	kazu1245	decimal	decimal proper	Russell Barlow	10, 100 distinct
	Keak	Ndu	keak1239	quinary	quinary	Russell Barlow	5 contains hand; 6 to 9 = x + n
	Keapara	Oceanic	keap1239	decimal	decimal modified	Russell Barlow	multiplication/addition for 6 ([2] ⋅ 3), 7 ([2] ⋅ 3 + 1), 8 ([2] ⋅ 4), 9 ([2] ⋅ 4 + 1); 11 to 19 = 10 + n; also, 2 through 5 are all reduplicated
	Kedah-Perak Malay	Western Malayo-Polynesian	keda1251	unknown	unknown	Russell Barlow	no data
	Kedang	Central Malayo-Polynesian	keda1252	decimal	decimal modified	Russell Barlow	multiplication for 8 (< 4 ⋅ 2 ?); (quinary) addition for 9 (5 + 4); 11 to 19 = x + n
	Keder	Tor-Orya	kede1239	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; quinary starting at 5
	Kehu	Kehu	kehu1238	unknown	unknown	Russell Barlow	no data past 2; reportedly “1, 2, many”
	Kei	Central Malayo-Polynesian	keii1239	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kein	Madang	kein1239	unknown	unknown	Russell Barlow	body tally? (8 = elbow?)
	Kela (Papua New Guinea)	Oceanic	kela1255	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Kelabit	Western Malayo-Polynesian	kela1258	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kele (Papua New Guinea)	Oceanic	kele1258	decimal	decimal modified	Russell Barlow	subtraction for 7, 8, 9; 11 = 10 + 1; 12 = 10 + 2
	Keley-i Kallahan	Western Malayo-Polynesian	kele1259	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Klon	Timor-Alor-Pantar	kelo1247	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 7 maybe < Austronesian 7 and [10 minus] 3; 11 to 19 = 10 + n
	Kemak	Central Malayo-Polynesian	kema1243	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kemberano	South Bird's Head Family	kemb1235	unknown	unknown	Russell Barlow	no data past 10, but possibly decimal modified (subtraction for 7, 8 ?)
	Mateq	Western Malayo-Polynesian	kemb1249	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 12 = 10 + 2; 12 = 10 + 2
	Kembra	Lepki-Murkim-Kembra	kemb1250	unknown	unknown	Russell Barlow	no data
	Kemtuik	Nimboranic	kemt1242	binary	binary+3	Russell Barlow	4 = 2 + 2; 5 contains hand; quinary starting at 5
	Kenati	Kainantu-Goroka	kena1250	unknown	unknown	Russell Barlow	no data
	Kendayan-Belangin	Western Malayo-Polynesian	kend1254	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = n + x
	Keninjal	Western Malayo-Polynesian	keni1248	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 = 1 + x; 12 = 2 + x
	Keningau Murut	Western Malayo-Polynesian	keni1249	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 20 = 2 ⋅ 10
	Kéo	Central Malayo-Polynesian	keoo1238	decimal	decimal modified	Russell Barlow	(quinary) addition for 6 (5 + 1), 7 (5 + 2); multiplication for 8 (2 ⋅ 4); subtraction for 9; 11 to 19 = 10 + n
	Keoru-Ahia	Eleman	keor1235	unknown	unknown	Russell Barlow	all numerals are said to be the names of fingers and toes
	Kepo'	Central Malayo-Polynesian	kepo1237	unknown	unknown	Russell Barlow	no data
	Kereho	Western Malayo-Polynesian	kere1285	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 10, 100, 1000 distinct
	Kerewo	Kiwaian	kere1286	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains hand; quinary starting at 5
	Kerinci	Western Malayo-Polynesian	keri1250	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = n + x
	Kesawai	Madang	kesa1244	binary	binary+3	Russell Barlow	4 = 2 + 2, 5 = 2 + 2 + 1
	Ketangalan	Formosan	keta1243	decimal	decimal proper	Russell Barlow	1 through 10 < PAN; numerals above 10 unknown
	Ketengban	Mek	kete1254	unknown	unknown	Russell Barlow	body tally (5 = thumb); alternative quinary gesturing for 10 and 20
	Ketum	Asmat-Awyu-Ok	ketu1238	unknown	unknown	Russell Barlow	body tally? (5 = thumb?; 7 = elbow?)
	Keyagana	Kainantu-Goroka	keya1238	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains hand; quinary starting at 5
	Khehek	Oceanic	kheh1237	decimal	decimal modified	Russell Barlow	subtraction for 6, 7, 8, 9; 11 = 10 + 1, 12 = 10 + 2
	Kibiri	Kibiri	kibi1239	quinary	quinary	Russell Barlow	subtraction for 4 (contains thumb); 5 = palm?; 6 to 9 = 5 + n 
	Kilivila	Oceanic	kili1267	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Kilmeri	Border	kilm1241	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; or binary+4; 5 = hand half
	Kimaragang	Western Malayo-Polynesian	kima1244	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kimaama	Kolopom	kima1246	senary	senary	Russell Barlow	7 to 11 = 6 + n; or, alternative subtractive 11 (12 minus 1)?
	Kimki	Kimki	kimk1238	binary	binary proper	Russell Barlow	3 = 2 + 1; 4 unknown, but, supposedly after 3, ‘many’
	Kinaray-a	Western Malayo-Polynesian	kina1250	decimal	decimal proper	Russell Barlow	20 = 2 ⋅ 10; 50 = 5 ⋅ [10]
	Kinalakna	Finisterre-Huon	kina1251	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains hand; quinary starting at 5
	Kinabalian	Western Malayo-Polynesian	kina1252	unknown	unknown	Russell Barlow	no data
	Kioko	Western Malayo-Polynesian	kiok1239	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kiput	Western Malayo-Polynesian	kipu1237	decimal	decimal modified	Russell Barlow	subtraction for 8, 9 ?; 11 to 19 = 10 + n
	Kire	Ramu	kire1240	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + x; also body tally (5 = thumb)
	Kirikiri	Lakes Plain	kiri1256	unknown	unknown	Russell Barlow	no data past 2; reportedly “1, 2, many”
	Kisar	Central Malayo-Polynesian	kisa1266	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kis	Oceanic	kiss1246	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Klias River Kadazan	Western Malayo-Polynesian	klia1235	unknown	unknown	Russell Barlow	no data
	Koba	Central Malayo-Polynesian	koba1240	decimal	decimal modified	Russell Barlow	(senary) addition for 7 (6 + 1), multiplication for 8 (4 ⋅ 2); 10, 100, 1000 distinct
	Kobol	Madang	kobo1248	unknown	unknown	Russell Barlow	no data past 2
	Kobon	Madang	kobo1249	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 contains hand?; quinary starting at 5; also body tally (5 = thumb)
	Kodeoha	Western Malayo-Polynesian	kode1237	decimal	decimal proper	Russell Barlow	20 = 2 ⋅ 10
	Kodi-Gaura	Central Malayo-Polynesian	kodi1247	decimal	decimal modified	Russell Barlow	multiplication for 8 (2 ⋅ 4), subtraction for 9; 11 to 19 = 10 + n
	Kofei	Geelvink Bay	kofe1239	quinary	quinary	Russell Barlow	5 contains hand?; 6 to 9 = x + n
	Kohin	Western Malayo-Polynesian	kohi1250	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 11 = 1 + x; 20 = 2 ⋅ 10
	Koitabu	Koiarian	koit1244	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2; 5 contains hand; simplex 6, 7 ?; (decimal) subtraction for 8, 9 ?
	Koiwat	Ndu	koiw1243	unknown	unknown	Russell Barlow	no data
	Kokenop Mandobo	Asmat-Awyu-Ok	koke1241	unknown	unknown	Russell Barlow	no data past 5
	Kokoda	South Bird's Head Family	koko1265	quinary	quinary	Russell Barlow	5 contains hand?; 6 to 9 = 5 + n
	Kokota	Oceanic	koko1269	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kola	Central Malayo-Polynesian	kola1285	decimal	decimal modified	Russell Barlow	(senary) addition for 7 (6 + 1); multiplication for 8 (4 ⋅ 2); 11 to 19 = 10 + n
	Kolibugan Subanon	Western Malayo-Polynesian	koli1253	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kolom	Madang	kolo1267	quinary	quinary	Russell Barlow	5 contains hand; 6 = 5 + 1; 10 = 5 ⋅ 2
	Kol (Papua New Guinea)	Kol (Papua New Guinea)	kolp1236	binary	binary+4	Russell Barlow	3 = 2 + 1
	Koluwawa	Oceanic	kolu1245	quinary	quinary	Russell Barlow	5 contains hand; 6 to 9 = 5 + n; 10 = 5 + 5
	Kombio	Nuclear Torricelli	komb1272	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2; 5 = hand side; quinary starting at 5
	Komba	Finisterre-Huon	komb1273	quinary	quinary	Russell Barlow	5 = hand side; 6 to 9 = 5 + n
	Kombai	Asmat-Awyu-Ok	komb1274	binary	binary proper	Russell Barlow	3 = 2 + x; 4 = 2 + 2; also body tally (5 = thumb)
	Komering	Western Malayo-Polynesian	kome1238	decimal	decimal proper	Russell Barlow	11 to 19 = n + x
	Kominimung	Ramu	komi1271	binary	binary proper	Russell Barlow	3 = x + 2; 4 = 2 + 2; distinct 2
	Komodo	Central Malayo-Polynesian	komo1261	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 12 = 10 + 2
	Kompane	Central Malayo-Polynesian	komp1237	decimal	decimal modified	Russell Barlow	(senary) addition for 7 (6 + 1), multiplication for 8 (4 ⋅ 2); 10, 100, 1000 distinct
	Komyandaret	Asmat-Awyu-Ok	komy1238	unknown	unknown	Russell Barlow	body tally? (5 = thumb?; 6 = wrist?)
	Konai	East Strickland	kona1242	binary	binary+3	Russell Barlow	4 = 2 + 2; also body tally (5 = thumb)
	Yaben (Konda)	Konda-Yahadian	kond1303	quinary	quinary	Russell Barlow	or 3 < x + 2 ?; 6 to 9 = y + n
	Koneraw	Mombum-Koneraw	kone1241	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Konomala	Oceanic	kono1269	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 15 = 10 + 5
	Kopar	Lower Sepik	kopa1248	quinary	quinary	Russell Barlow	6 to 9 = n + x; or 6 to 9 = 5 + n
	Kopkaka	Asmat-Awyu-Ok	kopk1238	unknown	unknown	Russell Barlow	body tally (5 = thumb
	Korafe-Yegha	Greater Binanderean	kora1294	binary	binary+4	Russell Barlow	3 = 2 + 1; 4 subtractive from hand?
	Korak	Madang	kora1296	unknown	unknown	Russell Barlow	no data past 2
	Korapun-Bromley	Mek	kora1298	unknown	unknown	Russell Barlow	no data
	Koro-Olrat	Oceanic	koro1308	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Koronadal Blaan	Western Malayo-Polynesian	koro1310	decimal	decimal proper	Russell Barlow	20 = 2 ⋅ 10
	Koroni	Western Malayo-Polynesian	koro1311	decimal	decimal proper	Russell Barlow	20 = 2 ⋅ 10
	Korowai	Asmat-Awyu-Ok	koro1312	unknown	unknown	Russell Barlow	body tally (5 = thumb)
	Koromira	South Bougainville	koro1313	quinary	quinary	Russell Barlow	6 = 5 + 1
	Korupun-Sela	Mek	koru1245	unknown	unknown	Russell Barlow	body tally (5 = thumb)
	Kosarek Yale	Mek	kosa1249	unknown	unknown	Russell Barlow	body tally (5 = thumb)
	Kosadle	Kaure-Kosare	kosa1251	unknown	unknown	Russell Barlow	no data
	Kosraean	Oceanic	kosr1238	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kota Bangun Kutai Malay	Western Malayo-Polynesian	kota1275	decimal	decimal proper	Russell Barlow	11 to 19 = n + x
	Kota Marudu Talantang	Western Malayo-Polynesian	kota1279	unknown	unknown	Russell Barlow	no data
	Kovai	Finisterre-Huon	kova1243	quinary	quinary	Russell Barlow	5 contains hand; 6 to 9 = 5 + n
	Kove	Oceanic	kove1237	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Kowaki	Madang	kowa1245	unknown	unknown	Russell Barlow	no data past 2
	Kowiai	Central Malayo-Polynesian	kowi1239	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	I'saka	Sko	kris1246	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or hand contains 5; or binary+3
	Kuanua	Oceanic	kuan1248	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Kulungtfu-Yuanggeng-Tobo	Finisterre-Huon	kube1244	quinary	quinary	Russell Barlow	5 contains hand; 4 derives from ‘thumb without’ (subtractive from 5); 6 to 9 = 5 + n
	Kubo	East Strickland	kubo1242	unknown	unknown	Russell Barlow	body tally (5 = thumb)
	Kubu	Western Malayo-Polynesian	kubu1239	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 = 1 + x
	Kui (Indonesia)	Timor-Alor-Pantar	kuii1253	quinary	quinary	Russell Barlow	simplex 6; 7 = 5 + 2; 8 < x ⋅ 4 ?; 9 = 5 + 4
	Kuijau	Western Malayo-Polynesian	kuij1237	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 20 = 2 ⋅ 10
	Kula (Indonesia)	Timor-Alor-Pantar	kula1280	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Kulisusu	Western Malayo-Polynesian	kuli1254	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Pazeh-Kahabu	Formosan	kulo1237	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Kulon	Formosan	kulo1238	unknown	unknown	Russell Barlow	no data
	Nêlêmwa-Nixumwak	Oceanic	kuma1276	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Kumalu	Oceanic	kuma1278	quinary	quinary	Russell Barlow	5 = hand half?;10 = 5 ⋅ 2
	Kuman	Chimbu-Wahgi	kuma1280	binary	binary proper	Russell Barlow	3 = 2 + 1, 4 = 2 + 2, 5 = 2 + 2 + 1; or 5 = hand half; quinary starting at 5
	Kumbewaha	Western Malayo-Polynesian	kumb1274	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kumukio	Finisterre-Huon	kumu1247	binary	binary+3	Russell Barlow	4 = 2 + 2; 5 contains hand
	Kuni	Oceanic	kuni1263	binary	binary+3	Russell Barlow	4 = 2 + 2; or preserved Austronesian 4 in one dialect?; quinary starting at 5
	Kuni-Boazi	Anim	kuni1265	binary	binary+3	Russell Barlow	4 = 2 + 2; 5 contains hand; quinary starting at 5
	Kunimaipa	Goilalan	kuni1267	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2; 5 = hand one; quinary starting at 5
	Kánchá	Yam	kunj1246	binary	binary+3	Russell Barlow	4 < 2 + 2; 6 = 2 + 2 + 2
	Kuot	Kuot	kuot1243	decimal	decimal proper	Russell Barlow	quinary? (may derive from quinary plus formatives: 6 to 9 possibly < x + n); possible sequential number word formation for 2, 7
	Kupang Malay	Western Malayo-Polynesian	kupa1239	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 11 to 19 = n + x
	Nabi	South Halmahera-West New Guinea	kuri1260	quinary	quinary	Russell Barlow	5 contains hand?; 6 to 9 = x + n
	Kur	Central Malayo-Polynesian	kurr1245	decimal	decimal proper	Russell Barlow	15 = 10 + 5
	Kurti	Oceanic	kurt1250	decimal	decimal modified	Russell Barlow	subtraction for 7, 8, 9; 11 = 10 + 1, 12 = 10 + 2
	Kurudu	South Halmahera-West New Guinea	kuru1305	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Kusaghe-Njela	Oceanic	kusa1251	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kwaio	Oceanic	kwai1243	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kwamera	Oceanic	kwam1252	quinary	quinary	Russell Barlow	6 to 9 = 5 + n
	Kwamtim One	Nuclear Torricelli	kwam1254	unknown	unknown	Russell Barlow	no data
	Kwanga	Sepik	kwan1278	binary	binary+3	Russell Barlow	4 = 2 + 2; 5 contains hand; quinary starting at 7
	Kwara'ae	Oceanic	kwar1239	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Kwato	Madang	kwat1244	binary	binary+3	Russell Barlow	4 = 2 + 2; or distinct 4 ?; or 4 = subtractive from hand?
	Kwerba Mamberamo	Greater Kwerba	kwer1263	binary	binary proper	Russell Barlow	3 < x + 2 ?; 4 = y + y; 5 = z + z + a; quinary starting at 6
	Kwerisa	Lakes Plain	kwer1264	unknown	unknown	Russell Barlow	no data past 2
	Kwer	Asmat-Awyu-Ok	kwer1265	unknown	unknown	Russell Barlow	no data past 5; 5 = thumb?; resembles other Ok family body tally terms
	Kwesten	Tor-Orya	kwes1245	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2, 5 = 2 + 2 + x; or 5 contains hand?
	Kwinsu	Tor-Orya	kwin1242	unknown	unknown	Russell Barlow	no data
	Kwoma	Sepik	kwom1262	binary	binary proper	Russell Barlow	3 = 2 + x, 4 = 2 + 2; 5 contains hand; quinary starting at 5
	Kyaka	Enga-Kewa-Huli	kyak1244	decimal	decimal modified	Russell Barlow	5 contains hand; 6 contains thumb; subtraction for 8, 9; 11 to 19 = 10 + n
	Kyenele	Yuat	kyen1243	quinary	quinary	Russell Barlow	5 contains hand; 6 to 9 = x + n
	Label	Oceanic	labe1239	decimal	decimal proper	Russell Barlow	1 through 10 < PAN; distinct 100
	Ninde	Oceanic	labo1244	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Labu	Oceanic	labu1248	quinary	quinary	Russell Barlow	5 = hand half?; 6 to 9 = 5 + n
	Labuk-Kinabatangan Kadazan	Western Malayo-Polynesian	labu1249	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 20 = 2 ⋅ 10
	Laeko-Libuat	Nuclear Torricelli	laek1243	unknown	unknown	Russell Barlow	no data
	Laghu	Oceanic	lagh1246	decimal	decimal proper	Russell Barlow	10, 100, 1000 distinct
	Laha (Indonesia)	Central Malayo-Polynesian	laha1251	decimal	decimal proper	Russell Barlow	1 through 10 < PAN; numerals above 10 unknown
	Lahanan	Western Malayo-Polynesian	laha1253	decimal	decimal modified	Russell Barlow	subtraction for 9 ?; 11 to 19 = 10 + n
	Laiyolo	Western Malayo-Polynesian	laiy1246	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 12 = 10 + 2
	Lakalei	Central Malayo-Polynesian	laka1255	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Lakon	Oceanic	lako1245	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Lakuramau	Oceanic	laku1238	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Lala	Oceanic	lala1268	decimal	decimal modified	Russell Barlow	multiplication/addition for 6 ([2] ⋅ 3), 7 ([2] ⋅ 3 + 1), 8 ([2] ⋅ 4), 9 ([2] ⋅ 4 + 1); 11 to 19 = 10 + n
	Lamaholot	Central Malayo-Polynesian	lama1277	decimal	decimal proper	Russell Barlow	8 historically from 4 ⋅ 2 ?; 11 to 19 = 10 + n
	Peripheral Lembata	Central Malayo-Polynesian	lama1278	decimal	decimal proper	Russell Barlow	8 historically from 4 ⋅ 2 ?; 11 to 19 = 10 + n
	Lamatuka	Central Malayo-Polynesian	lama1279	unknown	unknown	Russell Barlow	no data
	Lamboya	Central Malayo-Polynesian	lamb1273	decimal	decimal modified	Russell Barlow	multiplication for 8 (2 ⋅ 4), subtraction for 9; 11 to 19 = 10 + n
	Lamenu	Oceanic	lame1260	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Western Pantar	Timor-Alor-Pantar	lamm1241	decimal	decimal modified	Russell Barlow	subtraction for 9; (quinary) addition for 7 (x + 2), 8 (x + 3); 11 to 19 = 10 + n
	Lamogai	Oceanic	lamo1244	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Lampung Nyo	Western Malayo-Polynesian	lamp1242	decimal	decimal proper	Russell Barlow	11 to 19 = n + x
	Lampung Api	Western Malayo-Polynesian	lamp1243	decimal	decimal proper	Russell Barlow	11 = 1 + x; 12 = 2 + x
	Lanas Lobu	Western Malayo-Polynesian	lana1236	decimal	decimal proper	Russell Barlow	11 = 10 + 1; 20 = 2 ⋅ 10
	Pondi	Keram	lang1328	quinary	quinary	Russell Barlow	5 contains hand; 6 to 9 = 5 + n 
	Lapuyan Subanun	Western Malayo-Polynesian	lapu1236	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Larantuka Malay	Western Malayo-Polynesian	lara1260	decimal	decimal modified	Russell Barlow	subtraction for 8, 9; 12 = 2 + x; 20 = 2 ⋅ 10
	Larevat	Oceanic	lare1249	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Larike-Wakasihu	Central Malayo-Polynesian	lari1255	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Lasalimu	Western Malayo-Polynesian	lasa1237	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Latu	Central Malayo-Polynesian	latu1237	unknown	unknown	Russell Barlow	no data
	Lauan	Oceanic	laua1243	unknown	unknown	Russell Barlow	no data
	Laua	Mailuan	laua1245	unknown	unknown	Russell Barlow	no data past 5
	Lauje	Western Malayo-Polynesian	lauj1238	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Lau	Oceanic	lauu1247	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Lavatbura-Lamusong	Oceanic	lava1239	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Lavukaleve	Lavukaleve	lavu1241	decimal	decimal proper	Russell Barlow	7 to 9 look like they might contain 5 (i.e., quinary element), but they do not have 2 through 4 (or, onset run?); 11 to 19 = 10 + n; or 10 to 19 = x + n
	Lawangan	Western Malayo-Polynesian	lawa1257	decimal	decimal proper	Russell Barlow	100 distinct
	Lawunuia	Oceanic	lawu1237	quinary	quinary	Russell Barlow	simplex 6 (= ‘cross.over’) and 9 (preserved Austronesian?); 7 = cross.over + 2, 8 = cross.over + 3
	Ledo Kaili	Western Malayo-Polynesian	ledo1238	decimal	decimal proper	Russell Barlow	11 to 19 = 10 + n
	Legenyem	South Halmahera-West New Guinea	lege1241	decimal	decimal proper	Russell Barlow	11 = 10 + 1
	Lehali	Oceanic	leha1243	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Lehalurup	Oceanic	leha1244	quinary	quinary	Russell Barlow	6 to 9 = x + n
	Leipon	Oceanic	leip1237	decimal	decimal modified	Russell Barlow	subtraction for 7, 8, 9; 11 = 10 + 1, 12 = 10 + 2
